On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
the ^ati++++=the
bells ^nns++++=bells,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Vale ^nn++++=Vale
was ^vbd+bedz+aux++=was
repairing ^vbg+++xvbgx+=repairing
a ^at++++=a
clock ^nn++++=clock
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
never ^rb++splt++=never
told ^vprf+++xvbnx+=told
the ^ati++++=the
right ^jj+atrb+++=right
time ^nn++++=time.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
brass ^nn++++=brass
carriage ^nn+nom+++=carriage
clock ^nn++++=clock,
, ^zz++++=EXTRAWORD
green ^nn++++=green
at ^rb++++=at
the ^ati++++=the
hinges ^nns++++=hinges,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
white ^jj+atrb+++=white
face ^nn++++=face
cracked ^vbd+++xvbn+=cracked
neatly ^rb++++=neatly
between ^in++++=between
the ^ati++++=the
four ^cd++++=four
and ^cc++++=and
the ^ati++++=the
five ^cd++++=five.
. ^zz++++=EXTRAWORD
For ^in++++=For
thirty ^cd++++=thirty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
years ^nns++++=years
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
gained ^vprf+++xvbnx+=gained
nine ^cd++++=nine
minutes ^nns++++=minutes
every ^at++++=every
day ^nn++++=day,
, ^zz++++=EXTRAWORD
no ^at++++=no
matter ^nn++++=matter
how ^wrb+who+++=how
often ^rb++++=often
Mara ^np+++??+=Mara
cleaned ^vwbn+++xvbn+=cleaned
its ^pp$+it+++=its
gears ^nns++++=gears
or ^cc++++=or
adjusted ^jj+++xvbn+=adjusted
its ^pp$+it+++=its
spring ^nn++++=spring.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
owner ^nn++++=owner,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Wren ^np++++=Wren,
, ^zz++++=EXTRAWORD
considered ^vpbn+vprv++xvbn+=considered
the ^ati++++=the
flaw ^nn+++??+=flaw
a ^at++++=a
virtue ^nn++++=virtue.
. ^zz++++=EXTRAWORD
" ^zz++++="Nine
nine ^cd++++=EXTRAWORD
minutes ^nns++++=minutes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
always ^rb++++=always
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
exactly ^rb++++=exactly
how ^wrb+who+++=how
late ^jj++++=late
my ^pp$+pp1+++=my
husband ^nn++++=husband
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi++vrb++=be."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wren ^np++++=Wren
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dead ^jj++++=dead
for ^in++++=for
twelve ^cd++++=twelve
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
was ^vbd+bedz+aux++=was
fitting ^vbg+++xvbgx+=fitting
the ^ati++++=the
minute ^nn++++=minute
hand ^nn++++=hand
back ^jjb++++=back
onto ^in++++=onto
its ^pp$+it+++=its
pin ^nn++++=pin
when ^wrb+who+++=when
the ^ati++++=the
first ^rb++++=first
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
beneath ^in+pl+++=beneath
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^nn++++=sound
came ^vbd+++xvbn+=came
through ^in++++=through
the ^ati++++=the
floor ^nn++++=floor
of ^in++++=of
her ^pp$+pp3+++=her
shop ^nn++++=shop,
, ^zz++++=EXTRAWORD
deep ^jj++++=deep
enough ^qlp++++=enough
to ^to++++=to
stir ^vbi++++=stir
the ^ati++++=the
jars ^nns++++=jars
of ^in++++=of
screws ^nns++++=screws
on ^in++++=on
the ^ati++++=the
shelves ^nns++++=shelves.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
bright ^jj+atrb+++=bright
note ^nn++++=note
of ^in++++=of
the ^ati++++=the
church ^npl++++=church
bell ^nn++++=bell
on ^in++++=on
the ^ati++++=the
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
the ^ati++++=the
cracked ^jj+atrb++xvbn+=cracked
clang ^nn++++=clang
of ^in++++=of
the ^ati++++=the
buoy ^nn++++=buoy
beyond ^in++++=beyond
the ^ati++++=the
reef ^nn++++=reef.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
a ^at++++=a
drowned ^jj+++xvbn+=drowned
sound ^jj++++=sound,
, ^zz++++=EXTRAWORD
heavy ^jj++++=heavy
with ^in++++=with
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
hands ^nns++++=hands
became ^vbd+++xvbn+=became
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
A ^at++++=A
second ^od++++=second
bell ^nn++++=bell
answered ^vbd+vpub++xvbn+=answered,
, ^zz++++=EXTRAWORD
farther ^rbr++++=farther
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
third ^nn++++=third.
. ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
doors ^nns++++=doors
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
Fishmongers ^nns+nom++??+=Fishmongers
stepped ^vbd+++xvbn+=stepped
into ^in++++=into
the ^ati++++=the
street ^nn++++=street
with ^in++++=with
silver ^nn++++=silver
scales ^nns++++=scales
shining ^vwbg+++xvbg+=shining
on ^in++++=on
their ^pp$+pp3+++=their
aprons ^nns++++=aprons.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
ran ^vbd+++xvbn+=ran
barefoot ^jj++++=barefoot
toward ^in++++=toward
the ^ati++++=the
seawall ^nn+++??+=seawall.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
people ^nns++++=people
stood ^vbd+++xvbn+=stood
in ^in++++=in
upstairs ^jjb+atrb+++=upstairs
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
staring ^vbg+++xvbg+=staring
beyond ^in++++=beyond
the ^ati++++=the
roofs ^nns++++=roofs.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
put ^vbd+++xvbn+=put
down ^rb+phrv+++=down
her ^pp3o+pp3+++=her
tools ^nns++++=tools
and ^cc++++=and
walked ^vbd+++xvbn+=walked
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
The ^ati++++=The
town ^nn++++=town
of ^in++++=of
Bellwether ^np+nom++??+=Bellwether
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
built ^vpsv++agls+xvbnx+=built
around ^rp++++=around
a ^at++++=a
narrow ^jj+atrb+++=narrow
harbor ^nn++++=harbor
where ^wrb+who+++=where
the ^ati++++=the
cliffs ^nns++++=cliffs
leaned ^vbd+++xvbn+=leaned
together ^nn+nom+++=together
like ^in++++=like
shoulders ^nns+nom+++=shoulders
sheltering ^vwbg+++xvbg+=sheltering
a ^at++++=a
flame ^nn++++=flame.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
merchant ^nn+nom+++=merchant
ships ^nns++++=ships
had ^vbd+hvd+aux++=had
crowded ^vprf+++xvbnx+=crowded
its ^pp$+it+++=its
stone ^nn++++=stone
piers ^nns++++=piers.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
only ^rb+down+++=only
fishing ^nvbg+++xvbg+=fishing
boats ^nns++++=boats
and ^cc++++=and
the ^ati++++=the
weekly ^jj+atrb+++=weekly
ferry ^nn++++=ferry
used ^vwbn+++xvbn+=used
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
great ^jj+atrb+++=great
warehouses ^nns++++=warehouses
had ^vbd+hvd+aux++=had
become ^vb++++=become
homes ^nrs++++=homes,
, ^zz++++=EXTRAWORD
taverns ^nns++++=taverns,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
shops ^nns++++=shops.
. ^zz++++=EXTRAWORD
Nets ^nns++++=Nets
hung ^vbd+++xvbn+=hung
from ^in++++=from
balconies ^nns++++=balconies.
. ^zz++++=EXTRAWORD
Gulls ^nns++++=Gulls
nested ^vbd+++xvbn+=nested
in ^in++++=in
old ^jj+atrb+++=old
chimneys ^nns++++=chimneys.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
harbor ^nn++++=harbor
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^nn++++=sea
lay ^vbd+++xvbn+=lay
flat ^nn++++=flat
and ^cc++++=and
gray ^np++++=gray
beneath ^in+pl+++=beneath
a ^at++++=a
cloudless ^jj+atrb+++=cloudless
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bells ^nns++++=bells
rang ^vbd+++xvbn+=rang
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Six ^cd++++=Six
notes ^nns++++=notes
this ^dt+dem+++=this
time ^nn++++=time,
, ^zz++++=EXTRAWORD
rising ^nvbg+++xvbg+=rising
from ^in++++=from
under ^in++++=under
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
in ^in++++=in
Bellwether ^np+nom++??+=Bellwether
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
story ^nn++++=story.
. ^zz++++=EXTRAWORD
A ^at++++=A
hundred ^cd++++=hundred
and ^cc++++=and
eighteen ^cd++++=eighteen
years ^nns++++=years
earlier ^jjr++++=earlier,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
winter ^nn++++=winter
night ^nn++++=night,
, ^zz++++=EXTRAWORD
a ^at++++=a
storm ^nn++++=storm
had ^vbd+hvd+aux++=had
driven ^vprf+++xvbnx+=driven
six ^cd++++=six
ships ^nns++++=ships
onto ^in++++=onto
the ^ati++++=the
Black ^jj+atrb+++=Black
Teeth ^nns++++=Teeth,
, ^zz++++=EXTRAWORD
the ^ati++++=the
reefs ^nns++++=reefs
east ^np+pl+++=east
of ^in++++=of
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lighthouse ^nn++++=lighthouse
keeper ^nn++++=keeper
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
to ^to+vcmp+++=to
light ^vbi++++=light
the ^ati++++=the
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
The ^ati++++=The
ships ^nns++++=ships
went ^vbd+++xvbn+=went
down ^rb+phrv+++=down
with ^in+ppvb+++=with
their ^pp$+pp3+++=their
cargo ^nn++++=cargo,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
crews ^nns++++=crews,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
six ^cd++++=six
bronze ^jj+atrb+++=bronze
bells ^nns++++=bells
intended ^vwbn+vsua++xvbn+=intended
for ^in++++=for
the ^ati++++=the
cathedral ^nn+nom+++=cathedral
in ^in++++=in
the ^ati++++=the
capital ^nn++++=capital.
. ^zz++++=EXTRAWORD
No ^at++++=No
bodies ^nns++++=bodies
were ^vbd+bed+aux++=were
recovered ^vpsv++agls+xvbnx+=recovered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lighthouse ^nn++++=lighthouse
keeper ^nn++++=keeper
vanished ^vbd+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
on ^in++++=on
rare ^jj+atrb+++=rare
mornings ^nns++++=mornings,
, ^zz++++=EXTRAWORD
