# ^zz++++=#
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Roads ^nns++++=Roads
Every ^at++++=Every
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
bells ^nns++++=bells
of ^in++++=of
Saint ^nn++++=Saint
Orra ^np+++??+=Orra
struck ^vbd+++xvbn+=struck
six ^cd++++=six,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^npl++++=Vale
walked ^vbd+++xvbn+=walked
to ^in++++=to
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
city ^nn++++=city
and ^cc++++=and
drew ^vbd+++xvbn+=drew
a ^at++++=a
road ^npl++++=road
that ^tht+rel+obj++=that
no ^at++++=no
longer ^rbr++++=longer
existed ^vbd+++xvbn+=existed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
carried ^vbd+++xvbnx+=carried
a ^at++++=a
folding ^jj+atrb+++=folding
stool ^nn++++=stool,
, ^zz++++=EXTRAWORD
a ^at++++=a
brass ^nn++++=brass
compass ^nn++++=compass,
, ^zz++++=EXTRAWORD
three ^cd++++=three
sharpened ^jj+atrb++xvbn+=sharpened
pencils ^nns++++=pencils,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sheet ^nn++++=sheet
of ^in++++=of
blue ^jj++++=blue-gray
- ^zz++++=EXTRAWORD
gray ^np++++=EXTRAWORD
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
place ^nn++++=place
where ^wrb+who+++=where
the ^ati++++=the
northern ^jj+atrb+++=northern
gate ^nn++++=gate
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
stood ^vprf+++xvbnx+=stood,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
beneath ^in+pl+++=beneath
a ^at++++=a
leaning ^jj+atrb++xvbg+=leaning
elm ^nn++++=elm
and ^cc++++=and
sketched ^xvbn+++xvbn+=sketched
the ^ati++++=the
vanished ^jj+++xvbn+=vanished
road ^npl++++=road
from ^in++++=from
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
began ^vbd+++xvbn+=began
between ^in++++=between
two ^cd++++=two
weathered ^jj+atrb+++=weathered
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
a ^at++++=a
meadow ^nn++++=meadow
white ^nn++++=white
with ^in++++=with
clover ^nn++++=clover,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disappeared ^vpsv++agls+xvbn+=disappeared
into ^in++++=into
a ^at++++=a
forest ^nn++++=forest
no ^at++++=no
living ^jj+atrb++xvbg+=living
citizen ^nn++++=citizen
claimed ^vbd+vpub++xvbn+=claimed
to ^to+vcmp+++=to
have ^vbi+vbi+aux++=have
seen ^vprf+++xvbnx+=seen.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
had ^vbd+hvd+aux++=had
traveled ^vprf+++xvbnx+=traveled
that ^dt+dem+++=that
road ^npl++++=road
only ^rb+down+++=only
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
nine ^cd++++=nine
years ^nns++++=years
old ^jj++++=old.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
hand ^nn++++=hand
and ^cc++++=and
led ^vbd+++xvbn+=led
him ^pp3o+pp3+++=him
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
city ^nn++++=city
under ^in++++=under
cover ^nn++++=cover
of ^in++++=of
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
