# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Roads ^nns++++=Roads
On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
the ^ati++++=the
road ^npl++++=road
vanished ^vbd+++xvbn+=vanished,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^nn++++=Vale
was ^vbd+bedz+aux++=was
sharpening ^vbg+++xvbgx+=sharpening
a ^at++++=a
pencil ^nn++++=pencil.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
by ^in++++=by
the ^ati++++=the
front ^jjb+atrb+++=front
window ^nn++++=window
of ^in++++=of
his ^pp$+pp3+++=his
shop ^nn++++=shop,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
glass ^nn++++=glass
was ^vbd+bedz+aux++=was
clouded ^vpsv++agls+xvbnx+=clouded
with ^in++++=with
salt ^nn++++=salt
from ^in++++=from
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
worked ^vbd+++xvbn+=worked
the ^ati++++=the
blade ^nn++++=blade
of ^in++++=of
a ^at++++=a
small ^jj+atrb+++=small
knife ^nn++++=knife
around ^in++++=around
the ^ati++++=the
cedar ^nn++++=cedar.
. ^zz++++=EXTRAWORD
A ^at++++=A
ribbon ^nn++++=ribbon
of ^in++++=of
wood ^npl++++=wood
curled ^vbd+++xvbn+=curled
onto ^in++++=onto
his ^pp$+pp3+++=his
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
gulls ^nns++++=gulls
wheeled ^vbd+++xvbn+=wheeled
above ^jjb++++=above
the ^ati++++=the
chimneys ^nns++++=chimneys
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather,
, ^zz++++=EXTRAWORD
crying ^nvbg+++xvbg+=crying
like ^in++++=like
rusty ^np++++=rusty
hinges ^vbz++++=hinges.
. ^zz++++=EXTRAWORD
At ^rb++++=At
precisely ^rb++++=precisely
eight ^cd++++=eight
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
Mira ^np+++??+=Mira
Thorne ^np+++??+=Thorne
entered ^vbd+++xvbn+=entered
without ^in++++=without
knocking ^nn++++=knocking.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
north ^nr+pl+++=north
road ^npl++++=road
is ^vbz+bez+aux++=is
gone ^vpsv++agls+xvbnx+=gone,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
looked ^vbd+++xvbn+=looked
past ^jjb++++=past
her ^pp$+pp3+++=her
at ^in++++=at
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
Fishing ^nvbg+++xvbg+=Fishing
boats ^nns++++=boats
rocked ^vbd+++xvbn+=rocked
against ^in++++=against
their ^pp$+pp3+++=their
ropes ^nns++++=ropes.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
roofs ^nns++++=roofs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
church ^npl++++=church
bell ^nn++++=bell
was ^vbd+bedz+aux++=was
chiming ^vbg+++xvbgx+=chiming
the ^ati++++=the
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
" ^zz++++="Gone
gone ^vprf+++xvbn+=EXTRAWORD
where ^wrb+who+++=where?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
