On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
the ^ati++++=the
sea ^npl++++=sea
vanished ^vbd+++xvbn+=vanished,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Venn ^np+++??+=Venn
was ^vbd+bedz+aux++=was
repairing ^vbg+++xvbgx+=repairing
a ^at++++=a
clock ^nn++++=clock
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
never ^rb++splt++=never
told ^vprf+++xvbnx+=told
the ^ati++++=the
right ^jj+atrb+++=right
time ^nn++++=time.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
small ^jj+atrb+++=small
brass ^nn++++=brass
thing ^nn++++=thing
shaped ^vbd+++xvbn+=shaped
like ^in++++=like
a ^at++++=a
lighthouse ^nn++++=lighthouse,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
cracked ^jj+atrb++xvbn+=cracked
face ^nn++++=face
and ^cc++++=and
a ^at++++=a
second ^od++++=second
hand ^nn++++=hand
that ^tht+rel+subj++=that
moved ^vprf+++xvbn+=moved
backward ^jj++++=backward
every ^at++++=every
thirteenth ^od++++=thirteenth
minute ^nn++++=minute.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Vale ^np++++=Vale
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
it ^pp3+it+++=it
to ^in++++=to
her ^pp$+pp3+++=her
shop ^nn++++=shop
wrapped ^vbd+++xvbn+=wrapped
in ^in++++=in
a ^at++++=a
blue ^jj+atrb+++=blue
handkerchief ^nn++++=handkerchief.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
stopped ^vbd+++xvbn+=stopped
at ^rb++++=at
dawn ^nn++++=dawn,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Clocks
clocks ^nns++++=EXTRAWORD
stop ^nn++++=stop,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
why ^wrb+who+++=why
people ^nns++++=people
bring ^vb++++=bring
them ^pp3o+pp3+++=them
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Vale ^np++++=Vale
glanced ^vbd+++xvbn+=glanced
toward ^in++++=toward
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^vb+vprv+tht0++=mean
everything ^pn++++=everything
stopped ^vbd+++xvbn+=stopped
at ^rb++++=at
dawn ^nn++++=dawn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
then ^rn+tm+++=then
did ^vbd+dod+vrb++=did
Mara ^np+++??+=Mara
notice ^nn++++=notice
the ^ati++++=the
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
Bellweather ^np+nom++??+=Bellweather
was ^vbd+bedz+vrb++=was
a ^at++++=a
harbor ^nn++++=harbor
town ^nn++++=town,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sea ^nn++++=sea
was ^vbd+bedz+vrb++=was
its ^pp$+it+++=its
oldest ^jjt+atrb+++=oldest
and ^cc+phrs+++=and
loudest ^jjt+atrb+++=loudest
citizen ^nn++++=citizen.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
muttered ^vbd+++xvbn+=muttered
beneath ^in+pl+++=beneath
floorboards ^nns++++=floorboards,
, ^zz++++=EXTRAWORD
knocked ^jj+atrb++xvbn+=knocked
stones ^nns++++=stones
together ^nn+nom+++=together
on ^in++++=on
the ^ati++++=the
beach ^nn++++=beach,
, ^zz++++=EXTRAWORD
flung ^jj+atrb++xvbn+=flung
gulls ^nns++++=gulls
against ^in++++=against
the ^ati++++=the
rooftops ^nns+++??+=rooftops,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
breathed ^vbd+++xvbn+=breathed
salt ^jj++++=salt
through ^in++++=through
every ^at++++=every
open ^jj+atrb+++=open
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
in ^in++++=in
sleep ^nn++++=sleep,
, ^zz++++=EXTRAWORD
the ^ati++++=the
people ^nn++++=people
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
set ^vbd+++xvbn+=set
down ^rb+phrv+++=down
her ^pp3o+pp3+++=her
tweezers ^nns+nom+++=tweezers
and ^cc++++=and
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
townspeople ^nns++++=townspeople
hurried ^vbd+++xvbn+=hurried
toward ^in++++=toward
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
were ^vbd+bed+vrb++=were
still ^rb++++=still
in ^in++++=in
nightclothes ^nns+++??+=nightclothes.
. ^zz++++=EXTRAWORD
A ^at++++=A
fisherman ^nn+nom+++=fisherman
passed ^vbd+++xvbn+=passed
carrying ^vbg+++xvbg+=carrying
one ^cd1++++=one
boot ^nn++++=boot
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Vale ^np++++=Vale
followed ^vbd+vprv++xvbn+=followed
Mara ^np+++??+=Mara
into ^in++++=into
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
harbor ^nn++++=harbor
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^nn++++=sea
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
withdrawn ^vbd+++xvbn+=withdrawn
with ^in++++=with
the ^ati++++=the
tide ^nn++++=tide,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
hidden ^vpsv++by+xvbn+=hidden
by ^in++++=by
mist ^nn++++=mist
gone ^vbd+++xvbn+=gone.
. ^zz++++=EXTRAWORD
The ^ati++++=The
seabed ^nn++++=seabed
stretched ^vwbn+++xvbn+=stretched
toward ^in++++=toward
the ^ati++++=the
horizon ^nn++++=horizon,
, ^zz++++=EXTRAWORD
a ^at++++=a
vast ^jj+atrb+++=vast
plain ^nn++++=plain
of ^in++++=of
dark ^jj+atrb+++=dark
mud ^nn++++=mud
shining ^vwbg+++xvbg+=shining
under ^in++++=under
the ^ati++++=the
pale ^jj+atrb+++=pale
morning ^nn++++=morning
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
Stranded ^jj+atrb+++=Stranded
boats ^nns++++=boats
leaned ^vbd+++xvbn+=leaned
on ^in++++=on
their ^pp$+pp3+++=their
sides ^nns++++=sides.
. ^zz++++=EXTRAWORD
Fish ^nns++++=Fish
flashed ^vbd+++xvbn+=flashed
silver ^nn++++=silver
in ^in++++=in
shallow ^jj+atrb+++=shallow
pools ^nns++++=pools.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
sky ^nn++++=sky
met ^vbd+++xvbn+=met
the ^ati++++=the
empty ^jj+atrb+++=empty
ocean ^nn++++=ocean
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
a ^at++++=a
thin ^jj+atrb+++=thin
black ^jj+atrb+++=black
line ^nn++++=line
marked ^vbd+++xvbn+=marked
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
spoke ^vbd+++xvbn+=spoke
for ^in++++=for
several ^ap++++=several
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Mayor ^npt++++=Mayor
Holt ^np++++=Holt
climbed ^vbd+++xvbn+=climbed
onto ^in++++=onto
a ^at++++=a
barrel ^nn++++=barrel
and ^cc++++=and
shouted ^vbd+vpub++xvbn+=shouted,
, ^zz++++=EXTRAWORD
" ^zz++++="Nobody
nobody ^pn++++=EXTRAWORD
is ^vbz+bez+aux++=is
to ^to++++=to
go ^vbi++++=go
out ^rp+pl+++=out
there ^rn+pl+++=there!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
looked ^vbd+++xvbn+=looked
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mayor ^npt++++=mayor
cleared ^vwbn+++xvbn+=cleared
his ^pp$+pp3+++=his
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
may ^md+pos+++=may
be ^vb+be+vrb++=be
dangerous ^jj+atrb+++=dangerous
currents ^nns++++=currents."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
water ^nn++++=water,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
someone ^pn++++=someone
called ^jj+++xvbn+=called.
. ^zz++++=EXTRAWORD
" ^zz++++="Dangerous
dangerous ^jj+atrb+++=EXTRAWORD
mud ^nn++++=mud,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Children ^nns++++=Children
were ^vbd+bed+aux++=were
already ^rb++splt++=already
squeezing ^vbg+++xvbgx+=squeezing
through ^in++++=through
gaps ^nns++++=gaps
in ^in++++=in
the ^ati++++=the
harbor ^nn++++=harbor
fence ^nn++++=fence.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
parents ^nns++++=parents
dragged ^vbd+++xvbn+=dragged
them ^pp3o+pp3+++=them
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Fishermen ^nns++++=Fishermen
stared ^vbd+++xvbn+=stared
at ^rb++++=at
their ^pp$+pp3+++=their
grounded ^jj+atrb++xvbn+=grounded
boats ^nns++++=boats
with ^in++++=with
expressions ^nns++++=expressions
usually ^rb+down+++=usually
reserved ^vbd+++xvbn+=reserved
for ^in++++=for
funerals ^nns+nom+++=funerals.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
looked ^vbd+++xvbn+=looked
down ^rp++++=down
at ^rb++++=at
the ^ati++++=the
clock ^nn++++=clock
in ^in++++=in
her ^pp$+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
its ^pp$+it+++=its
gears ^nns++++=gears
were ^vbd+bed+vrb++=were
motionless ^jj+pred+++=motionless,
, ^zz++++=EXTRAWORD
something ^pn++++=something
inside ^jjb++++=inside
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
ticking ^vbg+++xvbgx+=ticking.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
Bellweather ^np+nom++??+=Bellweather
gathered ^vbd+++xvbn+=gathered
in ^in++++=in
the ^ati++++=the
town ^nn++++=town
hall ^nn++++=hall.
