# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Roads ^nns++++=Roads
Every ^at++++=Every
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^nn++++=Vale
drew ^vbd+++xvbn+=drew
roads ^nns++++=roads
that ^tht+rel+obj++=that
no ^at++++=no
longer ^rbr++++=longer
existed ^vbd+++xvbn+=existed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
worked ^vbd+++xvbnx+=worked
in ^in++++=in
a ^at++++=a
narrow ^jj+atrb+++=narrow
room ^nn++++=room
above ^in+pl+++=above
the ^ati++++=the
village ^nn+nom+++=village
post ^nn++++=post
office ^nn++++=office,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
dust ^nn++++=dust
softened ^vbd+++xvbn+=softened
the ^ati++++=the
shelves ^nns++++=shelves
and ^cc++++=and
the ^ati++++=the
windows ^nns++++=windows
rattled ^vwbn+++xvbn+=rattled
whenever ^nn+nom+++=whenever
the ^ati++++=the
northern ^jj+atrb+++=northern
wind ^nn++++=wind
came ^vbd+++xvbn+=came
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
mountains ^nns++++=mountains.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
desk ^nn++++=desk
was ^vbd+bedz+vrb++=was
enormous ^jj+pred+++=enormous,
, ^zz++++=EXTRAWORD
built ^j+++xvbn+=built
from ^in++++=from
black ^jj+atrb+++=black
oak ^nn++++=oak
and ^cc++++=and
scarred ^vpsv++by+xvbn+=scarred
by ^in++++=by
generations ^nns+nom+++=generations
of ^in++++=of
compass ^nn++++=compass
points ^nns++++=points.
. ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
it ^pp3+it+++=it
lay ^vbd+++xvbn+=lay
maps ^nns++++=maps
of ^in++++=of
valleys ^nns++++=valleys
drowned ^vbd+++xvbn+=drowned
beneath ^in+pl+++=beneath
reservoirs ^np++++=reservoirs,
, ^zz++++=EXTRAWORD
paths ^nns++++=paths
buried ^vwbn+++xvbn+=buried
by ^in++++=by
landslides ^nns+++??+=landslides,
, ^zz++++=EXTRAWORD
bridges ^nns++++=bridges
carried ^vbd+++xvbn+=carried
away ^rp+pl+++=away
by ^in++++=by
floods ^nns++++=floods,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
villages ^nns+nom+++=villages
abandoned ^vbd+++xvbn+=abandoned
so ^ql++++=so
long ^rb++++=long
ago ^rb++++=ago
that ^dt+dem+++=that
even ^rb++++=even
their ^pp$+pp3+++=their
names ^nns++++=names
had ^vbd+hvd+aux++=had
faded ^vprf+++xvbnx+=faded
from ^in++++=from
local ^jj+atrb+++=local
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
restored ^vwbn+++xvbn+=restored
them ^pp3o+pp3+++=them
all ^rb++++=all
in ^in++++=in
ink ^nn++++=ink.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
drew ^vbd+++xvbnx+=drew
patiently ^rb+cnj+++=patiently,
, ^zz++++=EXTRAWORD
following ^jj+atrb++xvbg+=following
clues ^nns++++=clues
from ^in++++=from
letters ^nns+nom+++=letters,
, ^zz++++=EXTRAWORD
diaries ^nns++++=diaries,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
recollections ^nns+nom+++=recollections
of ^in++++=of
old ^jj+atrb+++=old
people ^nns++++=people.
. ^zz++++=EXTRAWORD
A ^at++++=A
woman ^nn++++=woman
might ^md+pos+++=might
tell ^vb++++=tell
him ^pp3o+pp3+++=him
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
child ^nn++++=child,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
walked ^vprf+++xvbnx+=walked
to ^in++++=to
school ^nn++++=school
along ^in++++=along
a ^at++++=a
