By ^in++++=By
the ^ati++++=the
time ^nn++++=time
Mara ^np+++??+=Mara
Vale ^npl++++=Vale
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
missing ^jj+atrb++xvbg+=missing
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
the ^ati++++=the
city ^nn++++=city
had ^vb+hv+aux++=had
already ^rb++splt++=already
learned ^vprf+++xvbnx+=learned
to ^to+vcmp+++=to
live ^vbi++++=live
without ^in++++=without
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
night ^nn++++=night
at ^in++++=at
two ^cd++++=two
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
the ^ati++++=the
clocks ^nns++++=clocks
skipped ^vprf+++xvbn+=skipped
forward ^rb+phrv+++=forward
to ^in+ppvb+++=to
three ^cd++++=three.
. ^zz++++=EXTRAWORD
Trains ^vbz++++=Trains
crossed ^vbd+++xvbn+=crossed
dark ^jj+atrb+++=dark
tunnels ^nns++++=tunnels
faster ^rbr++++=faster
than ^in++++=than
their ^pp$+pp3+++=their
engines ^nns++++=engines
could ^md+pos+++=could
carry ^vb++++=carry
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Bakers ^nns++++=Bakers
opened ^vbd+++xvbn+=opened
their ^pp$+pp3+++=their
ovens ^nns++++=ovens
and ^cc++++=and
found ^vbd+vprv++xvbn+=found
their ^pp$+pp3+++=their
bread ^nn++++=bread
already ^rb++++=already
burned ^jj+++xvbn+=burned.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
woke ^vbd+++xvbn+=woke
from ^in++++=from
dreams ^nps++++=dreams
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
crying ^nvbg+++xvbg+=crying
over ^in++++=over
people ^nns++++=people
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
never ^rb++splt++=never
met ^vprf+++xvbnx+=met.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
complained ^vbd+vpub++xvbn+=complained.
. ^zz++++=EXTRAWORD
The ^ati++++=The
missing ^jj+atrb++xvbg+=missing
hour ^nn++++=hour
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
gone ^vpsv++agls+xvbnx+=gone
for ^in+ppvb+++=for
eighty ^cd++++=eighty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
years ^nns++++=years.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
simply ^rb++++=simply
the ^ati++++=the
way ^nn++++=way
time ^nn++++=time
worked ^vbd+++xvbn+=worked
in ^in++++=in
Bellwether ^np+nom++??+=Bellwether.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
worked ^vbd+++xvbn+=worked
in ^in++++=in
the ^ati++++=the
Department ^nn+nom+++=Department
of ^in++++=of
Civic ^jj+atrb+++=Civic
Measurement ^nn+nom+++=Measurement,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
spent ^vbd+++xvbnx+=spent
her ^pp$+pp3+++=her
days ^nns++++=days
inspecting ^vwbg+++xvbg+=inspecting
public ^jj+atrb+++=public
clocks ^nns++++=clocks.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
twenty ^cd++++=twenty-nine,
- ^zz++++=EXTRAWORD
nine ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
punctual ^jj++++=punctual,
, ^zz++++=EXTRAWORD
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
trusted ^vpsv++agls+xvbn+=trusted
with ^in++++=with
keys ^nns++++=keys
to ^in++++=to
every ^at++++=every
clock ^nn++++=clock
tower ^nn++++=tower
in ^in++++=in
the ^ati++++=the
city ^nn++++=city.
. ^zz++++=EXTRAWORD
On ^in++++=On
Mondays ^nrs++++=Mondays
she ^pp3a+pp3+++=she
visited ^vbd+++xvbnx+=visited
the ^ati++++=the
brass ^nn++++=brass
clock ^nn++++=clock
above ^jjb+atrb+++=above
Central ^jj+atrb+++=Central
Station ^nn+nom+++=Station.
. ^zz++++=EXTRAWORD
On ^in++++=On
Tuesdays ^nrs++++=Tuesdays,
, ^zz++++=EXTRAWORD
the ^ati++++=the
water ^nn++++=water
clocks ^nns++++=clocks
in ^in++++=in
the ^ati++++=the
Hall ^nn++++=Hall
of ^in++++=of
Justice ^nn++++=Justice.
. ^zz++++=EXTRAWORD
Wednesdays ^np+++??+=Wednesdays
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
the ^ati++++=the
twelve ^cd++++=twelve
stone ^nn++++=stone
saints ^nns++++=saints
on ^in++++=on
the ^ati++++=the
cathedral ^nn+nom+++=cathedral,
, ^zz++++=EXTRAWORD
each ^dt++++=each
of ^in++++=of
whom ^whp+rel+pied++=whom
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
at ^in++++=at
noon ^nn++++=noon
to ^in++++=to
ring ^nn++++=ring
a ^at++++=a
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
People ^nns++++=People
believed ^vbd+vprv++xvbn+=believed
clock ^nn++++=clock
inspectors ^npts++++=inspectors
repaired ^vbd+++xvbn+=repaired
time ^nn++++=time.
. ^zz++++=EXTRAWORD
In ^in++++=In
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
repaired ^vbd+++xvbn+=repaired
gears ^nns++++=gears,
, ^zz++++=EXTRAWORD
springs ^vbz++++=springs,
, ^zz++++=EXTRAWORD
pendulums ^nns+++??+=pendulums,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
occasional ^jj+atrb+++=occasional
wooden ^jj+atrb+++=wooden
saint ^nn++++=saint
whose ^whp+rel+obj++=whose
jaw ^nn++++=jaw
had ^vbd+hvd+aux++=had
swollen ^vprf+++xvbn+=swollen
in ^in++++=in
the ^ati++++=the
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
Time ^nn++++=Time
itself ^ppl++++=itself
was ^vbd+bedz+vrb++=was
beyond ^in++++=beyond
her ^pp$+pp3+++=her
authority ^nn+nom+++=authority.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
never ^rb++splt++=never
minded ^vprf+++xvbnx+=minded
the ^ati++++=the
missing ^jj+atrb++xvbg+=missing
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
Like ^in++++=Like
everyone ^pn++++=everyone
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
set ^vbd+++xvbnx+=set
her ^pp3o+pp3+++=her
alarm ^vb++++=alarm
for ^in++++=for
one ^cd1++++=one
fifty ^cd++++=fifty-nine
- ^zz++++=EXTRAWORD
nine ^cd++++=EXTRAWORD
and ^cc++++=and
expected ^vb+++xvbn+=expected
to ^to+vcmp+++=to
wake ^vbi++++=wake
at ^in++++=at
three ^cd++++=three.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
told ^vprf+++xvbnx+=told
her ^pp$+pp3+++=her
that ^dt+pdem+++=that
people ^vbz++++=people
could ^md+pos+++=could
endure ^vb++++=endure
almost ^rb+hdg+++=almost
any ^dti++++=any
loss ^nn++++=loss
if ^cs+cnd+++=if
it ^pp3+it+++=it
happened ^vbd+++xvbn+=happened
regularly ^rb++++=regularly
enough ^dt++++=enough.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
about ^in++++=about
loss ^nn++++=loss.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared
when ^wrb+who+++=when
Mara ^np+++??+=Mara
was ^vbd+bedz+vrb++=was
eight ^cd++++=eight.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
no ^at++++=no
note ^nn++++=note,
, ^zz++++=EXTRAWORD
no ^at++++=no
witness ^nns++++=witness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
body ^nn++++=body.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
evening ^nn++++=evening
he ^pp3a+pp3+++=he
tucked ^vbd+++xvbnx+=tucked
her ^pp$+pp3+++=her
into ^in++++=into
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
left ^j+++xvbn+=left
a ^at++++=a
glass ^nn++++=glass
of ^in++++=of
water ^nn++++=water
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
lamp ^nn++++=lamp,
