On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Venn ^np+++??+=Venn
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^ap+down+++=only
person ^nn++++=person
in ^in++++=in
Bellwether ^np+nom++??+=Bellwether
awake ^jj++++=awake
to ^to++++=to
see ^vbi+vprv+++=see
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
at ^rb++++=at
the ^ati++++=the
window ^nn++++=window
above ^rb++++=above
her ^pp$+pp3+++=her
bakery ^nn++++=bakery,
, ^zz++++=EXTRAWORD
tying ^vbg+++xvbg+=tying
her ^pp$+pp3+++=her
apron ^nn++++=apron,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watched ^vbd+++xvbn+=watched
the ^ati++++=the
tide ^nn++++=tide
withdraw ^vb++++=withdraw
beyond ^in++++=beyond
the ^ati++++=the
harbor ^nn++++=harbor
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
slid ^vbd+++xvbn+=slid
backward ^jj++++=backward
without ^in++++=without
a ^at++++=a
wave ^nn++++=wave
or ^cc++++=or
whisper ^nn++++=whisper,
, ^zz++++=EXTRAWORD
exposing ^vbg+++xvbg+=exposing
the ^ati++++=the
black ^jj+atrb+++=black
stones ^nns++++=stones
of ^in++++=of
the ^ati++++=the
seabed ^jj+++xvbn+=seabed,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
the ^ati++++=the
pale ^jj+atrb+++=pale
ribs ^nns++++=ribs
of ^in++++=of
shipwrecks ^nns+++??+=shipwrecks,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
narrow ^jj+atrb+++=narrow
road ^npl++++=road
of ^in++++=of
white ^jj+atrb+++=white
sand ^nn++++=sand
stretching ^vwbg+++xvbg+=stretching
toward ^in++++=toward
the ^ati++++=the
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
forgot ^vbd+vprv++xvbn+=forgot
the ^ati++++=the
bread ^nn++++=bread
in ^in++++=in
the ^ati++++=the
oven ^nn++++=oven.
. ^zz++++=EXTRAWORD
The ^ati++++=The
road ^npl++++=road
had ^vbd+hvd+aux++=had
appeared ^vprf+++xvbnx+=appeared
twice ^rb++++=twice
before ^in++++=before
in ^in++++=in
the ^ati++++=the
town ^nn++++=town's
's ^$++++=EXTRAWORD
history ^nn++++=history.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
in ^in++++=in
Bellwether ^np+nom++??+=Bellwether
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
stories ^nns++++=stories.
. ^zz++++=EXTRAWORD
In ^in++++=In
1742 ^cd+date+++=1742,
, ^zz++++=EXTRAWORD
a ^at++++=a
fisherman ^nn+nom+++=fisherman
named ^vbd+++xvbn+=named
Edrin ^np+++??+=Edrin
Bale ^np+++??+=Bale
had ^vbd+hvd+aux++=had
walked ^vprf+++xvbnx+=walked
out ^rp+pl+++=out
upon ^in++++=upon
it ^pp3+it+++=it
and ^cc++++=and
returned ^vbd+++xvbn+=returned
carrying ^vbg+++xvbg+=carrying
a ^at++++=a
silver ^nn++++=silver
bell ^nn++++=bell
that ^tht+rel+subj++=that
rang ^vbd+++xvbn+=rang
before ^in++++=before
storms ^nns++++=storms.
. ^zz++++=EXTRAWORD
In ^in++++=In
1889 ^cd+date+++=1889,
, ^zz++++=EXTRAWORD
three ^cd++++=three
sisters ^nns+nom+++=sisters
had ^vbd+hvd+aux++=had
followed ^vprf+++xvbnx+=followed
the ^ati++++=the
road ^nn++++=road
and ^cc++++=and
come ^vb++++=come
back ^jjb++++=back
as ^in++++=as
old ^jj+atrb+++=old
women ^nns++++=women,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
gone ^vpsv++agls+xvbnx+=gone
less ^rbr++++=less
than ^in++++=than
an ^at++++=an
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
" ^zz++++="Never
never ^rb++++=EXTRAWORD
take ^vb++++=take
the ^ati++++=the
sea ^npl++++=sea's
's ^$++++=EXTRAWORD
road ^nn++++=road,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
mother ^npt++++=mother
used ^md"++pmd"++=used
to ^to++++=to
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
leads ^vbz++++=leads
where ^wrb+who+++=where
grief ^nn++++=grief
wants ^vbz++++=wants
to ^to+vcmp+++=to
go ^vbi++++=go."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
By ^in++++=By
seven ^cd++++=seven
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
the ^ati++++=the
whole ^jj+atrb+++=whole
town ^nn++++=town
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
along ^in++++=along
the ^ati++++=the
harbor ^nn++++=harbor
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
pointed ^vbd+++xvbn+=pointed
at ^rb++++=at
stranded ^jj+atrb+++=stranded
fish ^nns++++=fish
flashing ^vwbg+++xvbg+=flashing
in ^in++++=in
the ^ati++++=the
dawn ^nn++++=dawn.
. ^zz++++=EXTRAWORD
Dogs ^nns++++=Dogs
barked ^vbd+++xvbn+=barked
down ^rp++++=down
at ^rb++++=at
the ^ati++++=the
wet ^jj+atrb+++=wet
sand ^nn++++=sand.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Reed ^np++++=Reed
made ^vbd+++xvbn+=made
the ^ati++++=the
sign ^nn++++=sign
against ^in++++=against
evil ^nn++++=evil,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Mayor ^npt++++=Mayor
Tallow ^np+++??+=Tallow
climbed ^vbd+++xvbn+=climbed
onto ^in++++=onto
an ^at++++=an
overturned ^jj+atrb++xvbn+=overturned
barrel ^nn++++=barrel
and ^cc++++=and
urged ^vbn+vsua++xvbn+=urged
everyone ^pn++++=everyone
to ^to++++=to
remain ^vbi++++=remain
calm ^nn++++=calm.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
is ^vbz+bez+aux++=is
to ^to++++=to
descend ^vbi++++=descend
into ^in++++=into
the ^ati++++=the
harbor ^nn++++=harbor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
announced ^vbd+vpub++xvbnx+=announced.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
is ^vbz+bez+vrb++=is
to ^in++++=to
touch ^nn++++=touch
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
is ^vbz+bez+vrb++=is
to ^in++++=to
walk ^nn++++=walk
upon ^in++++=upon
the ^ati++++=the
road ^nn++++=road."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Naturally ^rb+cnj+++=Naturally,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
when ^wrb+who+++=when
Mara ^np+++??+=Mara
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
boy ^nn++++=boy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
far ^rb+pl+++=far
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
white ^jj+atrb+++=white
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
half ^rb++++=half
a ^at++++=a
mile ^nn++++=mile
from ^in++++=from
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
a ^at++++=a
red ^jj+atrb+++=red
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
facing ^vbg+++xvbgx+=facing
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
hands ^nns++++=hands
tightened ^vbd+++xvbn+=tightened
around ^rp++++=around
the ^ati++++=the
iron ^nn++++=iron
railing ^nn+nom+++=railing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
coat ^nn++++=coat
was ^vbd+bedz+vrb++=was
too ^ql++++=too
large ^jj++++=large
for ^in++++=for
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
sleeves ^nns++++=sleeves
hung ^vbd+++xvbn+=hung
over ^in++++=over
his ^pp$+pp3+++=his
wrists ^nns++++=wrists,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^pn++++=one
of ^in++++=of
its ^pp$+it+++=its
brass ^nn++++=brass
buttons ^nns++++=buttons
was ^vbd+bedz+aux++=was
missing ^vbg+++xvbgx+=missing.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv++xvbnx+=knew
that ^tht+vcmp+++=that
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
sewn ^vprf+++xvbn+=sewn
the ^ati++++=the
tear ^nn++++=tear
beneath ^rb++++=beneath
its ^pp$+it+++=its
left ^jj+atrb++xvbn+=left
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
watched ^vprf+++xvbnx+=watched
it ^pp3+it+++=it
disappear ^vb+seem+++=disappear
beneath ^in+pl+++=beneath
a ^at++++=a
winter ^nn++++=winter
wave ^nn++++=wave
eleven ^cd++++=eleven
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
" ^zz++++="Jonas,"
jonas ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
Beside ^in+pl+++=Beside
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Tallow ^np+++??+=Tallow
continued ^vbd+++xvbn+=continued
talking ^vbg+++xvbg+=talking,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
words ^nns++++=words
faded ^vbd+++xvbn+=faded
into ^in++++=into
a ^at++++=a
dull ^jj+atrb+++=dull
murmur ^nn++++=murmur.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
turned ^vbd+++xvbn+=turned.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
at ^rb++++=at
that ^dt+dem+++=that
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
recognized ^vbd+vprv++xvbnx+=recognized
the ^ati++++=the
way ^nn++++=way
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
right ^jj+atrb+++=right
foot ^nn++++=foot
angled ^jj++++=angled
outward ^jjb++++=outward.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
raised ^vbd+++xvbnx+=raised
one ^cd1++++=one
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
climbed ^vbd+++xvbn+=climbed
over ^in++++=over
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
Someone ^pn++++=Someone
shouted ^vbd+vpub++xvbn+=shouted
after ^in++++=after
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Boots ^nns++++=Boots
struck ^vbd+++xvbn+=struck
