On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
the ^ati++++=the
bell ^nn++++=bell,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Vale ^nn++++=Vale
was ^vbd+bedz+aux++=was
repairing ^vbg+++xvbgx+=repairing
a ^at++++=a
clock ^nn++++=clock
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
never ^rb++splt++=never
once ^rb+tm+++=once
told ^vbd+vpub++xvbn+=told
the ^ati++++=the
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
handsome ^jj+atrb+++=handsome
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
of ^in++++=of
dark ^jj+atrb+++=dark
walnut ^nn++++=walnut,
, ^zz++++=EXTRAWORD
with ^in++++=with
brass ^nn++++=brass
hands ^nns++++=hands
and ^cc++++=and
a ^at++++=a
painted ^jj+++xvbn+=painted
moon ^np++++=moon
that ^tht+rel+++=that
rose ^nn+++xvbn+=rose
and ^cc++++=and
set ^nn+++xvbn+=set
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little
window ^nn++++=window
above ^in+pl+++=above
the ^ati++++=the
dial ^nn++++=dial.
. ^zz++++=EXTRAWORD
According ^in+cmpx+++=According
to ^in"++++=to
its ^pp$+it+++=its
owner ^nn++++=owner,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clock ^nn++++=clock
had ^vbd+hvd+aux++=had
belonged ^vprf+++xvbnx+=belonged
to ^in++++=to
his ^pp$+pp3+++=his
grandfather ^nn+nom+++=grandfather
and ^cc++++=and
had ^vb+hv+aux++=had
always ^rb++splt++=always
run ^vprf+++xvbnx+=run
seven ^cd++++=seven
minutes ^nns++++=minutes
slow ^jj++++=slow.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
grandfather ^nn+nom+++=grandfather
said ^vbd+vpub++xvbn+=said
those ^dt+dem+++=those
seven ^cd++++=seven
minutes ^nns++++=minutes
saved ^vwbn+++xvbn+=saved
his ^pp$+pp3+++=his
life ^nn++++=life,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell
had ^vbd+hvd+aux++=had
explained ^vprf+++xvbnx+=explained.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
missed ^vbd+++xvbnx+=missed
a ^at++++=a
train ^nn++++=train
because ^cs+cos+++=because
of ^in"++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
train ^nn++++=train
went ^vbd+++xvbn+=went
off ^in+pl+++=off
a ^at++++=a
bridge ^nn++++=bridge."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
many ^ap++++=many
stories ^nns++++=stories
like ^in++++=like
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
In ^in++++=In
Bellwether ^np+nom++??+=Bellwether,
, ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
old ^jj++++=old
was ^vbd+bedz+aux++=was
permitted ^vpsv++agls+xvbnx+=permitted
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
merely ^rb+down+splt++=merely
broken ^vpsv++agls+xvbnx+=broken.
. ^zz++++=EXTRAWORD
A ^at++++=A
cracked ^jj+atrb++xvbn+=cracked
mirror ^nn++++=mirror
had ^vbd+hvd+aux++=had
frightened ^vprf+++xvbnx+=frightened
away ^rp+pl+++=away
a ^at++++=a
burglar ^nn+++??+=burglar.
. ^zz++++=EXTRAWORD
A ^at++++=A
chair ^nn++++=chair
with ^in++++=with
one ^cd1++++=one
short ^jj+atrb+++=short
leg ^nn++++=leg
had ^vbd+hvd+aux++=had
rocked ^vprf+++xvbnx+=rocked
by ^in++++=by
itself ^ppl++++=itself
the ^ati++++=the
night ^nn++++=night
its ^pp$+it+++=its
owner ^nn++++=owner
died ^vbd+++xvbn+=died.
. ^zz++++=EXTRAWORD
A ^at++++=A
kettle ^nn++++=kettle
that ^tht+rel+subj++=that
whistled ^vbd+++xvbn+=whistled
only ^rb+down+++=only
in ^in++++=in
winter ^nn++++=winter
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
predicted ^vprf+++xvbnx+=predicted
a ^at++++=a
blizzard ^nn++++=blizzard.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
did ^vbd+dod+aux++=did
not ^xnot++not++=not
believe ^vb+vprv+++=believe
these ^dt+dem+++=these
stories ^nns++++=stories,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
never ^rb++++=never
contradicted ^vbd+++xvbn+=contradicted
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
People ^nns++++=People
brought ^vbd+++xvbn+=brought
her ^pp$+pp3+++=her
clocks ^nns++++=clocks
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
trusted ^vbd+++xvbnx+=trusted
someone ^pn++++=someone
who ^whp+who+++=who
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
workshop ^nn++++=workshop
stood ^vbd+++xvbn+=stood
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
Salt ^jj+atrb+++=Salt
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
town ^nn++++=town
sloped ^vbd+++xvbn+=sloped
toward ^in++++=toward
gray ^np++++=gray
cliffs ^np++++=cliffs
and ^cc++++=and
a ^at++++=a
colder ^jjr++++=colder
gray ^np++++=gray
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sign ^nn++++=sign
above ^jjb++++=above
her ^pp$+pp3+++=her
door ^nn++++=door
read ^vbd+vprv++xvbn+=read:
: ^zz++++=EXTRAWORD
Mara ^np+++??+=MARA
Vale ^nn++++=VALE
Clocks ^nns++++=CLOCKS
Repaired ^vbd+++xvbn+=REPAIRED
Time ^nn++++=TIME
Restored ^vwbn+++xvbn+=RESTORED
When ^wrb+who+++=WHEN
Possible ^jj++++=POSSIBLE
The ^ati++++=The
final ^jj++++=final
two ^cd++++=two
words ^nns++++=words
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
painted ^vpsv++by+xvbnx+=painted
by ^in++++=by
her ^pp3o+pp3+++=her
father ^npt++++=father.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
taught ^vprf+++xvbnx+=taught
her ^pp$+pp3+++=her
how ^wrb+who+++=how
to ^in++++=to
polish ^jj+atrb+++=polish
pivots ^nns+++??+=pivots,
, ^zz++++=EXTRAWORD
replace ^vb++++=replace
mainsprings ^nns+++??+=mainsprings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
listen ^vb++++=listen
for ^in++++=for
a ^at++++=a
damaged ^jj+atrb++xvbn+=damaged
tooth ^nn++++=tooth
in ^in++++=in
a ^at++++=a
gear ^nn++++=gear.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
also ^rb++splt++=also
taught ^vprf+++xvbnx+=taught
her ^pp$+pp3+++=her
that ^cs+sub+++=that
clocks ^vbz++++=clocks
lied ^vbd+++xvbn+=lied
in ^in++++=in
different ^jj+atrb+++=different
ways ^nns++++=ways.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
hurried ^jj+++xvbn+=hurried.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
delayed ^jj+++xvbn+=delayed.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
stopped ^jj+++xvbn+=stopped
at ^rb++++=at
moments ^nns+nom+++=moments
that ^tht+rel+subj++=that
mattered ^vbd+++xvbn+=mattered
and ^cc+phrs+++=and
forced ^vbd+++xvbn+=forced
people ^nns++++=people
to ^to++++=to
remember ^nn+nom+++=remember
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father's
's ^$++++=EXTRAWORD
own ^ap++++=own
watch ^vb++++=watch
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
eighteen ^cd++++=eighteen
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
at ^rb++++=at
2:17 ^cd++++=2:17
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
his ^pp$+pp3+++=his
boat ^nn++++=boat
disappeared ^vbd+seem++xvbn+=disappeared
beyond ^in++++=beyond
the ^ati++++=the
reef ^nn++++=reef.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
kept ^vbd+++xvbn+=kept
it ^pp3+it+++=it
locked ^vbd+++xvbn+=locked
in ^in++++=in
the ^ati++++=the
bottom ^jjb+atrb+++=bottom
drawer ^nn++++=drawer
of ^in++++=of
her ^pp$+pp3+++=her
workbench ^nn+++??+=workbench.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
fitting ^vbg+++xvbgx+=fitting
the ^ati++++=the
walnut ^nn++++=walnut
clock ^nn++++=clock's
's ^$++++=EXTRAWORD
escape ^vb++++=escape
wheel ^vb++++=wheel
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
people ^nns++++=people
shouting ^vwbg+vpub++xvbg+=shouting
in ^in++++=in
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
she ^pp3a+pp3+++=she
ignored ^vbd+++xvbnx+=ignored
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Bellwether ^np+nom++??+=Bellwether
people ^nns++++=people
shouted ^vbd+vpub++xvbn+=shouted
for ^in++++=for
many ^ap++++=many
reasons ^nns++++=reasons:
: ^zz++++=EXTRAWORD
storms ^nns++++=storms,
, ^zz++++=EXTRAWORD
bargains ^nns++++=bargains,
, ^zz++++=EXTRAWORD
weddings ^nns++++=weddings,
, ^zz++++=EXTRAWORD
fish ^nns++++=fish.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
voices ^nns++++=voices
multiplied ^vwbn+++xvbn+=multiplied,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
chapel ^nn++++=chapel
bell ^nn++++=bell
began ^vbd+++xvbn+=began
ringing ^vbg+++xvbg+=ringing
uphill ^jjb++++=uphill.
. ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
froze ^vbd+++xvbn+=froze.
. ^zz++++=EXTRAWORD
The ^ati++++=The
chapel ^nn++++=chapel
bell ^nn++++=bell
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
silent ^jj++++=silent
for ^in++++=for
nearly ^rb+down+++=nearly
thirty ^cd++++=thirty
years ^nns++++=years.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
set ^vbd+++xvbnx+=set
down ^rb+phrv+++=down
her ^pp3o+pp3+++=her
tools ^nns++++=tools
and ^cc++++=and
went ^vbd+++xvbn+=went
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
town ^nn++++=town
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
running ^vbg+++xvbgx+=running
toward ^in++++=toward
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
Bakers ^nns++++=Bakers
came ^vbd+++xvbn+=came
dusted ^vbd+++xvbn+=dusted
in ^in++++=in
flour ^nn++++=flour.
. ^zz++++=EXTRAWORD
