On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
the ^ati++++=the
sea ^nn++++=sea
forgot ^vbd+vprv++xvbn+=forgot
the ^ati++++=the
moon ^nn++++=moon,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Venn ^np+++??+=Venn
found ^vbd+vprv++xvbn+=found
a ^at++++=a
silver ^nn++++=silver
fish ^nns++++=fish
in ^in++++=in
her ^pp$+pp3+++=her
kitchen ^nn++++=kitchen
sink ^nn++++=sink.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
longer ^rbr++++=longer
than ^in++++=than
her ^pp$+pp3+++=her
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
with ^in++++=with
delicate ^jj+atrb+++=delicate
fins ^nns++++=fins
and ^cc++++=and
scales ^nns++++=scales
that ^tht+rel+subj++=that
shone ^vbd+++xvbn+=shone
like ^in++++=like
coins ^nns++++=coins
at ^in++++=at
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
a ^at++++=a
well ^rb++++=well.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
lay ^vbd+++xvbn+=lay
perfectly ^rb+amp+++=perfectly
still ^rb++++=still
beneath ^in+pl+++=beneath
the ^ati++++=the
dripping ^jj+atrb++xvbg+=dripping
tap ^nn++++=tap.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Mara ^np+++??+=Mara
leaned ^vbd+++xvbn+=leaned
closer ^rbr++++=closer,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
black ^jj+atrb+++=black
eye ^nn++++=eye
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Please,"
please ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
fish ^nn++++=fish,
, ^zz++++=EXTRAWORD
" ^zz++++="put
put ^vbd+++xvbn+=EXTRAWORD
me ^pp1o+pp1+++=me
back ^jjb++++=back."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
did ^vbd+dod+aux++=did
not ^xnot++not++=not
scream ^vb++++=scream.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
lived ^vprf+++xvbnx+=lived
alone ^rb++++=alone
for ^in++++=for
eleven ^cd++++=eleven
years ^nns++++=years
in ^in++++=in
a ^at++++=a
house ^nn++++=house
full ^jj++++=full
of ^in++++=of
settling ^xvbg+++xvbg+=settling
beams ^nns++++=beams,
, ^zz++++=EXTRAWORD
rattling ^jj+atrb+++=rattling
pipes ^nns++++=pipes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mice ^nns++++=mice
that ^tht+rel+subj++=that
scratched ^vbd+++xvbn+=scratched
behind ^in+pl+++=behind
the ^ati++++=the
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
A ^at++++=A
talking ^jj+atrb++xvbg+=talking
fish ^nns++++=fish
seemed ^vbd+seem++xvbn+=seemed
only ^rb+down+++=only
one ^cd1++++=one
more ^rbr++++=more
thing ^nn++++=thing
in ^in++++=in
need ^in"++++=need
of ^in"++++=of
repair ^nn++++=repair.
. ^zz++++=EXTRAWORD
" ^zz++++="Back
back ^jjb++++=EXTRAWORD
where ^wrb+who+++=where?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sea ^nn++++=sea."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sea ^nn++++=sea
is ^vbz+bez+vrb++=is
half ^abn++++=half
a ^at++++=a
mile ^nn++++=mile
away ^rp+pl+++=away."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
how ^wrb+who+++=how
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
get ^vb++++=get
into ^in+ppvb+++=into
my ^pp$+pp1+++=my
sink ^nn++++=sink?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
fish ^nns++++=fish
opened ^vbd+++xvbn+=opened
and ^cc+phrs+++=and
closed ^vbd+++xvbn+=closed
its ^pp$+it+++=its
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
tide ^nn++++=tide
took ^vbd+++xvbn+=took
a ^at++++=a
wrong ^jj+atrb+++=wrong
turn ^nn++++=turn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
considered ^vwbn+vprv+tht0+xvbn+=considered
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
the ^ati++++=the
village ^nn+nom+++=village
of ^in++++=of
Bellwether ^np+nom++??+=Bellwether
was ^vbd+bedz+aux++=was
waking ^vbg+++xvbgx+=waking
beneath ^in+pl+++=beneath
a ^at++++=a
colorless ^jj+atrb+++=colorless
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Chimneys ^nns++++=Chimneys
exhaled ^vbd+++xvbn+=exhaled
thin ^jj+atrb+++=thin
ribbons ^nns++++=ribbons
of ^in++++=of
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
Doors ^nns++++=Doors
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
Carts ^np+++??+=Carts
creaked ^vbd+++xvbn+=creaked
toward ^in++++=toward
the ^ati++++=the
market ^nn++++=market
square ^nn++++=square.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
appeared ^vbd+seem++xvbn+=appeared
ordinary ^jj++++=ordinary,
, ^zz++++=EXTRAWORD
except ^cs+sub+++=except
that ^cs"++++=that
the ^ati++++=the
gulls ^nns++++=gulls
were ^vbd+bed+vrb++=were
silent ^jj+pred+++=silent.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
blue ^jj+atrb+++=blue
ceramic ^jj+atrb+++=ceramic
bowl ^nn++++=bowl,
, ^zz++++=EXTRAWORD
filled ^j+++xvbn+=filled
it ^pp3+it+++=it
with ^in++++=with
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
carried ^vbd+++xvbn+=carried
the ^ati++++=the
fish ^nns++++=fish
down ^rp++++=down
the ^ati++++=the
hill ^nn++++=hill.
. ^zz++++=EXTRAWORD
Bellwether ^np+nom++??+=Bellwether
stood ^vbd+++xvbn+=stood
on ^in++++=on
a ^at++++=a
crescent ^npl++++=crescent
bay ^nn++++=bay
between ^in++++=between
two ^cd++++=two
black ^jj+atrb+++=black
cliffs ^nns++++=cliffs.
. ^zz++++=EXTRAWORD
Generations ^nns+nom+++=Generations
of ^in++++=of
storms ^nns++++=storms
had ^vb+hv+vrb++=had
polished ^jj++++=polished
its ^pp$+it+++=its
houses ^nns++++=houses
and ^cc++++=and
whitened ^jj++++=whitened
its ^pp$+it+++=its
streets ^nns++++=streets
with ^in++++=with
salt ^nn++++=salt.
. ^zz++++=EXTRAWORD
The ^ati++++=The
villagers ^nns+nom+++=villagers
were ^vbd+bed+aux++=were
accustomed ^vpsv++agls+xvbnx+=accustomed
to ^in++++=to
impossible ^jj+atrb+++=impossible
weather ^nn++++=weather.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
rain ^nn++++=rain
fall ^nn++++=fall
upward ^jjb++++=upward,
, ^zz++++=EXTRAWORD
lightning ^nn++++=lightning
trapped ^vbd+++xvbn+=trapped
inside ^jjb+atrb+++=inside
bottles ^nns++++=bottles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
fog ^nn++++=fog
that ^tht+rel+++=that
whispered ^jj+++xvbn+=whispered
the ^ati++++=the
names ^nns++++=names
of ^in++++=of
the ^ati++++=the
dead ^nn++++=dead.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
respected ^vbd+++xvbnx+=respected
such ^abl++++=such
events ^nns++++=events,
, ^zz++++=EXTRAWORD
wrote ^j+++xvbn+=wrote
them ^pp3o+pp3+++=them
into ^in++++=into
the ^ati++++=the
parish ^nn++++=parish
ledger ^np++++=ledger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
continued ^vbd+++xvbn+=continued
working ^jj+++xvbg+=working.
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^nn++++=sea
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stopped ^vbd+++xvbn+=stopped
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
Anchor ^nn++++=Anchor
Street ^nn++++=Street.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
harbor ^nn++++=harbor
wall ^nn++++=wall
lay ^vbd+++xvbn+=lay
a ^at++++=a
vast ^jj+atrb+++=vast
plain ^nn++++=plain
of ^in++++=of
wet ^jj+atrb+++=wet
sand ^nn++++=sand
stretching ^vwbg+++xvbg+=stretching
to ^in++++=to
the ^ati++++=the
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
Ships ^nns++++=Ships
rested ^vbd+++xvbn+=rested
on ^in++++=on
their ^pp$+pp3+++=their
sides ^nns++++=sides.
. ^zz++++=EXTRAWORD
Nets ^nns++++=Nets
sagged ^vbd+++xvbn+=sagged
between ^in++++=between
stranded ^jj+atrb+++=stranded
buoys ^nns+++??+=buoys.
. ^zz++++=EXTRAWORD
Fish ^nns++++=Fish
flapped ^vbd+++xvbn+=flapped
in ^in++++=in
silver ^nn++++=silver
crowds ^nns++++=crowds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
crabs ^vbz+++??+=crabs
hurried ^vprf+++xvbn+=hurried
beneath ^in+pl+++=beneath
rocks ^nns++++=rocks,
, ^zz++++=EXTRAWORD
offended ^xvbn+++xvbn+=offended
by ^in++++=by
the ^ati++++=the
sudden ^jj+atrb+++=sudden
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
Hundreds ^cds++++=Hundreds
of ^in++++=of
villagers ^nns+nom+++=villagers
stood ^vbd+++xvbn+=stood
along ^in++++=along
the ^ati++++=the
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Harker ^np++++=Harker,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
sailed ^vprf+++xvbnx+=sailed
for ^in++++=for
forty ^cd++++=forty
years ^nns++++=years,
, ^zz++++=EXTRAWORD
gripped ^j+++xvbn+=gripped
the ^ati++++=the
harbor ^nn++++=harbor
rail ^nn++++=rail
with ^in++++=with
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="Lowest
lowest ^jjt++++=EXTRAWORD
tide ^vb++++=tide
I ^pp1a+pp1+++=I
ever ^rb++++=ever
saw ^vbd+vprv++xvbn+=saw."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
water ^nn++++=water
at ^rb++++=at
all ^abn++++=all,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
baker ^nn++++=baker.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+aux++0=EXTRAWORD
what ^wdt+who+++=what
makes ^vbz++++=makes
