# ^zz++++=#
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Roads ^nns++++=Roads
On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
the ^ati++++=the
road ^npl++++=road
vanished ^vbd+++xvbn+=vanished,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Vale ^nn++++=Vale
was ^vbd+bedz+aux++=was
painting ^vbg+++xvbgx+=painting
a ^at++++=a
blue ^jj+atrb+++=blue
line ^nn++++=line
across ^in+pl+++=across
a ^at++++=a
map ^nn++++=map
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather
County ^nn++++=County.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
worked ^vbd+++xvbnx+=worked
in ^in++++=in
a ^at++++=a
narrow ^jj+atrb+++=narrow
room ^nn++++=room
above ^in+pl+++=above
the ^ati++++=the
post ^nn++++=post
office ^nn++++=office,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
walls ^nns++++=walls
were ^vbd+bed+aux++=were
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
maps ^nns++++=maps
from ^in++++=from
every ^at++++=every
decade ^nn++++=decade
of ^in++++=of
the ^ati++++=the
past ^jjb+atrb+++=past
century ^nn++++=century.
. ^zz++++=EXTRAWORD
Roads ^npl++++=Roads
crossed ^vbd+++xvbn+=crossed
those ^dt+dem+++=those
yellowing ^jj+atrb++xvbg+=yellowing
sheets ^nns++++=sheets
like ^in++++=like
veins ^nns++++=veins:
: ^zz++++=EXTRAWORD
highways ^nns++++=highways
in ^in++++=in
red ^jj++++=red,
, ^zz++++=EXTRAWORD
lanes ^nns++++=lanes
in ^in++++=in
black ^nn++++=black,
, ^zz++++=EXTRAWORD
rivers ^nns++++=rivers
and ^cc++++=and
footpaths ^nns++++=footpaths
in ^in++++=in
blue ^nn++++=blue.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
maps ^nns++++=maps
showed ^vbd+vprv++xvbn+=showed
villages ^nns+nom+++=villages
that ^tht+rel+obj++=that
no ^at++++=no
longer ^rbr++++=longer
existed ^vbd+++xvbn+=existed.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
showed ^jj+atrb++xvbn+=showed
forests ^nns++++=forests
now ^rn+tm+++=now
buried ^jj+++xvbn+=buried
beneath ^in+pl+++=beneath
shopping ^xvbg+++xvbg+=shopping
centers ^nns+nom+++=centers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
railways ^nns++++=railways
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
hedges ^nns++++=hedges
or ^cc++++=or
walking ^jj+atrb++xvbg+=walking
trails ^nns++++=trails.
. ^zz++++=EXTRAWORD
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
official ^jj+atrb+++=official
title ^nn++++=title
was ^vbd+bedz+vrb++=was
County ^nn++++=County
Cartographer ^np+nom++??+=Cartographer,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
most ^ql+emph+++=most
people ^nns++++=people
believed ^vbd+vprv+tht0+xvbn+=believed
the ^ati++++=the
work ^nn++++=work
required ^vbd+++xvbn+=required
little ^ap++++=little
more ^rbr++++=more
than ^in++++=than
correcting ^xvbg+++xvbg+=correcting
street ^npl++++=street
names ^nns++++=names
and ^cc++++=and
approving ^vbg+++xvbg+=approving
survey ^nn++++=survey
lines ^nns++++=lines.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
often ^rb++++=often
the ^ati++++=the
county ^npl++++=county
changed ^vbd+++xvbn+=changed
when ^wrb+who+++=when
nobody ^pn++++=nobody
was ^vbd+bedz+aux++=was
looking ^vbg+++xvbgx+=looking.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
after ^in++++=after
