By ^in++++=By
the ^ati++++=the
time ^nn++++=time
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
the ^ati++++=the
first ^od++++=first
house ^npl++++=house,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Venn ^np+++??+=Venn
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
keeper ^nn++++=keeper
of ^in++++=of
the ^ati++++=the
lighthouse ^nn++++=lighthouse
for ^in++++=for
twenty ^cd++++=twenty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^npl++++=house
appeared ^vbd+seem++xvbn+=appeared
at ^rb++++=at
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
upright ^jj++++=upright
on ^in++++=on
the ^ati++++=the
gray ^np++++=gray
water ^nn++++=water
a ^at++++=a
mile ^nn++++=mile
from ^in++++=from
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
chimney ^nn++++=chimney
smoked ^vbd+++xvbn+=smoked.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
yellow ^jj+atrb+++=yellow
curtains ^nns++++=curtains
stirred ^vbd+++xvbn+=stirred
behind ^in+pl+++=behind
clean ^jj+atrb+++=clean
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
wind ^nn++++=wind
inside ^rp+pl+++=inside
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Waves ^nns++++=Waves
passed ^vbd+++xvbn+=passed
beneath ^rb++++=beneath
its ^pp$+it+++=its
brick ^nn++++=brick
foundations ^nns+nom+++=foundations
without ^in++++=without
breaking ^xvbg+++xvbg+=breaking,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
ocean ^nn++++=ocean
had ^vbd+hvd+aux++=had
forgotten ^vprf++tht0+xvbnx+=forgotten
the ^ati++++=the
house ^nn++++=house
was ^vbd+bedz+vrb++=was
solid ^jj+pred+++=solid.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
watched ^vbd+++xvbn+=watched
from ^in++++=from
the ^ati++++=the
lantern ^nn++++=lantern
room ^nn++++=room
while ^cs+sub+++=while
gulls ^nns++++=gulls
circled ^vbd+++xvbn+=circled
the ^ati++++=the
roof ^nn++++=roof
in ^in++++=in
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
house ^nn++++=house.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
in ^in++++=in
Bellweather ^np+nom++??+=Bellweather
would ^md+prd+++=would
know ^vb+vprv+tht0++=know
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
Juniper ^np+++??+=Juniper
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
with ^in++++=with
blue ^jj+atrb+++=blue
steps ^nns++++=steps
and ^cc++++=and
a ^at++++=a
brass ^nn++++=brass
knocker ^jjr++++=knocker
shaped ^jj+++xvbn+=shaped
like ^in++++=like
a ^at++++=a
fox ^nn++++=fox.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Vale ^np++++=Vale
had ^vbd+hvd+aux++=had
lived ^vprf+++xvbnx+=lived
there ^rn+pl+++=there
until ^cs+sub+++=until
the ^ati++++=the
Great ^nn++++=Great
Tide ^vb++++=Tide
swallowed ^vbd+++xvbn+=swallowed
the ^ati++++=the
eastern ^jj+atrb+++=eastern
half ^nn++++=half
of ^in++++=of
the ^ati++++=the
town ^nn++++=town
forty ^cd++++=forty-one
- ^zz++++=EXTRAWORD
one ^cd1++++=EXTRAWORD
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
nine ^cd++++=nine
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
still ^rb++++=still
remembered ^vbd+vprv++xvbn+=remembered
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Vale ^np++++=Vale
carrying ^vwbg+++xvbg+=carrying
a ^at++++=a
red ^jj+atrb+++=red
chair ^nn++++=chair
above ^rb++++=above
his ^pp$+pp3+++=his
head ^jjb++++=head
as ^in++++=as
the ^ati++++=the
water ^nn++++=water
reached ^vbd+++xvbn+=reached
his ^pp$+pp3+++=his
waist ^nn++++=waist.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Vale ^np++++=Vale
calling ^vwbg+++xvbg+=calling
for ^in++++=for
their ^pp$+pp3+++=their
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
Elsie ^np+++??+=Elsie.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
wave ^nn++++=wave
that ^tht+rel+subj++=that
came ^vbd+++xvbn+=came
between ^in+ppvb+++=between
one ^cd1++++=one
church ^nn++++=church-bell
- ^zz++++=EXTRAWORD
bell ^nn++++=EXTRAWORD
strike ^nn++++=strike
and ^cc++++=and
the ^ati++++=the
next ^ap++++=next,
, ^zz++++=EXTRAWORD
lifting ^nvbg+++xvbg+=lifting
houses ^nns++++=houses
from ^in++++=from
their ^pp$+pp3+++=their
foundations ^nns+nom+++=foundations
and ^cc++++=and
turning ^vbg+++xvbg+=turning
the ^ati++++=the
street ^nn++++=street
into ^in++++=into
a ^at++++=a
boiling ^jj+++xvbg+=boiling
river ^npl++++=river.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Vales ^nns++++=Vales
had ^vbd+hvd+aux++=had
drowned ^vprf+++xvbnx+=drowned.
. ^zz++++=EXTRAWORD
The ^ati++++=The
house ^npl++++=house
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
there ^rn+pl+++=there
it ^pp3+it+++=it
stood ^vbd+++xvbn+=stood,
, ^zz++++=EXTRAWORD
beyond ^in++++=beyond
the ^ati++++=the
reef ^nn++++=reef,
, ^zz++++=EXTRAWORD
with ^in++++=with
smoke ^nn++++=smoke
rising ^vwbg+++xvbg+=rising
from ^in++++=from
the ^ati++++=the
chimney ^nn++++=chimney
into ^in++++=into
the ^ati++++=the
pale ^jj+atrb+++=pale
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
lowered ^vbd+++xvbn+=lowered
the ^ati++++=the
telescope ^nn++++=telescope.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
lighthouse ^nn++++=lighthouse
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
something ^pn++++=something
scratched ^vbd+++xvbn+=scratched.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
Bracken ^nn++++=Bracken,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dead ^jj++++=dead
for ^in++++=for
twelve ^cd++++=twelve
winters ^nns+nom+++=winters,
, ^zz++++=EXTRAWORD
so ^ql++++=so
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
call ^vb++++=call
his ^pp$+pp3+++=his
name ^nn++++=name.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
waited ^vbd+++xvbnx+=waited.
. ^zz++++=EXTRAWORD
The ^ati++++=The
scratching ^xvbg+++xvbg+=scratching
came ^vbd+++xvbn+=came
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
the ^ati++++=the
unmistakable ^jj+atrb+++=unmistakable
thump ^nn++++=thump
of ^in++++=of
a ^at++++=a
tail ^nn++++=tail
against ^in++++=against
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
closed ^vbd+++xvbn+=closed
her ^pp3o+pp3+++=her
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
