The ^ati++++=The
Last ^rb++++=Last
Train ^nn++++=Train
to ^in++++=to
Bellweather ^np+nom++??+=Bellweather
At ^in++++=At
11:47 ^cd++++=11:47
each ^dt++++=each
night ^nn++++=night,
, ^zz++++=EXTRAWORD
the ^ati++++=the
last ^rb++++=last
train ^nn++++=train
passed ^vbd+++xvbn+=passed
through ^in++++=through
Bellweather ^np+nom++??+=Bellweather
Station ^nn+nom+++=Station
without ^in++++=without
stopping ^xvbg+++xvbg+=stopping.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
eastern ^jj+atrb+++=eastern
tunnel ^nn++++=tunnel
as ^in++++=as
a ^at++++=a
single ^jj+atrb+++=single
silver ^nn++++=silver
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
windows ^nns++++=windows
glowing ^vwbg+++xvbg+=glowing
amber ^jj++++=amber,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
wheels ^nns++++=wheels
making ^vwbg+++xvbg+=making
almost ^rb+hdg+++=almost
no ^at++++=no
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
slowed ^vbd+++xvbn+=slowed
as ^ql++++=as
it ^pp3+it+++=it
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
platform ^nn++++=platform,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
passenger ^nn+nom+++=passenger
ever ^rb++++=ever
stepped ^vbd+++xvbn+=stepped
down ^rp++++=down
and ^cc++++=and
no ^at++++=no
one ^cd1++++=one
waiting ^vbg+++xvbg+=waiting
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
ever ^rb++splt++=ever
permitted ^vpsv++agls+xvbnx+=permitted
to ^to+vcmp+++=to
board ^vb++++=board.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
it ^pp3+it+++=it
entered ^vbd+++xvbn+=entered
the ^ati++++=the
western ^jj+atrb+++=western
tunnel ^nn++++=tunnel
and ^cc++++=and
vanished ^vpsv++agls+xvbn+=vanished
beneath ^in+pl+++=beneath
the ^ati++++=the
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
By ^in++++=By
midnight ^nn++++=midnight,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rails ^nns++++=rails
were ^vbd+bed+vrb++=were
cold ^jj+pred+++=cold
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
people ^nns++++=people
in ^in++++=in
Bellweather ^np+nom++??+=Bellweather
ignored ^vwbn+++xvbn+=ignored
the ^ati++++=the
train ^nn++++=train.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
closed ^vbd+++xvbnx+=closed
their ^pp$+pp3+++=their
curtains ^nns++++=curtains
before ^cs+sub+++=before
it ^pp3+it+++=it
arrived ^vbd+++xvbn+=arrived
and ^cc+phrs+++=and
turned ^vbd+++xvbn+=turned
their ^pp$+pp3+++=their
clocks ^nns++++=clocks
toward ^in++++=toward
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
visitors ^nns++++=visitors
asked ^vbd+vsua++xvbn+=asked
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
the ^ati++++=the
townspeople ^nns++++=townspeople
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
mail ^nn++++=mail
train ^nn++++=train,
, ^zz++++=EXTRAWORD
an ^at++++=an
inspection ^nn+nom+++=inspection
train ^nn++++=train,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
trick ^nn++++=trick
of ^in++++=of
the ^ati++++=the
mountain ^nn++++=mountain
fog ^nn++++=fog.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
stationmaster ^nn+nom+++=stationmaster
watched ^vbd+++xvbn+=watched
it ^pp3+it+++=it
every ^at++++=every
night ^nn++++=night.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Elias ^np+++??+=Elias
Vale ^nn++++=Vale,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
kept ^vprf+++xvbnx+=kept
Bellweather ^np+nom++??+=Bellweather
Station ^nn+nom+++=Station
for ^in++++=for
forty ^cd++++=forty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
tall ^jj+atrb+++=tall,
, ^zz++++=EXTRAWORD
narrow ^jj+atrb+++=narrow
man ^nn++++=man
with ^in++++=with
white ^jj+atrb+++=white
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
careful ^jj+atrb+++=careful
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
limp ^nn++++=limp
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
acquired ^vprf+++xvbnx+=acquired
in ^in++++=in
a ^at++++=a
railway ^nn++++=railway
accident ^nn++++=accident
long ^rb++++=long
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
At ^rb++++=At
eleven ^cd++++=eleven
each ^dt++++=each
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
swept ^vbd+++xvbnx+=swept
the ^ati++++=the
platform ^nn++++=platform.
. ^zz++++=EXTRAWORD
At ^rb++++=At
eleven ^cd++++=eleven
thirty ^cd++++=thirty,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
lit ^vbd+++xvbnx+=lit
the ^ati++++=the
green ^jj+atrb+++=green
lamp ^nn++++=lamp
above ^in+pl+++=above
the ^ati++++=the
ticket ^nn++++=ticket
office ^nn++++=office.
. ^zz++++=EXTRAWORD
At ^rb++++=At
eleven ^cd++++=eleven
forty ^cd++++=forty-five,
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
beside ^in+pl+++=beside
the ^ati++++=the
yellow ^jj+atrb+++=yellow
line ^nn++++=line,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
off ^in+pl+++=off
his ^pp$+pp3+++=his
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
silver ^nn++++=silver
carriage ^nn+nom+++=carriage
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
looked ^vbd+++xvbn+=looked
through ^in++++=through
its ^pp$+it+++=its
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
nights ^nns++++=nights
he ^pp3a+pp3+++=he
saw ^vbd+vprv+tht0+xvbnx+=saw
nothing ^pn++++=nothing
but ^cc++++=but
empty ^jj+atrb+++=empty
seats ^nns++++=seats.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
nights ^nns++++=nights
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
strangers ^nns+nom+++=strangers.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
some ^dti++++=some
nights ^nns++++=nights
he ^pp3a+pp3+++=he
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
dead ^nn++++=dead.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
Bellweather ^np+nom++??+=Bellweather
had ^vb+hv+vrb++=had
enough ^qlp++++=enough
ghosts ^nns++++=ghosts
without ^in++++=without
anyone ^pn++++=anyone
naming ^nvbg+++xvbg+=naming
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
November ^nr+nom+++=November
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
a ^at++++=a
girl ^nn++++=girl
arrived ^vbd+++xvbn+=arrived
at ^rb++++=at
the ^ati++++=the
station ^nn+nom+++=station
carrying ^vwbg+++xvbg+=carrying
a ^at++++=a
red ^jj+atrb+++=red
suitcase ^nn++++=suitcase.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
could ^md+pos+++=could
not ^xnot++not++=not
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
more ^rbr++++=more
than ^in++++=than
twelve ^cd++++=twelve.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
dark ^jj+atrb+++=dark
coat ^nn++++=coat
was ^vbd+bedz+vrb++=was
too ^ql++++=too
large ^jj++++=large
for ^in++++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
sleeves ^nns++++=sleeves
covering ^vwbg+++xvbg+=covering
half ^abn++++=half
her ^pp3o+pp3+++=her
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
rain ^nn++++=rain
glittered ^vbd+++xvbn+=glittered
in ^in++++=in
her ^pp$+pp3+++=her
black ^jj+atrb+++=black
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
entered ^vbd+++xvbnx+=entered
the ^ati++++=the
waiting ^jj+atrb++xvbg+=waiting
room ^nn++++=room
at ^in++++=at
ten ^cd++++=ten
minutes ^nns++++=minutes
past ^jjb++++=past
eleven ^cd++++=eleven
and ^cc++++=and
placed ^vbd+++xvbn+=placed
the ^ati++++=the
suitcase ^nn++++=suitcase
carefully ^rb++++=carefully
between ^in++++=between
her ^pp$+pp3+++=her
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
ticket ^nn++++=ticket,
, ^zz++++=EXTRAWORD
please ^uh++++=please,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
looked ^vbd+++xvbn+=looked
up ^rp++++=up
from ^in++++=from
the ^ati++++=the
timetable ^nn++++=timetable
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
pretending ^vbg+++xvbgx+=pretending
to ^to+vcmp+++=to
read ^vbn+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
are ^vb+ber+vrb++=are
no ^at++++=no
more ^rbr++++=more
trains ^nns++++=trains
tonight ^nr+tm+++=tonight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
last ^ap++++=last
one ^cd1++++=one
comes ^vbz++++=comes
at ^in++++=at
11:47 ^cd++++=11:47."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
train ^nn++++=train
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
stop ^vb++++=stop."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
for ^in++++=for
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
voice ^nn++++=voice
was ^vbd+bedz+vrb++=was
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
uncertainty ^nn++++=uncertainty
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
removed ^vwbn+++xvbn+=removed
his ^pp$+pp3+++=his
spectacles ^nns++++=spectacles.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
your ^pp$+pp2+++=your
name ^nn++++=name?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mara."
mara ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mara
mara ^nn+++??+=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
Mara ^np+++??+=Mara."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
are ^vb+ber+vrb++=are
your ^pp$+pp2+++=your
parents ^nns++++=parents?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
girl ^nn++++=girl
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
dark ^jj+atrb+++=dark
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
crawled ^vprf+++xvbn+=crawled
down ^in++++=down
the ^ati++++=the
glass ^nn++++=glass
in ^in++++=in
crooked ^jj+atrb+++=crooked
lines ^nns++++=lines.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
mother ^nn++++=mother
is ^vbz+bez+vrb++=is
on ^in++++=on
the ^ati++++=the
train ^nn++++=train,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
felt ^vbd+vprv+tht0+xvbn+=felt
something ^pn++++=something
tighten ^vb++++=tighten
beneath ^in+pl+++=beneath
his ^pp$+pp3+++=his
ribs ^nns++++=ribs.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
folded ^vbd+++xvbnx+=folded
the ^ati++++=the
timetable ^nn++++=timetable
and ^cc++++=and
set ^nn+++xvbn+=set
it ^pp3+it+++=it
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
told ^vbd+vpub+tht0+xvbn+=told
you ^pp2+pp2+++=you
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
saw ^vbd+vprv+tht0+xvbnx+=saw
her ^pp$+pp3+++=her
last ^rb++++=last
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+vrb++=were
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Across
across ^in+pl+++=EXTRAWORD
the ^ati++++=the
street ^nn++++=street."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
station ^npl+nom+++=station
stood ^vbd+++xvbn+=stood
at ^rb++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
town ^nn++++=town,
, ^zz++++=EXTRAWORD
opposite ^jj++++=opposite
a ^at++++=a
shuttered ^jj+atrb+++=shuttered
bakery ^nn++++=bakery
and ^cc++++=and
an ^at++++=an
abandoned ^jj+++xvbn+=abandoned
hotel ^npl++++=hotel.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
remembered ^vwbn+vprv++xvbn+=remembered
seeing ^vbg+vprv++xvbg+=seeing
a ^at++++=a
small ^jj+atrb+++=small
shadow ^nn++++=shadow
beneath ^in+pl+++=beneath
the ^ati++++=the
hotel ^nn++++=hotel
