O Henry,183
W W Jacobs,136
Guy De Maupassant,102
Jack London,94
Rudyard Kipling,84
Nathaniel Hawthorne,54
Mark Twain,49
Ambrose Bierce,45
Ts Arthur,43
William Dean Howells,43
Edgar Allan Poe,41
Charles Dickens,38
H P Lovecraft,38
Kate Chopin,37
Henry Van Dyke,31
Hh Munro Saki,31
Mary E Wilkins Freeman,31
Robert Barr,31
Hg Wells,29
Charlotte M Yonge,28
P G Wodehouse,27
L Frank Baum,26
Hans Christian Andersen,25
Jerome K Jerome,25
Katherine Mansfield,24
Bret Harte,23
Honore De Balzac,22
Lucy Maud Montgomery,22
Harriet Beecher Stowe,21
Henry Lawson,20
Arnold Bennett,19
Ralph Henry Barbour,19
Leo Tolstoy,15
Rabindranath Tagore,15
Arthur Quiller Couch,14
Melville Davisson Post,14
Washington Irving,14
Edna Ferber,13
Joseph Sheridan Le Fanu,13
Louisa May Alcott,13
Wc Morrow,13
Aleksandr I Kuprin,12
Algernon Blackwood,12
Herman Melville,12
James Joyce,12
Stewart Edward White,12
Ellis Parker Butler,11
Stephen Crane,11
Elia W Peattie,10
Mary Roberts Rinehart,10
Richard Connell,10
William Butler Yeats,10
Zane Grey,10
Andy Adams,9
Mr James,9
Rex Ellingwood Beach,9
Sherwood Anderson,9
Susan Glaspell,9
Bram Stoker,8
D H Lawrence,8
Edith Wharton,8
Frank Stockton,8
Maxim Gorky,8
Willa Cather,8
Frank Norris,7
George Gissing,7
Harriet Prescott Spofford,7
Oscar Wilde,7
Sarah Orne Jewett,7
Walter Mcroberts,7
Alexsander Pushkin,6
Alice Dunbar Nelson,6
Laura E Richards,6
Philip K Dick,6
Chimamanda Ngozi Adichie,5
Ethel M Dell,5
Franz Kafka,5
George Saunders,5
Jhumpa Lahiri,5
Nana Kwame Adjei-Brenyah,5
Paul Laurence Dunbar,5
Stephen Leacock,5
Achmed Abdullah,4
Aldous Huxley,4
Banjo Paterson,4
Beatrix Potter,4
Clara Dillingham Pierson,4
Richard Harding Davis,4
Richmal Crompton,4
Virginia Woolf,4
F Scott Fitzgerald,3
Gk Chesterton,3
Henry Cuyler Bunner,3
James Fenimore Cooper,3
Leonid Andreyev,3
Machado De Assis,3
Robert Louis Stevenson,3
Sir Arthur Conan Doyle,3
Thomas Bailey Aldrich,3
William Makepeace Thackeray,3
Albert F Blaisdell,2
Alexander Kielland,2
Anzia Yezierska,2
Charles W Chesnutt,2
Dorothy Parker,2
Edward Payson Roe,2
Fredric Brown,2
Fyodor Dostoevsky,2
Gertrude Atherton,2
Grace Macgowan Cooke,2
Kate Dickinson Sweetser,2
Kenneth Grahame,2
Kurt Vonnegut Jr,2
Mary Hallock Foote,2
Nikolai Vasilievich Gogol,2
Peter Christen Asbjornsen,2
Prosper Merimee,2
Ray Bradbury,2
Vsevolod Garshin,2
Alexandre Dumas,1
Amelia B Edwards,1
Anne Hollingsworth Wharton,1
Arabian Nights,1
Booth Tarkington,1
Carl Sandburg,1
Daniel Defoe,1
Dylan Thomas,1
E Nesbit,1
Eb White,1
Edward Bellamy,1
Edward Stratemeyer,1
Ef Benson,1
Elizabeth Stuart Phelps,1
Ernest Hemingway,1
Evan Hunter,1
Fitz James Obrien,1
Giovanni Boccaccio,1
Gustave Flaubert,1
Guy Wetmore Carryl,1
Harold M Sherman,1
Ivan Bunin,1
Ivan S Turgenev,1
James Baldwin,1
James Madison,1
James Okeefe,1
James Whitcomb Riley,1
Jonathan Swift,1
Julius Long,1
Kate Douglas Wiggin,1
Katherine Rickford,1
Lafcadio Hearn,1
Marcel Prevost,1
Margery Williams,1
Mary Shelley,1
Ring Lardner,1
Robert W Chambers,1
Ruth Mcenery Stuart,1
St Semyonov,1
Stacy Aumonier,1
Thomas Nelson Page,1
Tobias Wolff,1
Ts Eliot,1
Victor Hugo,1
W F Harvey,1
Wilkie Collins,1
William Darcy Haley,1
William Faulkner,1
William James Lampton,1
