# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Man ^nn++++=MAN
That ^tht+rel+subj++=THAT
Came ^vbd+++xvbn+=CAME
Home ^nr++++=HOME
After ^in++++=AFTER
His ^pp$+pp3+++=HIS
Funeral ^nn++++=FUNERAL
*an ^jj+atrb+++=*An
Extract ^nn++++=Extract
from ^in++++=from
the ^ati++++=the
Recollections ^nns+nom+++=Recollections
of ^in++++=of
the ^ati++++=the
Reverend ^npt++++=Reverend
Father ^npt++++=Father
Molloy ^np+++??+=Molloy,
, ^zz++++=EXTRAWORD
late ^jj++++=late
of ^in++++=of
Ballycarrick ^np+++??+=Ballycarrick
Parish* ^np+++??+=Parish*
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
honour ^nn++++=honour,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
ever ^rb++++=ever
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
dacent ^jj++++=dacent,
, ^zz++++=EXTRAWORD
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
unfortunate ^jj+atrb+++=unfortunate
man ^nn++++=man
born ^vwbn+++xvbn+=born
wid ^in++++=wid
a ^at++++=a
talent ^nn++++=talent
for ^in++++=for
gettin ^nn+++??+=gettin'
' ^zz++++=EXTRAWORD
into ^in++++=into
throuble ^jj++++=throuble
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
none ^pn++++=none
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
makin ^nn+++??+=makin',
', ^nn+++??+=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Jim ^np++++=Jim
Sulivan ^np+++??+=Sulivan
of ^in++++=of
Knockbrack ^np+++??+=Knockbrack;
; ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
if ^cs+cnd+++=if
ever ^rb++++=ever
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
woman ^nn++++=woman
that ^tht+rel+subj++=that
could ^md+pos+++=could
manufacture ^vb++++=manufacture
throuble ^jj++++=throuble
out ^rp+pl+++=out
of ^in++++=of
clear ^nn++++=clear
spring ^vb++++=spring
water ^nn++++=water,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
Nell ^np++++=Nell
Gorman ^np+++??+=Gorman,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
the ^ati++++=the
beauty ^nn++++=beauty
of ^in++++=of
three ^cd++++=three
parishes ^nns++++=parishes,
, ^zz++++=EXTRAWORD
no ^at++++=no
less ^rbr++++=less.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+vrb++=had
black ^jj+atrb+++=black
hair ^nn++++=hair
that ^tht+rel+subj++=that
would ^md+prd+++=would
shame ^vb++++=shame
a ^at++++=a
raven ^jj+++xvbn+=raven,
, ^zz++++=EXTRAWORD
two ^cd++++=two
cheeks ^nns++++=cheeks
like ^in++++=like
June ^nr++++=June
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
eyes ^nns++++=eyes
so ^rb+emph+++=so
bright ^jj++++=bright
a ^at++++=a
man ^nn++++=man
would ^md+prd+++=would
walk ^vb++++=walk
into ^in+ppvb+++=into
a ^at++++=a
bog ^nn++++=bog-hole
- ^zz++++=EXTRAWORD
hole ^nn++++=EXTRAWORD
lookin ^nn+++??+=lookin'
' ^zz++++=EXTRAWORD
at ^rb++++=at
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But,
, ^zz++++=EXTRAWORD
by ^in++++=by
my ^pp$+pp1+++=my
sowl ^nn+++??+=sowl,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
a ^at++++=a
timper ^jjr++++=timper
that ^dt+pdem+++=that
would ^md+prd+++=would
sour ^jj+atrb+++=sour
new ^jj+atrb+++=new
milk ^nn++++=milk
at ^in++++=at
twenty ^cd++++=twenty
yards ^nns++++=yards,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
a ^at++++=a
hand ^nn++++=hand
as ^in++++=as
ready ^nn++++=ready
as ^in++++=as
a ^at++++=a
blacksmith ^nn++++=blacksmith's
's ^$++++=EXTRAWORD
hammer ^nn++++=hammer.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
a ^at++++=a
jug ^nn++++=jug,
, ^zz++++=EXTRAWORD
skillet ^nn+nom+++=skillet,
, ^zz++++=EXTRAWORD
broom ^nn++++=broom,
, ^zz++++=EXTRAWORD
tongs ^nns+++??+=tongs,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
three ^cd++++=three-legged
- ^zz++++=EXTRAWORD
legged ^jj+atrb++xvbn+=EXTRAWORD
stool ^nn++++=stool
in ^in++++=in
the ^ati++++=the
house ^nn++++=house
but ^cc++++=but
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
laid ^vpsv++agls+xvbnx+=laid
across ^in+pl+++=across
Jim ^np++++=Jim's
's ^$++++=EXTRAWORD
head ^jjb++++=head
at ^in++++=at
one ^cd1++++=one
time ^nn++++=time
or ^cc++++=or
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Jim ^np++++=Jim
himself ^ppl+pp3+++=himself
was ^vbd+bedz+vrb++=was
as ^ql++++=as
mild ^jj++++=mild
as ^in++++=as
a ^at++++=a
wet ^jj+atrb+++=wet
Sunday ^nr++++=Sunday.
. ^zz++++=EXTRAWORD
" ^zz++++="Nell,
nell ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
darlin ^nn+++??+=darlin',"
'," ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++0=she'd
'd ^md+prd+aux++=EXTRAWORD
fling ^vb++++=fling
the ^ati++++=the
dish ^nn++++=dish-water
- ^zz++++=EXTRAWORD
water ^nn++++=EXTRAWORD
at ^in++++=at
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
" ^zz++++="sure,
sure ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
use ^nn++++=use
iv ^nn+++??+=iv
destroyin ^nn+++??+=destroyin'
' ^zz++++=EXTRAWORD
the ^ati++++=the
furniture ^nn++++=furniture?"
? ^zz++++=EXTRAWORD
