# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Lilac ^jj+atrb+++=Lilac
Bush ^nn++++=Bush
When ^wrb+who+++=When
Nikolai ^np+++??+=Nikolai
Yevgrafovich ^np+++??+=Yevgrafovich
Almazof ^np+++??+=Almazof
returned ^vbd+++xvbn+=returned
home ^nr++++=home,
, ^zz++++=EXTRAWORD
Vera ^np++++=Vera
knew ^vbd+vprv++xvbn+=knew
at ^rb++++=at
once ^rb"+tm+++=once
that ^cs+sub+++=that
some ^dti++++=some
misfortune ^nn++++=misfortune
had ^vbd+hvd+aux++=had
occurred ^vprf+++xvbnx+=occurred.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
ring ^vb++++=ring
twice ^rb+cnj+++=twice,
, ^zz++++=EXTRAWORD
as ^ql++++=as
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
custom ^nn++++=custom,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
call ^nn++++=call
to ^in++++=to
her ^pp$+pp3+++=her
from ^in++++=from
the ^ati++++=the
narrow ^jj+atrb+++=narrow
entrance ^nn+nom+++=entrance
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
in ^in++++=in
heavily ^rb+cnj+++=heavily,
, ^zz++++=EXTRAWORD
still ^rb++++=still
wearing ^vbg+++xvbg+=wearing
his ^pp$+pp3+++=his
military ^jj+atrb+++=military
overcoat ^nn++++=overcoat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
passed ^vpsv++agls+xvbn+=passed
through ^in++++=through
to ^in++++=to
the ^ati++++=the
sitting ^jj+++xvbg+=sitting-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
without ^in++++=without
removing ^xvbg+++xvbg+=removing
either ^dtx++++=either
his ^pp$+pp3+++=his
cap ^nn++++=cap
or ^cc++++=or
his ^pp$+pp3+++=his
sword ^nn++++=sword.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
portfolio ^nn++++=portfolio,
, ^zz++++=EXTRAWORD
swollen ^jj++++=swollen
with ^in++++=with
papers ^nns++++=papers,
