The ^ati++++=The
last ^jj+atrb+++=last
cloud ^nn++++=cloud
of ^in++++=of
dust ^nn++++=dust
had ^vb+hv+aux++=had
scarcely ^rb+down+splt++=scarcely
melted ^vprf+++xvbnx+=melted
into ^in++++=into
the ^ati++++=the
golden ^jj+atrb+++=golden
haze ^nn++++=haze
lying ^vwbg+++xvbg+=lying
over ^in++++=over
the ^ati++++=the
Gabilan ^np+++??+=Gabilan
Hills ^nns++++=Hills
when ^wrb+who+++=when
Violante ^np+++??+=Violante
Macgregor ^np++++=MacGregor
heard ^vbd+vprv++xvbn+=heard
the ^ati++++=the
riders ^nns++++=riders
returning ^vwbg+++xvbg+=returning.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
seated ^vpsv++agls+xvbnx+=seated
at ^rb++++=at
the ^ati++++=the
eastern ^jj+atrb+++=eastern
window ^nn++++=window
of ^in++++=of
the ^ati++++=the
hacienda ^nn+++??+=hacienda,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
purple ^jj+atrb+++=purple
wistaria ^nn++++=wistaria,
, ^zz++++=EXTRAWORD
prodigal ^jj++++=prodigal
of ^in++++=of
bloom ^nn++++=bloom,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
from ^in++++=from
the ^ati++++=the
tiled ^jj+atrb+++=tiled
court ^nn++++=court
and ^cc++++=and
hung ^vbd+++xvbn+=hung
its ^pp$+it+++=its
fragrant ^jj+atrb+++=fragrant
clusters ^nns+nom+++=clusters
about ^in++++=about
the ^ati++++=the
white ^jj++++=white-curtained
- ^zz++++=EXTRAWORD
curtained ^jj+atrb++xvbn+=EXTRAWORD
casement ^nn+nom+++=casement.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
her ^pp$+pp3+++=her
stretched ^vbd+++xvbn+=stretched
the ^ati++++=the
warm ^jj+atrb+++=warm,
, ^zz++++=EXTRAWORD
beneficent ^jj+atrb+++=beneficent
valley ^nn++++=valley:
: ^zz++++=EXTRAWORD
leagues ^nns++++=leagues
of ^in++++=of
tawny ^nn++++=tawny
pasture ^vb++++=pasture
broken ^vpsv++by+xvbn+=broken
by ^in++++=by
oak ^nn++++=oak
and ^cc++++=and
sycamore ^nn+++??+=sycamore;
; ^zz++++=EXTRAWORD
fields ^nns++++=fields
where ^wrb+who+++=where
the ^ati++++=the
wild ^jj+atrb+++=wild
poppies ^nns++++=poppies
burned ^vbd+++xvbn+=burned
like ^in++++=like
fallen ^vprf+++xvbn+=fallen
sunshine ^nn++++=sunshine;
; ^zz++++=EXTRAWORD
cattle ^nns++++=cattle
standing ^vwbg+++xvbg+=standing
knee ^nn++++=knee-deep
- ^zz++++=EXTRAWORD
deep ^jj++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
silver ^nn++++=silver
shallows ^nns++++=shallows
of ^in++++=of
the ^ati++++=the
creek ^nn++++=creek;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
farther ^rbr++++=farther
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blue ^jj+atrb+++=blue
mountains ^npl++++=mountains,
, ^zz++++=EXTRAWORD
tranquil ^jj++++=tranquil
as ^in++++=as
a ^at++++=a
promise ^nn++++=promise.
. ^zz++++=EXTRAWORD
In ^cs+sub+++=In
that ^cs"++++=that
hour ^nn++++=hour
the ^ati++++=the
whole ^jj+atrb+++=whole
ranch ^nn++++=ranch
seemed ^vbd+seem++xvbn+=seemed
incapable ^jj++++=incapable
of ^in++++=of
sorrow ^nn++++=sorrow.
. ^zz++++=EXTRAWORD
Violante ^np+++??+=Violante
leaned ^vbd+++xvbn+=leaned
through ^in++++=through
the ^ati++++=the
wistaria ^nn++++=wistaria
and ^cc++++=and
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
came ^vbd+++xvbn+=came
the ^ati++++=the
ringing ^nn++++=ringing
of ^in++++=of
bridles ^nns+++??+=bridles,
, ^zz++++=EXTRAWORD
the ^ati++++=the
soft ^jj+atrb+++=soft
thunder ^nn++++=thunder
of ^in++++=of
hoofs ^nns++++=hoofs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
gay ^jj+atrb+++=gay
halloo ^nn+++??+=halloo
of ^in++++=of
men ^nns++++=men
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
ridden ^vprf+++xvbnx+=ridden
far ^rb+pl+++=far
and ^cc++++=and
were ^vbd+bed+aux++=were
rejoiced ^vpsv++agls+xvbnx+=rejoiced
to ^to++++=to
see ^vbi+vprv+++=see
home ^nr++++=home.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
se ^&fw++++=se
or ^cc++++=or!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Alice ^np++++=Alice,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
young ^jj+atrb+++=young
maid ^nn++++=maid,
, ^zz++++=EXTRAWORD
running ^jj+++xvbg+=running
to ^in++++=to
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Violante ^np+++??+=Violante
smiled ^vbd+++xvbn+=smiled,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
smile ^nn++++=smile
changed ^vbd+++xvbn+=changed
her ^pp$+pp3+++=her
face ^nn++++=face
from ^in++++=from
beauty ^nn++++=beauty
into ^in++++=into
tenderness ^nns+nom+++=tenderness.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
