# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Undress ^nns+nom+++=UNDRESS
Uniform ^nn++++=UNIFORM
*oh ^nn+++??+=*Oh,
, ^zz++++=EXTRAWORD
drill ^nn++++=drill
the ^ati++++=the
old ^jj+atrb+++=old
soldier ^nn++++=soldier
by ^in++++=by
bugle ^nn+++??+=bugle
and ^cc++++=and
book,* ^nn+++??+=book,*
*he ^nn+++??+=*He'll
'll ^md+prd+++0=EXTRAWORD
measure ^vb++++=measure
the ^ati++++=the
road ^nn++++=road
and ^cc++++=and
consider ^nn+nom+++=consider
the ^ati++++=the
look;* ^nn+++??+=look;*
*but ^nn+++??+=*But
loose ^jj++++=loose
the ^ati++++=the
young ^jj+atrb+++=young
recruit ^nn++++=recruit
where ^wrb+who+++=where
the ^ati++++=the
night ^nn++++=night-rifles
- ^zz++++=EXTRAWORD
rifles ^nns++++=EXTRAWORD
play ^nn++++=play
* ^zz++++=*
*he ^nn+++??+=*He
has ^vbz+hvz+vrb++=has
not ^xnot++not++=not
learned ^jj+atrb++xvbn+=learned
danger ^nn++++=danger,
, ^zz++++=EXTRAWORD
so ^cs+sub+++=so
danger ^nn++++=danger
gives ^vbz++++=gives
way.* ^nn+++??+=way.*
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
after ^in++++=after
butterflies ^nns++++=butterflies
in ^in++++=in
the ^ati++++=the
low ^jj+atrb+++=low
scrub ^nn++++=scrub
beyond ^in++++=beyond
cantonments ^nns+nom+++=cantonments,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
Mulvaney ^np+++??+=Mulvaney
maintained ^vbd+vpub++xvbn+=maintained
that ^tht+vcmp+++=that
no ^at++++=no
reasonable ^jj+atrb+++=reasonable
insect ^nn++++=insect
would ^md+prd+++=would
expose ^vb++++=expose
itself ^ppl++++=itself
beneath ^rb++++=beneath
such ^abl++++=such
a ^at++++=a
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
carried ^vbd+++xvbnx+=carried
the ^ati++++=the
net ^jjb++++=net
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
a ^at++++=a
regimental ^jj+atrb+++=regimental
colour ^nn++++=colour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
used ^vbd+++xvbn+=used
it ^pp3+it+++=it
chiefly ^rb++++=chiefly
to ^to++++=to
threaten ^vbi++++=threaten
snakes ^nns++++=snakes.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
a ^at++++=a
blue ^jj++++=blue-and-copper
- ^zz++++=EXTRAWORD
