# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Silk ^nn++++=Silk
Umbrella ^nn++++=Umbrella
Mme ^npt++++=Mme.
. ^zz++++=EXTRAWORD
Oreille ^np+++??+=Oreille
was ^vbd+bedz+aux++=was
known ^vpsv++agls+xvbnx+=known
among ^in++++=among
her ^pp$+pp3+++=her
relations ^nns+nom+++=relations
for ^in++++=for
her ^pp$+pp3+++=her
economy ^nn++++=economy,
, ^zz++++=EXTRAWORD
among ^in++++=among
the ^ati++++=the
tradesmen ^nns++++=tradesmen
for ^in++++=for
her ^pp$+pp3+++=her
bargaining ^nn++++=bargaining,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
by ^in++++=by
her ^pp$+pp3+++=her
husband ^nn++++=husband
for ^in++++=for
a ^at++++=a
severity ^nn+nom+++=severity
in ^in++++=in
money ^nn++++=money
matters ^nns+nom+++=matters
which ^whp+rel+subj++=which
made ^vprf+++xvbn+=made
the ^ati++++=the
loss ^nn++++=loss
of ^in++++=of
a ^at++++=a
ten ^cd++++=ten-centime
- ^zz++++=EXTRAWORD
centime ^nn+++??+=EXTRAWORD
piece ^nn++++=piece
seem ^vb+seem+++=seem
like ^in++++=like
a ^at++++=a
family ^nn++++=family
bereavement ^nn+nom+++=bereavement.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
neat ^jj++++=neat,
, ^zz++++=EXTRAWORD
quick ^jj++++=quick,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dry ^jj++++=dry,
, ^zz++++=EXTRAWORD
with ^in++++=with
narrow ^jj+atrb+++=narrow
shoulders ^nns+nom+++=shoulders
and ^cc++++=and
a ^at++++=a
forehead ^nn++++=forehead
crossed ^vwbn+++xvbn+=crossed
by ^in++++=by
three ^cd++++=three
permanent ^jj+atrb+++=permanent
wrinkles ^nns++++=wrinkles.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
moved ^vbd+++xvbnx+=moved
with ^in++++=with
short ^jj+atrb+++=short,
, ^zz++++=EXTRAWORD
hurried ^jj+atrb++xvbn+=hurried
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
every ^at++++=every
minute ^nn++++=minute
spent ^vbd+++xvbn+=spent
walking ^vbg+++xvbg+=walking
cost ^nn++++=cost
her ^pp$+pp3+++=her
something ^pn++++=something.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
kept ^vbd+++xvbnx+=kept
the ^ati++++=the
household ^nn++++=household
accounts ^nns++++=accounts
in ^in++++=in
a ^at++++=a
black ^jj+atrb+++=black
notebook ^nn++++=notebook,
, ^zz++++=EXTRAWORD
washed ^xvbn+++xvbn+=washed
ribbons ^nns++++=ribbons
instead ^rb+cnj+++=instead
of ^in++++=of
replacing ^xvbg+++xvbg+=replacing
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
turned ^j+++xvbn+=turned
worn ^xvbn+++xvbn+=worn
collars ^nns++++=collars,
, ^zz++++=EXTRAWORD
saved ^xvbn+++xvbn+=saved
string ^nn++++=string,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
reproached ^vbd+++xvbn+=reproached
the ^ati++++=the
cook ^nn++++=cook
for ^in++++=for
peeling ^nn+nom+++=peeling
potatoes ^nns++++=potatoes
too ^rb++++=too
thickly ^rb++++=thickly.
. ^zz++++=EXTRAWORD
M ^zz++++=M.
. ^zz++++=EXTRAWORD
Oreille ^np+++??+=Oreille,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
a ^at++++=a
principal ^jjb+atrb+++=principal
clerk ^nn++++=clerk
in ^in++++=in
the ^ati++++=the
Ministry ^nn++++=Ministry
of ^in++++=of
Public ^jj+atrb+++=Public
Instruction ^nn+nom+++=Instruction,
, ^zz++++=EXTRAWORD
submitted ^j+++xvbn+=submitted
to ^in++++=to
this ^dt+dem+++=this
discipline ^nn++++=discipline.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned
that ^tht+vcmp+++=that
peace ^nn++++=peace
could ^md+pos+++=could
be ^vb+be+aux++=be
bought ^vpsv++agls+xvbnx+=bought
only ^rb+down+++=only
by ^in++++=by
buying ^xvbg+++xvbg+=buying
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
For ^in++++=For
two ^cd++++=two
years ^nns++++=years
he ^pp3a+pp3+++=he
carried ^vbd+++xvbnx+=carried
an ^at++++=an
umbrella ^nn++++=umbrella
which ^whp+rel+subj++=which
had ^vb+hv+vrb++=had
cost ^nn++++=cost
eight ^cd++++=eight
francs ^nns++++=francs
and ^cc++++=and
a ^at++++=a
half ^nn++++=half.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
bluish ^jj+atrb+++=bluish
cotton ^nn++++=cotton,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
faded ^jj+++xvbn+=faded
to ^in++++=to
the ^ati++++=the
color ^nn++++=color
of ^in++++=of
old ^jj+atrb+++=old
ashes ^nns++++=ashes.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
of ^in++++=of
its ^pp$+it+++=its
ribs ^nns++++=ribs
were ^vbd+bed+aux++=were
bent ^vpsv++agls+xvbnx+=bent;
; ^zz++++=EXTRAWORD
the ^ati++++=the
handle ^vb++++=handle
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
glued ^vpsv++agls+xvbnx+=glued
twice ^rb++++=twice;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cloth ^nn++++=cloth,
, ^zz++++=EXTRAWORD
shrinking ^vbg+++xvbg+=shrinking
between ^in++++=between
the ^ati++++=the
seams ^nns++++=seams,
, ^zz++++=EXTRAWORD
showed ^j+++xvbn+=showed
little ^ap++++=little
pale ^nn++++=pale
windows ^nns++++=windows
whenever ^nn+nom+++=whenever
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
held ^vpsv++agls+xvbnx+=held
against ^in++++=against
the ^ati++++=the
light ^nn++++=light.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
rain ^nn++++=rain
threatened ^vbd+++xvbn+=threatened,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
tucked ^vbd+++xvbnx+=tucked
this ^dt+dem+++=this
object ^nn++++=object
under ^in++++=under
his ^pp$+pp3+++=his
arm ^nn++++=arm
and ^cc++++=and
went ^vpsv++agls+xvbn+=went
to ^in++++=to
the ^ati++++=the
ministry ^nn++++=ministry.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
colleagues ^nns++++=colleagues
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
by ^in++++=by
smiling ^nn++++=smiling.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
they ^pp3a+pp3+++=they
made ^vbd+++xvbnx+=made
remarks ^nns++++=remarks.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
familiarity ^nn+nom+++=familiarity
having ^xvbg+++xvbg+=having
destroyed ^vprf+++xvbn+=destroyed
restraint ^nn++++=restraint,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
insulted ^vbd+++xvbnx+=insulted
the ^ati++++=the
umbrella ^nn++++=umbrella
openly ^rb++++=openly.
. ^zz++++=EXTRAWORD
" ^zz++++="Here
here ^rn+pl+++=EXTRAWORD
comes ^vbz++++=comes
Oreille ^np+++??+=Oreille
with ^in++++=with
his ^pp$+pp3+++=his
lightning ^nn++++=lightning
conductor ^nn++++=conductor."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
open ^vb++++=open
it ^pp3+it+++=it
indoors ^rn+pl+++=indoors,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^jj++++=dear
fellow ^jjb++++=fellow.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
may ^md+pos+++=may
fall ^vb++++=fall
out ^rp+pl+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+aux++=EXTRAWORD
it ^pp3+it+++=it
insured ^vbd+++xvbn+=insured?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
One ^cd1++++=One
young ^jj+atrb+++=young
clerk ^nn++++=clerk
offered ^vbd+++xvbn+=offered
him ^pp3o+pp3+++=him
five ^cd++++=five
francs ^nns++++=francs
for ^in++++=for
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
explaining ^vbg+vpub++xvbg+=explaining
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
donate ^vbi++++=donate
it ^pp3+it+++=it
to ^in++++=to
a ^at++++=a
provincial ^jj+atrb+++=provincial
museum ^nn++++=museum.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another,
, ^zz++++=EXTRAWORD
on ^in++++=on
a ^at++++=a
very ^ql+amp+++=very
wet ^jj+atrb+++=wet
day ^nn++++=day,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
a ^at++++=a
saucer ^nn++++=saucer
beneath ^in+pl+++=beneath
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
cloakroom ^nn+++??+=cloakroom,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
card ^nn++++=card
