# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Sharper ^np++++=SHARPER'S
's ^$++++=EXTRAWORD
Dividend ^nn++++=DIVIDEND
Steelman ^np+nom++??+=Steelman
and ^cc++++=and
Smith ^np++++=Smith
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
three ^cd++++=three
days ^nns++++=days
in ^in++++=in
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
dress ^nn++++=dress
and ^cc++++=and
character ^nn+nom+++=character
of ^in++++=of
two ^cd++++=two
bushmen ^jj+++xvbn+=bushmen
with ^in++++=with
money ^nn++++=money
to ^in++++=to
blue ^nn++++=blue
and ^cc++++=and
no ^at++++=no
experience ^nn+nom+++=experience
in ^in++++=in
bluing ^xvbg+++xvbg+=bluing
it ^pp3+it+++=it
properly ^rb++++=properly.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
clothes ^nns++++=clothes
were ^vbd+bed+vrb++=were
good ^jj+pred+++=good
enough ^dt++++=enough
for ^in++++=for
the ^ati++++=the
country ^nn++++=country
and ^cc++++=and
bad ^jj++++=bad
enough ^dt++++=enough
for ^in++++=for
town ^nn++++=town.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
wore ^vbd+++xvbn+=wore
a ^at++++=a
new ^jj+atrb+++=new
suit ^nn++++=suit
that ^tht+rel+subj++=that
appeared ^vprf+++xvbn+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+aux+xvbn+=been
made ^vpsv++agls+xvbnx+=made
for ^in+ppvb+++=for
a ^at++++=a
larger ^jjr+atrb+++=larger
man ^nn++++=man
in ^in++++=in
a ^at++++=a
different ^jj+atrb+++=different
temper ^nn++++=temper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Steelman ^np+nom++??+=Steelman
had ^vb+hv+vrb++=had
a ^at++++=a
wide ^jj+atrb+++=wide
grey ^np++++=grey
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
a ^at++++=a
red ^jj+atrb+++=red
neckerchief ^nn+++??+=neckerchief,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
boots ^nns++++=boots
whose ^whp+rel+subj++=whose
squeak ^vb++++=squeak
suggested ^vbd+vpub++xvbn+=suggested
prosperity ^nn+nom+++=prosperity
painfully ^rb++++=painfully
acquired ^jj+++xvbn+=acquired.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
talked ^vprf+++xvbnx+=talked
loudly ^rb++++=loudly
of ^in++++=of
sheds ^nns++++=sheds,
, ^zz++++=EXTRAWORD
cattle ^nns++++=cattle-camps,
- ^zz++++=EXTRAWORD
camps ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
long ^jj+atrb+++=long
cheques ^nns++++=cheques;
; ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
the ^ati++++=the
waiter ^nn++++=waiter
whether ^cs+who+++=whether
the ^ati++++=the
theatre ^nn++++=theatre
was ^vbd+bedz+vrb++=was
respectable ^jj+pred+++=respectable;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
regarded ^vprf+++xvbnx+=regarded
the ^ati++++=the
electric ^jj+atrb+++=electric
bells ^nns++++=bells
in ^in++++=in
the ^ati++++=the
hotel ^nn++++=hotel
with ^in++++=with
the ^ati++++=the
grave ^jj+atrb+++=grave
suspicion ^nn++++=suspicion
of ^in++++=of
men ^nns++++=men
who ^whp+rel+subj++=who
expected ^vbd+vprv++xvbn+=expected
machinery ^nn+nom+++=machinery
to ^to++++=to
go ^vbi++++=go
off ^in+strn+++=off.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
fourth ^od++++=fourth
afternoon ^nn++++=afternoon
Steelman ^np+nom++??+=Steelman
