At ^rb++++=At
five ^cd++++=five
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
sun ^nn++++=sun
descends ^vbz++++=descends
toward ^in++++=toward
the ^ati++++=the
Esterel ^np+++??+=Esterel
and ^cc++++=and
the ^ati++++=the
shadows ^nps++++=shadows
of ^in++++=of
the ^ati++++=the
palms ^nns++++=palms
lengthen ^vb++++=lengthen
across ^in+pl+++=across
the ^ati++++=the
promenade ^nn++++=promenade,
, ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
de ^&fw++++=de
Parville ^np+++??+=Parville
comes ^vbz++++=comes
down ^rb+phrv+++=down
to ^in+ppvb+++=to
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
walks ^nns++++=walks
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
careful ^jj+atrb+++=careful
grace ^nn++++=grace
of ^in++++=of
persons ^nns++++=persons
whose ^whp+rel+obj++=whose
strength ^nn++++=strength
must ^md+nec+++=must
be ^vb+be+aux++=be
counted ^vpsv++agls+xvbnx+=counted
and ^cc+phrs+++=and
distributed ^vpsv++agls+xvbn+=distributed
among ^in++++=among
the ^ati++++=the
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
A ^at++++=A
white ^jj+atrb+++=white
shawl ^nn++++=shawl
covers ^nns++++=covers
her ^pp3o+pp3+++=her
shoulders ^nns+nom+++=shoulders;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
hand ^nn++++=hand
gathers ^nns+nom+++=gathers
it ^pp3+it+++=it
against ^in++++=against
her ^pp$+pp3+++=her
breast ^nn++++=breast,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
other ^ap++++=other
trails ^nns++++=trails
along ^in++++=along
the ^ati++++=the
stone ^nn++++=stone
balustrade ^nn++++=balustrade.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
face ^nn++++=face
has ^vbz+hvz+vrb++=has
the ^ati++++=the
transparent ^jj+atrb+++=transparent
pallor ^nn++++=pallor
of ^in++++=of
wax ^nn++++=wax,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
upon ^in++++=upon
each ^dt++++=each
cheek ^nn++++=cheek
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^rb++++=a
little ^rb"++++=little
fixed ^jj+atrb++xvbn+=fixed
colour ^nn++++=colour,
, ^zz++++=EXTRAWORD
too ^ql++++=too
brilliant ^jj++++=brilliant
to ^to++++=to
be ^vbi++vrb++=be
natural ^jj+pred+++=natural.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
she ^pp3a+pp3+++=she
smiles ^nns++++=smiles.
. ^zz++++=EXTRAWORD
Before ^in++++=Before
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Mediterranean ^np+nom+++=Mediterranean
stretches ^vbz++++=stretches
immense ^jj++++=immense
and ^cc++++=and
blue ^nn++++=blue,
, ^zz++++=EXTRAWORD
a ^at++++=a
blue ^jj++++=blue
so ^ql+emph+++=so
pure ^jj++++=pure
that ^cs+sub+++=that
it ^pp3+it+++=it
seems ^vbz+seem+++=seems
not ^xnot++not++=not
a ^at++++=a
colour ^nn++++=colour
but ^cc++++=but
a ^at++++=a
happiness ^nns+nom+++=happiness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sails ^nns++++=sails
far ^rb+pl+++=far
out ^rp+pl+++=out
are ^vb+ber+vrb++=are
motionless ^jj+pred+++=motionless.
. ^zz++++=EXTRAWORD
Along ^in++++=Along
the ^ati++++=the
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
villas ^nns++++=villas
gleam ^nn++++=gleam
among ^in++++=among
dark ^jj+atrb+++=dark
pines ^nns++++=pines
like ^in++++=like
patches ^nns++++=patches
of ^in++++=of
snow ^nn++++=snow
that ^tht+rel+subj++=that
have ^vb+hv+aux++=have
somehow ^rb++splt++=somehow
become ^vb++++=become
warm ^jj++++=warm;
; ^zz++++=EXTRAWORD
orange ^np++++=orange
trees ^nns++++=trees
lift ^vb++++=lift
their ^pp$+pp3+++=their
glossy ^jj+atrb+++=glossy
leaves ^nns++++=leaves
above ^jjb+atrb+++=above
garden ^nn++++=garden
walls ^nns++++=walls;
; ^zz++++=EXTRAWORD
the ^ati++++=the
air ^nn++++=air
carries ^vbz++++=carries
the ^ati++++=the
mingled ^jj+atrb++xvbn+=mingled
perfume ^nn++++=perfume
of ^in++++=of
salt ^nn++++=salt,
, ^zz++++=EXTRAWORD
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sun ^nn++++=sun-warmed
- ^zz++++=EXTRAWORD
warmed ^vbd+++xvbn+=EXTRAWORD
foliage ^nn+nom+++=foliage.
. ^zz++++=EXTRAWORD
Everywhere ^rb++++=Everywhere
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
light ^jj+pred+++=light
on ^in++++=on
the ^ati++++=the
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
pale ^nn++++=pale
fa ^nn++++=fa
ades ^nns+++??+=ades,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
ripples ^nns++++=ripples,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
wings ^nns++++=wings
of ^in++++=of
the ^ati++++=the
gulls ^nns++++=gulls.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
the ^ati++++=the
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
violet ^jj++++=violet
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
appear ^vb+seem+++=appear
soft ^jj++++=soft
and ^cc+phrs+++=and
hospitable ^jj++++=hospitable.
. ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
de ^&fw++++=de
Parville ^np+++??+=Parville
sits ^vbz++++=sits
on ^in++++=on
a ^at++++=a
bench ^nn++++=bench
and ^cc++++=and
looks ^nns++++=looks.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looks ^nns++++=looks
at ^rb++++=at
the ^ati++++=the
fishermen ^nns++++=fishermen
drawing ^vwbg+++xvbg+=drawing
in ^in++++=in
a ^at++++=a
net ^nn++++=net.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looks ^nns++++=looks
at ^rb++++=at
two ^cd++++=two
English ^jj+atrb+++=English
children ^nns++++=children
rolling ^vwbg+++xvbg+=rolling
hoops ^nns++++=hoops
beneath ^in+pl+++=beneath
the ^ati++++=the
palms ^nns++++=palms.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looks ^nns++++=looks
at ^rb++++=at
the ^ati++++=the
red ^jj+atrb+++=red
disk ^nn+++??+=disk
of ^in++++=of
the ^ati++++=the
sun ^nn++++=sun
and ^cc++++=and
at ^in++++=at
the ^ati++++=the
long ^rb++++=long
golden ^jj+atrb+++=golden
road ^npl++++=road
it ^pp3+it+++=it
lays ^vbz++++=lays
upon ^in++++=upon
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
breathing ^nvbg+++xvbg+=breathing
is ^vbz+bez+vrb++=is
short ^jj+pred+++=short,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
now ^rn+tm+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
a ^at++++=a
dry ^jj+atrb+++=dry
cough ^nn++++=cough
shakes ^vbz++++=shakes
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
content ^nn++++=content.
. ^zz++++=EXTRAWORD
The ^ati++++=The
physician ^nn++++=physician
told ^vbd+vpub+tht0+xvbn+=told
her ^pp$+pp3+++=her
that ^cs+sub+++=that
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
with ^in++++=with
lowered ^xvbn+++xvbn+=lowered
eyes ^nns++++=eyes
and ^cc++++=and
phrases ^nns++++=phrases
made ^vbd+++xvbn+=made
vague ^jj++++=vague
by ^in++++=by
compassion ^nn++++=compassion,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
left ^jj+atrb++xvbn+=left
lung ^nn++++=lung
was ^vbd+bedz+aux++=was
almost ^rb+hdg+splt++=almost
destroyed ^vpsv++agls+xvbnx+=destroyed
and ^cc++++=and
that ^tht+vcmp+++=that
the ^ati++++=the
right ^nn++++=right
was ^vbd+bedz+aux++=was
becoming ^vbg+++xvbgx+=becoming
affected ^xvbn+++xvbn+=affected.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
understood ^vprf+++xvbnx+=understood.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
will ^md+prd+++=will
be ^vb+be+vrb++=be
no ^at++++=no
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
after ^in++++=after
many ^ap++++=many
years ^nns++++=years,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
after ^in++++=after
the ^ati++++=the
slow ^jj+atrb+++=slow
passage ^nn+nom+++=passage
from ^in++++=from
youth ^nn++++=youth
to ^in++++=to
age ^nn++++=age,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
soon ^rb+tm+++=soon
perhaps ^rb++++=perhaps
before ^cs+sub+++=before
the ^ati++++=the
orange ^nn++++=orange
blossom ^vb++++=blossom
falls ^vbz++++=falls,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
before ^in++++=before
the ^ati++++=the
first ^rb++++=first
great ^jj+atrb+++=great
heat ^nn++++=heat
drives ^nns++++=drives
the ^ati++++=the
strangers ^nns+nom+++=strangers
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
should ^md+nec+++=should
have ^vb+hv+vrb++=have
terrified ^jj++++=terrified
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
given ^vprf+++xvbnx+=given
her ^pp3o+pp3+++=her
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
For ^in++++=For
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
dies ^vbz++++=dies
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
will ^md+prd+++=will
not ^xnot++not++=not
return ^vb++++=return
to ^in++++=to
Normandy ^np++++=Normandy.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
born ^vpsv++agls+xvbnx+=born
in ^in++++=in
Paris ^np++++=Paris,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
small ^jj+atrb+++=small
apartment ^nn+nom+++=apartment
looking ^vwbg+++xvbg+=looking
upon ^in++++=upon
a ^at++++=a
noisy ^jj+atrb+++=noisy
street ^nn++++=street
near ^in+pl+++=near
the ^ati++++=the
Madeleine ^np++++=Madeleine.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father,
, ^zz++++=EXTRAWORD
a ^at++++=a
clerk ^nn++++=clerk
in ^in++++=in
a ^at++++=a
ministry ^nn++++=ministry,
, ^zz++++=EXTRAWORD
possessed ^j+++xvbn+=possessed
few ^ap++++=few
resources ^nns++++=resources
and ^cc++++=and
many ^ap++++=many
respectable ^jj+atrb+++=respectable
connections ^nns+nom+++=connections.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
died ^vbd+++xvbn+=died
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
seventeen ^cd++++=seventeen,
, ^zz++++=EXTRAWORD
leaving ^jj+++xvbg+=leaving
her ^pp3o+pp3+++=her
no ^at++++=no
fortune ^nn++++=fortune
except ^in++++=except
some ^dti++++=some
linen ^nn++++=linen,
, ^zz++++=EXTRAWORD
two ^cd++++=two
bracelets ^nns+nom+++=bracelets,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
