There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
a ^at++++=a
certain ^jj+atrb+++=certain
church ^nn++++=church
in ^in++++=in
the ^ati++++=the
city ^nn++++=city
of ^in++++=of
New ^jj+atrb+++=New
York ^np++++=York
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
always ^rb++splt++=always
regarded ^vprf+++xvbnx+=regarded
with ^in++++=with
peculiar ^jj+atrb+++=peculiar
interest ^nn++++=interest,
, ^zz++++=EXTRAWORD
on ^in++++=on
account ^nn++++=account
of ^in++++=of
a ^at++++=a
marriage ^nn+nom+++=marriage
there ^rn+pl+++=there
solemnized ^jj+++xvbn+=solemnized,
, ^zz++++=EXTRAWORD
under ^in++++=under
very ^ql+amp+++=very
singular ^nn++++=singular
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
in ^in++++=in
my ^pp$+pp1+++=my
grandmother ^nn+nom+++=grandmother's
's ^$++++=EXTRAWORD
girlhood ^nn+nom+++=girlhood.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
venerable ^jj+atrb+++=venerable
lady ^nn++++=lady
chanced ^vbd+++xvbn+=chanced
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
spectator ^nn++++=spectator
of ^in++++=of
the ^ati++++=the
scene ^nn++++=scene,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ever ^rb++++=ever
after ^cs+sub+++=after
made ^vbd+++xvbn+=made
it ^pp3+it+++=it
her ^pp$+pp3+++=her
favorite ^jj+atrb+++=favorite
narrative ^nn++++=narrative.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
the ^ati++++=the
edifice ^nn++++=edifice
now ^rn+tm+++=now
standing ^vbg+++xvbg+=standing
on ^in++++=on
the ^ati++++=the
same ^ap++++=same
site ^nn++++=site
be ^vb+be+vrb++=be
the ^ati++++=the
identical ^jj+atrb+++=identical
one ^cd1++++=one
to ^to++++=to
which ^whp+who+++=which
she ^pp3a+pp3+++=she
referred ^vbd+++xvbnx+=referred,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
antiquarian ^jj++++=antiquarian
enough ^qlp++++=enough
to ^to++++=to
know ^vbi+vprv+++=know;
; ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
would ^md+prd+++=would
it ^pp3+it+++=it
be ^vb+be+vrb++=be
worth ^in++++=worth
while ^cs+sub+++=while
to ^in++++=to
correct ^jj++++=correct
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
of ^in++++=of
an ^at++++=an
agreeable ^jj+atrb+++=agreeable
error ^nn++++=error,
, ^zz++++=EXTRAWORD
by ^in++++=by
reading ^xvbg+++xvbg+=reading
the ^ati++++=the
date ^nn++++=date
of ^in++++=of
its ^pp$+it+++=its
erection ^nn+nom+++=erection
on ^in++++=on
the ^ati++++=the
tablet ^nn++++=tablet
over ^in++++=over
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
a ^at++++=a
stately ^jj+atrb+++=stately
church ^nn++++=church,
, ^zz++++=EXTRAWORD
surrounded ^xvbn+++xvbn+=surrounded
