When ^wrb+who+++=When
the ^ati++++=the
vegetable ^nn++++=vegetable-man
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
knocked ^vbd+++xvbn+=knocked,
, ^zz++++=EXTRAWORD
Jessamine ^np+++??+=Jessamine
went ^vbd+++xvbn+=went
to ^in++++=to
the ^ati++++=the
door ^nn++++=door
wearily ^rb++++=wearily.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
felt ^vbd+vprv++xvbnx+=felt
quite ^rb++++=quite
well ^rb++++=well
acquainted ^vbd+++xvbn+=acquainted
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
coming ^vbg+++xvbgx+=coming
all ^abn++++=all
the ^ati++++=the
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
cheery ^jj++++=cheery
greeting ^jj+++xvbg+=greeting
always ^rb++++=always
left ^vbd+++xvbn+=left
a ^at++++=a
pleasant ^jj+atrb+++=pleasant
afterglow ^nn+++??+=afterglow
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
vegetable ^nn++++=vegetable-man
- ^zz++++=EXTRAWORD
man ^nn++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all
at ^rb++++=at
least ^rb"++++=least,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
the ^ati++++=the
right ^nn++++=right
one ^pn++++=one.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
one ^cd1++++=one
was ^vbd+bedz+vrb++=was
considerably ^rb++++=considerably
younger ^jjr+pred+++=younger.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
tall ^jj+pred+++=tall
and ^cc+phrs+++=and
sunburned ^jj+++xvbn+=sunburned,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
ruddy ^jj+atrb+++=ruddy,
, ^zz++++=EXTRAWORD
smiling ^jj+atrb++xvbg+=smiling
face ^nn++++=face,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
keen ^jj+atrb+++=keen,
, ^zz++++=EXTRAWORD
pleasant ^jj+atrb+++=pleasant
blue ^nn++++=blue
eyes ^nns++++=eyes;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
spray ^nn++++=spray
of ^in++++=of
honeysuckle ^nn++++=honeysuckle
pinned ^vbd+++xvbn+=pinned
on ^in++++=on
his ^pp$+pp3+++=his
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
" ^zz++++="Want
want ^vb++++=EXTRAWORD
any ^dti++++=any
garden ^nn++++=garden
stuff ^nn++++=stuff
this ^dt+dem+++=this
morning ^nn++++=morning?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jessamine ^np+++??+=Jessamine
shook ^vbd+++xvbn+=shook
her ^pp$+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
always ^rb++++=always
get ^vb++++=get
ours ^pp$$++++=ours
from ^in++++=from
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
his ^pp$+pp3+++=his
day ^nn++++=day
to ^to++++=to
come ^vbi++++=come."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
guess ^vb++++=guess
you ^pp2+pp2+++=you
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
see ^vb+vprv+++=see
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell
for ^in++++=for
a ^at++++=a
spell ^nn++++=spell.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
fell ^vbd+++xvbnx+=fell
off ^in+pl+++=off
a ^at++++=a
loft ^nn++++=loft
out ^rp+pl+++=out
at ^in++++=at
his ^pp$+pp3+++=his
place ^nn++++=place
yesterday ^nr+tm+++=yesterday
and ^cc++++=and
broke ^vbd+++xvbn+=broke
his ^pp$+pp3+++=his
leg ^nn++++=leg.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
his ^pp$+pp3+++=his
nephew ^nn++++=nephew,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
going ^md"++pmd"++=going
to ^md+prd+++=to
fill ^vb++++=fill
his ^pp$+pp3+++=his
place ^nn++++=place
till ^cs+sub+++=till
he ^pp3a+pp3+++=he
gets ^vbz++++=gets
' ^zz++++='round
