There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
once ^rb+tm+++=once
a ^at++++=a
merchant ^nn+nom+++=merchant
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
so ^ql++++=so
rich ^np++++=rich
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
have ^vb+hv+aux++=have
paved ^vprf+++xvbnx+=paved
the ^ati++++=the
whole ^jj+atrb+++=whole
street ^nn++++=street
with ^in++++=with
gold ^nn++++=gold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
would ^md+prd+++=would
even ^rb++++=even
then ^rn+tm+++=then
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
enough ^qlp++++=enough
for ^in++++=for
a ^at++++=a
small ^jj+atrb+++=small
alley ^nn++++=alley.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
do ^vb+do+vrb++=do
so ^ql++++=so;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
value ^nn++++=value
of ^in++++=of
money ^nn++++=money
better ^jjr++++=better
than ^in++++=than
to ^to++++=to
use ^vbi++++=use
it ^pp3+it+++=it
in ^in++++=in
this ^dt+dem+++=this
way ^nn++++=way.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
clever ^jj++++=clever
was ^vbd+bedz+vrb++=was
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
every ^at++++=every
shilling ^nn+nom+++=shilling
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
out ^rb+phrv+++=out
brought ^vbd+++xvbn+=brought
him ^pp3o+pp3+++=him
a ^at++++=a
crown ^nn++++=crown;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
he ^pp3a+pp3+++=he
continued ^vbd+++xvbnx+=continued
till ^cs+sub+++=till
he ^pp3a+pp3+++=he
died ^vbd+++xvbnx+=died.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
son ^nn++++=son
inherited ^vbd+++xvbn+=inherited
his ^pp$+pp3+++=his
wealth ^nn++++=wealth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
lived ^vbd+++xvbnx+=lived
a ^at++++=a
merry ^jj+atrb+++=merry
life ^nn++++=life
with ^in++++=with
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
to ^in++++=to
a ^at++++=a
masquerade ^nn++++=masquerade
every ^at++++=every
night ^nn++++=night,
, ^zz++++=EXTRAWORD
made ^jj+atrb++xvbn+=made
kites ^nns++++=kites
out ^rp+pl+++=out
of ^in++++=of
five ^cd++++=five
pound ^nn++++=pound
notes ^nns++++=notes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
threw ^vbd+++xvbn+=threw
pieces ^nns++++=pieces
of ^in++++=of
gold ^nn++++=gold
into ^in++++=into
the ^ati++++=the
sea ^nn++++=sea
instead ^rb+cnj+++=instead
of ^in++++=of
stones ^nns++++=stones,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
ducks ^nns++++=ducks
and ^cc++++=and
drakes ^nns+++??+=drakes
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
manner ^nn++++=manner
he ^pp3a+pp3+++=he
soon ^rb+tm+++=soon
lost ^vbd+++xvbn+=lost
all ^abn++++=all
his ^pp$+pp3+++=his
money ^nn++++=money.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
nothing ^pn++++=nothing
left ^vbd+++xvbn+=left
but ^cc++++=but
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
slippers ^nns+nom+++=slippers,
, ^zz++++=EXTRAWORD
an ^at++++=an
old ^jj++++=old
dressing ^jj+++xvbg+=dressing-gown,
- ^zz++++=EXTRAWORD
gown ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
four ^cd++++=four
shillings ^nns+nom+++=shillings.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
now ^rn+tm+++=now
all ^rb++++=all
his ^pp$+pp3+++=his
friends ^nns++++=friends
deserted ^vbd+++xvbn+=deserted
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
walk ^vb++++=walk
with ^in++++=with
him ^pp3o+pp3+++=him
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
good ^jj++++=good-natured,
- ^zz++++=EXTRAWORD
natured ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sent ^j+++xvbn+=sent
him ^pp3o+pp3+++=him
an ^at++++=an
old ^jj+atrb+++=old
trunk ^nn++++=trunk
with ^in++++=with
this ^dt+dem+++=this
message ^nn+nom+++=message,
, ^zz++++=EXTRAWORD
" ^zz++++="Pack
pack ^vb++++=EXTRAWORD
up ^rp++++=up!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
all ^abn++++=all
very ^ql+amp+++=very
well ^rb++++=well
to ^to++++=to
say ^vbi+vpub+++=say
' ^zz++++='pack
pack ^vb++++=EXTRAWORD
up, ^nn+++??+=up,'"
'" ^nn+++??+=EXTRAWORD
but ^cc++++=but
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
nothing ^pn++++=nothing
left ^vbd+++xvbn+=left
to ^in++++=to
pack ^nn++++=pack
up ^rp++++=up,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore
he ^pp3a+pp3+++=he
seated ^vbd+++xvbnx+=seated
himself ^ppl+pp3+++=himself
in ^in++++=in
the ^ati++++=the
trunk ^nn++++=trunk.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
very ^ql+amp+++=very
wonderful ^jj+atrb+++=wonderful
trunk ^nn++++=trunk;
; ^zz++++=EXTRAWORD
no ^at++++=no
sooner ^rbr++++=sooner
did ^vbd+dod+vrb++=did
any ^dti++++=any
one ^cd1++++=one
press ^nn++++=press
on ^in++++=on
the ^ati++++=the
lock ^nn++++=lock
than ^in++++=than
the ^ati++++=the
trunk ^nn++++=trunk
could ^md+pos+++=could
fly ^vb++++=fly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shut ^vbd+++xvbnx+=shut
the ^ati++++=the
lid ^nn++++=lid
and ^cc++++=and
pressed ^vbd+++xvbn+=pressed
the ^ati++++=the
lock ^nn++++=lock,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
away ^rp+pl+++=away
flew ^vbd+++xvbn+=flew
the ^ati++++=the
trunk ^nn++++=trunk
up ^rp++++=up
the ^ati++++=the
chimney ^nn++++=chimney
with ^in++++=with
the ^ati++++=the
merchant ^nn+nom+++=merchant's
's ^$++++=EXTRAWORD
son ^nn++++=son
in ^in++++=in
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
right ^jj++++=right
up ^rp++++=up
into ^in++++=into
the ^ati++++=the
clouds ^nns++++=clouds.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
the ^ati++++=the
bottom ^nn++++=bottom
of ^in++++=of
the ^ati++++=the
trunk ^nn++++=trunk
cracked ^vbd+++xvbn+=cracked,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
a ^at++++=a
great ^jj+atrb+++=great
fright ^nn++++=fright,
, ^zz++++=EXTRAWORD
for ^in++++=for
if ^cs+cnd+++=if
the ^ati++++=the
trunk ^nn++++=trunk
fell ^vbd+++xvbn+=fell
to ^in++++=to
pieces ^nns++++=pieces
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
made ^vprf+++xvbnx+=made
a ^at++++=a
tremendous ^jj+atrb+++=tremendous
somerset ^np++++=somerset
over ^in++++=over
the ^ati++++=the
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
safely ^rb++++=safely
in ^in++++=in
his ^pp$+pp3+++=his
trunk ^nn++++=trunk
to ^in++++=to
the ^ati++++=the
land ^nn++++=land
of ^in++++=of
Turkey ^nn++++=Turkey.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
hid ^vbd+++xvbnx+=hid
the ^ati++++=the
trunk ^nn++++=trunk
in ^in++++=in
the ^ati++++=the
wood ^nn++++=wood
under ^in++++=under
some ^dti++++=some
dry ^jj+atrb+++=dry
leaves ^nns++++=leaves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
went ^vbd+++xvbn+=went
into ^in++++=into
the ^ati++++=the
town ^nn++++=town:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
could ^md+pos+++=could
so ^ql++++=so
this ^dt+dem+++=this
very ^ql+amp+++=very
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
Turks ^nn++++=Turks
always ^rb++++=always
go ^vb++++=go
about ^in+ppvb+++=about
dressed ^nn++++=dressed
in ^in++++=in
dressing ^xvbg+++xvbg+=dressing-gowns
- ^zz++++=EXTRAWORD
gowns ^nns++++=EXTRAWORD
and ^cc++++=and
slippers ^nns+nom+++=slippers,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
happened ^vbd+++xvbnx+=happened
to ^to+vcmp+++=to
meet ^vbi++++=meet
a ^at++++=a
nurse ^nn++++=nurse
with ^in++++=with
a ^rb++++=a
little ^rb"++++=little
child ^nn++++=child.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
Turkish ^jj+atrb+++=Turkish
nurse ^nn++++=nurse,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="what
what ^wdt+who+++=EXTRAWORD
castle ^nn++++=castle
is ^vbz+bez+vrb++=is
that ^dt+dem+++=that
near ^rb++++=near
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
windows ^nns++++=windows
placed ^vwbn+++xvbn+=placed
so ^pn+emph+++=so
high ^jj++++=high?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
king ^nn++++=king's
's ^$++++=EXTRAWORD
daughter ^nn+nom+++=daughter
lives ^nns++++=lives
there ^rn+pl+++=there,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied;
; ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
prophesied ^vpsv++agls+xvbnx+=prophesied
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
will ^md+prd+++=will
be ^vb+be+vrb++=be
very ^ql+amp+++=very
unhappy ^jj++++=unhappy
about ^in++++=about
a ^at++++=a
lover ^nn++++=lover,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore
no ^at++++=no
one ^cd1++++=one
is ^vbz+bez+aux++=is
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
visit ^vb++++=visit
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
the ^ati++++=the
king ^nn++++=king
and ^cc++++=and
queen ^nn++++=queen
are ^vb+ber+aux++=are
present ^vb++++=present."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thank
thank ^vb++++=EXTRAWORD
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
merchant ^nn+nom+++=merchant's
's ^$++++=EXTRAWORD
son ^nn++++=son.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
seated ^j+++xvbn+=seated
himself ^ppl+pp3+++=himself
in ^in++++=in
his ^pp$+pp3+++=his
trunk ^nn++++=trunk,
, ^zz++++=EXTRAWORD
flew ^j+++xvbn+=flew
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
roof ^nn++++=roof
of ^in++++=of
the ^ati++++=the
castle ^nn++++=castle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
crept ^vpsv++agls+xvbn+=crept
through ^in++++=through
the ^ati++++=the
window ^nn++++=window
into ^in++++=into
the ^ati++++=the
princess ^nns+nom+++=princess's
's ^$++++=EXTRAWORD
room ^nn++++=room.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lay ^vbd+++xvbnx+=lay
on ^rb+phrv+++=on
the ^ati++++=the
sofa ^nn++++=sofa
asleep ^jj++++=asleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
beautiful ^jj++++=beautiful
that ^cs+sub+++=that
the ^ati++++=the
merchant ^nn+nom+++=merchant's
's ^$++++=EXTRAWORD
son ^nn++++=son
could ^md+pos+++=could
not ^xnot++not++=not
help ^vb++++=help
kissing ^vbg+++xvbg+=kissing
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
awoke ^vbd+++xvbnx+=awoke,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
much ^ap++++=much
frightened ^jj+++xvbn+=frightened;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
told ^vbd+vpub+tht0+xvbnx+=told
her ^pp$+pp3+++=her
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
Turkish ^jj+atrb+++=Turkish
angel ^nn++++=angel,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
down ^rp++++=down
through ^in++++=through
the ^ati++++=the
air ^nn++++=air
to ^to++++=to
see ^vbi+vprv+++=see
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
pleased ^jj+++xvbn+=pleased
her ^pp3o+pp3+++=her
very ^ql+amp+++=very
much ^ap++++=much.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
by ^in++++=by
her ^pp$+pp3+++=her
side ^nn++++=side
and ^cc++++=and
talked ^vpsv++agls+xvbn+=talked
to ^in++++=to
her ^pp$+pp3+++=her:
: ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
like ^in++++=like
beautiful ^jj+atrb+++=beautiful
dark ^jj+atrb+++=dark
lakes ^nns++++=lakes,
, ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
thoughts ^nns++++=thoughts
swam ^vbd+++xvbn+=swam
about ^in++++=about
like ^in++++=like
little ^ap++++=little
