The ^ati++++=The
little ^jj+atrb+++=little
girl ^nn++++=girl
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
her ^pp3o+pp3+++=her
papa ^npt++++=papa's
's ^$++++=EXTRAWORD
study ^nn++++=study,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
always ^rb++++=always
did ^vbd+dod+vrb++=did
Saturday ^nr++++=Saturday
morning ^nn++++=morning
before ^in++++=before
breakfast ^nn++++=breakfast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
asked ^vpsv++agls+xvbn+=asked
for ^in+ppvb+++=for
a ^at++++=a
story ^nn++++=story.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
beg ^vbi++++=beg
off ^in+pl+++=off
that ^dt+dem+++=that
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
for ^in++++=for
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
busy ^jj++++=busy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
would ^md+prd+++=would
not ^xnot++not++=not
let ^vb+++xvbn+=let
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began:
: ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little
pig ^nn++++=pig--"
-- ^--+clp+++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
put ^vbd+++xvbnx+=put
her ^pp$+pp3+++=her
hand ^nn++++=hand
over ^in++++=over
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
and ^cc++++=and
stopped ^vbd+++xvbn+=stopped
him ^pp3o+pp3+++=him
at ^in++++=at
the ^ati++++=the
word ^nn++++=word.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub+tht0+xvbnx+=said
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
little ^ap++++=little
pig ^nn++++=pig-stories
- ^zz++++=EXTRAWORD
stories ^nns++++=EXTRAWORD
till ^cs+sub+++=till
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
perfectly ^rb+amp+++=perfectly
sick ^jj+pred+++=sick
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
kind ^rb++++=kind
of ^rb"++++=of
story ^nn++++=story
shall ^md+prd+++=shall
I ^pp1a+pp1+++=I
tell ^vb++++=tell,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="About
about ^in++++=EXTRAWORD
Christmas ^np++++=Christmas.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+aux++0=EXTRAWORD
getting ^vbg+++xvbgx+=getting
to ^to++++=to
be ^vbi++vrb++=be
the ^ati++++=the
season ^nn++++=season.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It's
's ^vbz+bez+vrb++0=EXTRAWORD
past ^jjb++++=past
Thanksgiving ^np+++??+=Thanksgiving
already ^rb++++=already."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
seems ^vbz+seem+++=seems
to ^to+vcmp+++=to
me ^vbi++++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
her ^pp3o+pp3+++=her
papa ^npt++++=papa
argued ^vwbn+vpub++xvbn+=argued,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
told ^vprf+++xvbnx+=told
as ^ql++++=as
often ^rb++++=often
about ^in++++=about
Christmas ^np++++=Christmas
as ^ql++++=as
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
about ^in++++=about
little ^ap++++=little
pigs ^nns++++=pigs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
difference ^nn+nom+++=difference!
! ^zz++++=EXTRAWORD
Christmas ^np++++=Christmas
is ^vbz+bez+vrb++=is
more ^rbr++++=more
interesting ^jj+pred+++=interesting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well!"
well ^rb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
papa ^npt++++=papa
roused ^vbd+++xvbn+=roused
himself ^ppl+pp3+++=himself
from ^in++++=from
his ^pp$+pp3+++=his
writing ^nvbg+++xvbg+=writing
by ^in++++=by
a ^at++++=a
great ^jj+atrb+++=great
effort ^nn++++=effort.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
tell ^vb++++=tell
you ^pp2+pp2+++=you
about ^in++++=about
the ^ati++++=the
little ^jj+atrb+++=little
girl ^nn++++=girl
that ^tht+rel+subj++=that
wanted ^vprf+++xvbn+=wanted
it ^pp3+it+++=it
Christmas ^np++++=Christmas
every ^at++++=every
day ^nn++++=day
in ^in++++=in
the ^ati++++=the
year ^nn++++=year.
. ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
would ^md+prd+++=would
you ^pp2+pp2+++=you
like ^in++++=like
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="First-rate!"
first ^od++++=EXTRAWORD
- ^zz++++=EXTRAWORD
rate ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
little ^jj+atrb+++=little
girl ^nn++++=girl;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
nestled ^vbd+++xvbnx+=nestled
into ^in++++=into
comfortable ^jj+atrb+++=comfortable
shape ^nn++++=shape
in ^in++++=in
his ^pp$+pp3+++=his
lap ^nn++++=lap,
, ^zz++++=EXTRAWORD
ready ^jj++++=ready
for ^in++++=for
listening ^xvbg+++xvbg+=listening.
. ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
little ^jj+atrb+++=little
pig ^nn++++=pig--Oh,
-- ^--+clp+++=EXTRAWORD
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
pounding ^nvbg+++xvbg+=pounding
me ^pp1o+pp1+++=me
for ^in+strn+++=for?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
you ^pp2+pp2+++=you
said ^vbd+vpub++xvbn+=said
little ^ap++++=little
pig ^nn++++=pig
instead ^rb+cnj+++=instead
of ^in++++=of
little ^jj+atrb+++=little
girl ^nn++++=girl."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
should ^md+nec+++=should
like ^vb++++=like
