There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
very ^ql+amp+++=very
fine ^jj+atrb+++=fine
sunset ^nn++++=sunset
on ^in++++=on
the ^ati++++=the
night ^nn++++=night
Paul ^np++++=Paul
and ^cc++++=and
Miss ^npt++++=Miss
Trevor ^np++++=Trevor
first ^od++++=first
met ^vbd+++xvbn+=met,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
lingered ^vprf+++xvbnx+=lingered
on ^in++++=on
the ^ati++++=the
headland ^nn++++=headland
beyond ^in++++=beyond
Noel ^np++++=Noel's
's ^$++++=EXTRAWORD
Cove ^nn++++=Cove
to ^in++++=to
delight ^nn++++=delight
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
west ^np+pl+++=west
was ^vbd+bedz+vrb++=was
splendid ^jj+pred+++=splendid
in ^in++++=in
daffodil ^nn++++=daffodil
and ^cc++++=and
rose ^nn+++xvbn+=rose;
; ^zz++++=EXTRAWORD
away ^rp+pl+++=away
to ^in++++=to
the ^ati++++=the
north ^nr+pl+++=north
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
mackerel ^nn++++=mackerel
sky ^nn++++=sky
of ^in++++=of
little ^jj+atrb+++=little
fiery ^jj+atrb+++=fiery
golden ^jj+atrb+++=golden
clouds ^nns++++=clouds;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
across ^in+pl+++=across
the ^ati++++=the
water ^nn++++=water
straight ^rb++++=straight
from ^in++++=from
Miss ^npt++++=Miss
Trevor ^np++++=Trevor's
's ^$++++=EXTRAWORD
feet ^nns++++=feet
ran ^vbd+++xvbn+=ran
a ^at++++=a
sparkling ^jj+atrb+++=sparkling
path ^nn++++=path
of ^in++++=of
light ^nn++++=light
to ^in++++=to
the ^ati++++=the
sun ^nn++++=sun,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
rim ^nn++++=rim
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
touched ^vprf+++xvbnx+=touched
the ^ati++++=the
throbbing ^jj+atrb++xvbg+=throbbing
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
purple ^jj+atrb+++=purple
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Off ^in+pl+++=Off
to ^in++++=to
the ^ati++++=the
left ^nn+++xvbn+=left
were ^vbd+bed+vrb++=were
softly ^rb++++=softly
swelling ^nn+nom+++=swelling
violet ^jj+atrb+++=violet
hills ^nns++++=hills
and ^cc++++=and
beyond ^in++++=beyond
the ^ati++++=the
sandshore ^nn+++??+=sandshore,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
little ^jj+atrb+++=little
waves ^nns++++=waves
were ^vbd+bed+aux++=were
crisping ^vbg+++xvbgx+=crisping
and ^cc+phrs+++=and
silvering ^vbg+++xvbg+=silvering,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
harbour ^nn++++=harbour
where ^wrb+who+++=where
scores ^nns++++=scores
of ^in++++=of
slender ^jj+atrb+++=slender
masts ^nns+++??+=masts
were ^vbd+bed+aux++=were
nodding ^vbg+++xvbgx+=nodding
against ^in++++=against
the ^ati++++=the
gracious ^jj+atrb+++=gracious
horizon ^nn++++=horizon.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Trevor ^np++++=Trevor
sighed ^vbd+++xvbn+=sighed
with ^in++++=with
sheer ^jjb+atrb+++=sheer
happiness ^nns+nom+++=happiness
in ^in++++=in
all ^abn++++=all
the ^ati++++=the
wonderful ^jj++++=wonderful,
, ^zz++++=EXTRAWORD
fleeting ^jj+atrb+++=fleeting,
, ^zz++++=EXTRAWORD
elusive ^jj+atrb+++=elusive
loveliness ^nns+nom+++=loveliness
of ^in++++=of
sky ^nn++++=sky
and ^cc++++=and
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
turned ^vbd+++xvbnx+=turned
to ^to++++=to
look ^vbi++++=look
back ^jjb++++=back
at ^in++++=at
Noel ^np++++=Noel's
's ^$++++=EXTRAWORD
Cove ^nn++++=Cove,
, ^zz++++=EXTRAWORD
dim ^jj++++=dim
and ^cc+phrs+++=and
shadowy ^jj++++=shadowy
in ^in++++=in
the ^ati++++=the
gloom ^nn++++=gloom
of ^in++++=of
the ^ati++++=the
tall ^jj+atrb+++=tall
headlands ^nns+++??+=headlands,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
Paul ^np++++=Paul.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+aux++=did
not ^xnot++not++=not
occur ^vb++++=occur
to ^in++++=to
her ^pp$+pp3+++=her
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
could ^md+pos+++=could
be ^vb+be+vrb++=be
a ^at++++=a
shore ^nn++++=shore
boy ^nn++++=boy
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
the ^ati++++=the
shore ^nn++++=shore
type ^nn++++=type
too ^ql++++=too
well ^rb++++=well.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
thought ^vbd+++xvbnx+=thought
his ^pp$+pp3+++=his
coming ^jj+++xvbg+=coming
mysterious ^jj++++=mysterious,
, ^zz++++=EXTRAWORD
for ^in++++=for
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
sure ^jj+pred+++=sure
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
come ^vprf+++xvbn+=come
along ^in++++=along
the ^ati++++=the
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
tide ^nn++++=tide
was ^vbd+bedz+vrb++=was
too ^ql++++=too
high ^np++++=high
for ^in++++=for
him ^pp3o+pp3+++=him
to ^to++++=to
have ^vbi+vbi+aux++=have
come ^vb++++=come
past ^jjb++++=past
the ^ati++++=the
other ^ap++++=other
headland ^nn++++=headland.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
there ^ex+pex+++=there
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
on ^in++++=on
a ^at++++=a
red ^jj+atrb+++=red
sandstone ^nn++++=sandstone
boulder ^nn++++=boulder,
, ^zz++++=EXTRAWORD
with ^in++++=with
his ^pp$+pp3+++=his
bare ^jj++++=bare,
, ^zz++++=EXTRAWORD
bronzed ^j+++xvbn+=bronzed,
, ^zz++++=EXTRAWORD
shapely ^jj+atrb+++=shapely
little ^jj+atrb+++=little
legs ^nns++++=legs
crossed ^vbd+++xvbn+=crossed
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
him ^pp3o+pp3+++=him
and ^cc++++=and
his ^pp$+pp3+++=his
hands ^nns++++=hands
clasped ^vbd+++xvbn+=clasped
around ^rp++++=around
his ^pp$+pp3+++=his
knee ^nn++++=knee.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
not ^xnot++not++=not
looking ^vbg+++xvbg+=looking
at ^rb++++=at
Miss ^npt++++=Miss
Trevor ^np++++=Trevor
but ^cc++++=but
at ^in++++=at
the ^ati++++=the
sunset ^nn++++=sunset
or ^cc++++=or,
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
were ^vbd+bed+aux++=were
looking ^vbg+++xvbgx+=looking
through ^in++++=through
the ^ati++++=the
sunset ^nn++++=sunset
to ^in++++=to
still ^rb+atrb+++=still
grander ^jjr++++=grander
and ^cc++++=and
more ^rbr++++=more
radiant ^jj+atrb+++=radiant
splendours ^nns++++=splendours
beyond ^in+strn+++=beyond,
, ^zz++++=EXTRAWORD
of ^in++++=of
which ^whp+rel+pied++=which
the ^ati++++=the
things ^nns++++=things
seen ^vbd+vprv++xvbn+=seen
were ^vbd+bed+vrb++=were
only ^rb+down+++=only
the ^ati++++=the
pale ^jj+atrb+++=pale
reflections ^nns+nom+++=reflections,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
worthy ^jj++++=worthy
of ^in++++=of
attention ^nn+nom+++=attention
from ^in++++=from
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
the ^ati++++=the
gift ^nn++++=gift
of ^in++++=of
further ^jjb+atrb+++=further
sight ^nn++++=sight.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Trevor ^np++++=Trevor
looked ^vbd+++xvbn+=looked
him ^pp3o+pp3+++=him
over ^in++++=over
carefully ^rb++++=carefully
with ^in++++=with
eyes ^nns++++=eyes
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
a ^ap++++=a
good ^ap"++++=good
many ^ap"++++=many
people ^nns++++=people
in ^in++++=in
many ^ap++++=many
parts ^nns++++=parts
of ^in++++=of
the ^ati++++=the
world ^nn++++=world
for ^in++++=for
more ^ql++++=more
years ^nns++++=years
than ^cs+sub+++=than
she ^pp3a+pp3+++=she
found ^vbd+vprv+tht0+xvbnx+=found
it ^pp3+it+++=it
altogether ^nn+nom+++=altogether
pleasant ^jj++++=pleasant
to ^to+jcmp+++=to
acknowledge ^vbi+vpub+++=acknowledge,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
concluded ^vbd+vprv++xvbnx+=concluded
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
quite ^rb++++=quite
the ^ati++++=the
handsomest ^jjt+atrb+++=handsomest
lad ^nn++++=lad
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
seen ^vprf+++xvbnx+=seen.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
a ^at++++=a
lithe ^nn+++??+=lithe,
, ^zz++++=EXTRAWORD
supple ^jj+atrb+++=supple
body ^nn++++=body,
, ^zz++++=EXTRAWORD
with ^in++++=with
sloping ^xvbg+++xvbg+=sloping
shoulders ^nns+nom+++=shoulders
and ^cc++++=and
a ^at++++=a
brown ^jj++++=brown,
, ^zz++++=EXTRAWORD
satin ^nn++++=satin
throat ^nn++++=throat.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair
was ^vbd+bedz+vrb++=was
thick ^jj+pred+++=thick
and ^cc+phrs+++=and
wavy ^jj++++=wavy,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
fine ^jj+atrb+++=fine
reddish ^jj+atrb+++=reddish
chestnut ^nn++++=chestnut;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
brows ^nns++++=brows
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
straight ^jj++++=straight
and ^cc++++=and
much ^ap++++=much
darker ^jjr++++=darker
than ^in++++=than
his ^pp$+pp3+++=his
hair ^nn++++=hair;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
large ^jj+pred+++=large
and ^cc+phrs+++=and
grey ^jj++++=grey
and ^cc+phrs+++=and
meditative ^jj++++=meditative.
. ^zz++++=EXTRAWORD
The ^ati++++=The
modelling ^jj+++xvbg+=modelling
of ^in++++=of
chin ^nn++++=chin
and ^cc++++=and
jaw ^nn++++=jaw
was ^vbd+bedz+vrb++=was
perfect ^jj+pred+++=perfect
and ^cc++++=and
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
was ^vbd+bedz+vrb++=was
delicious ^jj+pred+++=delicious,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
full ^jj++++=full
without ^in++++=without
pouting ^xvbg+++xvbg+=pouting,
, ^zz++++=EXTRAWORD
the ^ati++++=the
crimson ^nn+++??+=crimson
lips ^nns++++=lips
just ^rb+emph+++=just
softly ^rb++++=softly
touching ^jj+++xvbg+=touching,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
curving ^jj++++=curving
into ^in++++=into
finely ^rb++++=finely
finished ^vprf+++xvbn+=finished
little ^ap++++=little
corners ^nns+nom+++=corners
that ^tht+rel+subj++=that
narrowly ^rb++++=narrowly
escaped ^vprf+++xvbn+=escaped
being ^xvbg+++xvbg+=being
dimpled ^vbd+++xvbn+=dimpled.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
attire ^nn++++=attire
was ^vbd+bedz+vrb++=was
a ^at++++=a
blue ^jj+atrb+++=blue
cotton ^np++++=cotton
shirt ^nn++++=shirt
and ^cc++++=and
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
scanty ^jj+atrb+++=scanty
corduroy ^nn++++=corduroy
knickerbockers ^nns+nom+++=knickerbockers,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
wore ^vbd+++xvbnx+=wore
it ^pp3+it+++=it
with ^in++++=with
such ^abl++++=such
an ^at++++=an
unconscious ^jj+atrb+++=unconscious
air ^nn++++=air
of ^in++++=of
purple ^nn++++=purple
and ^cc++++=and
fine ^jj+atrb+++=fine
linen ^nn++++=linen
that ^tht+rel+obj++=that
Miss ^npt++++=Miss
Trevor ^np++++=Trevor
was ^vbd+bedz+aux++=was
tricked ^vpsv++agls+xvbnx+=tricked
into ^in++++=into
believing ^xvbg+++xvbg+=believing
him ^pp3o+pp3+++=him
much ^ap++++=much
better ^jjr++++=better
dressed ^jj+++xvbn+=dressed
than ^in++++=than
he ^pp3a+pp3+++=he
really ^rb+emph+++=really
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
he ^pp3a+pp3+++=he
smiled ^vbd+++xvbnx+=smiled
dreamily ^rb+cnj+++=dreamily,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
smile ^nn++++=smile
completed ^vbd+++xvbn+=completed
her ^pp$+pp3+++=her
subjugation ^nn+nom+++=subjugation.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
merely ^rb+down+++=merely
an ^at++++=an
affair ^nn++++=affair
of ^in++++=of
lip ^nn++++=lip
and ^cc++++=and
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
as ^ql++++=as
are ^vb+ber+vrb++=are
most ^ql+emph+++=most
smiles ^nns++++=smiles;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
an ^at++++=an
illumination ^nn+nom+++=illumination
of ^in++++=of
his ^pp$+pp3+++=his
whole ^jj+atrb+++=whole
body ^nn++++=body,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
some ^dti++++=some
lamp ^nn++++=lamp
had ^vb+hv+aux++=had
suddenly ^rb++splt++=suddenly
burst ^vprf+++xvbnx+=burst
into ^in+ppvb+++=into
flame ^nn++++=flame
inside ^in+cmpx+++=inside
of ^in"++++=of
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
irradiating ^jj+++xvbg+=irradiating
him ^pp3o+pp3+++=him
from ^in++++=from
his ^pp$+pp3+++=his
chestnut ^nn++++=chestnut
crown ^nn++++=crown
to ^in++++=to
the ^ati++++=the
tips ^nns++++=tips
of ^in++++=of
his ^pp$+pp3+++=his
unspoiled ^jj+atrb+++=unspoiled
toes ^nns++++=toes.
. ^zz++++=EXTRAWORD
Best ^jjt++++=Best
of ^in++++=of
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
involuntary ^jj+pred+++=involuntary,
, ^zz++++=EXTRAWORD
born ^xvbn+++xvbn+=born
of ^in++++=of
no ^at++++=no
external ^jj+atrb+++=external
effort ^nn++++=effort
or ^cc++++=or
motive ^nn++++=motive,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
simply ^rb++++=simply
the ^ati++++=the
outflashing ^jj+++xvbg+=outflashing
of ^in++++=of
some ^dti++++=some
wild ^jj++++=wild,
, ^zz++++=EXTRAWORD
delicious ^jj++++=delicious
thought ^vprf+++xvbn+=thought
that ^tht+vcmp+++=that
was ^vbd+bedz+vrb++=was
as ^ql++++=as
untrammelled ^jj++++=untrammelled
and ^cc+phrs+++=and
freakish ^jj++++=freakish
as ^in++++=as
the ^ati++++=the
wind ^nn++++=wind
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Trevor ^np++++=Trevor
made ^vbd+++xvbn+=made
up ^rp++++=up
her ^pp$+pp3+++=her
mind ^vb++++=mind
that ^tht+vcmp+obj++=that
she ^pp3a+pp3+++=she
must ^md+nec+++=must
find ^vb+vprv+++=find
out ^rp+pl+++=out
all ^abn++++=all
about ^rb++++=about
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
stepped ^vbd+++xvbnx+=stepped
out ^rp+pl+++=out
from ^in++++=from
the ^ati++++=the
shadows ^nps++++=shadows
of ^in++++=of
the ^ati++++=the
rocks ^nns++++=rocks
into ^in++++=into
the ^ati++++=the
vivid ^jj++++=vivid,
, ^zz++++=EXTRAWORD
eerie ^jj++++=eerie
light ^jj++++=light
that ^dt+pdem+++=that
was ^vbd+bedz+aux++=was
glowing ^vbg+++xvbgx+=glowing
all ^abn++++=all
along ^in++++=along
