The ^ati++++=The
storm ^nn++++=storm
broke ^vbd+++xvbn+=broke
at ^in++++=at
Salmon ^nn++++=Salmon
Lake ^nn++++=Lake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
ran ^vbd+++xvbn+=ran
for ^in++++=for
Slisco ^np++++=Slisco's
's ^$++++=EXTRAWORD
road ^nn++++=road-house.
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
whipped ^vbd+++xvbn+=whipped
out ^rp+pl+++=out
from ^in++++=from
the ^ati++++=the
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
all ^abn++++=all
tore ^vbd+++xvbn+=tore
into ^in++++=into
strips ^nns++++=strips
coming ^vwbg+++xvbg+=coming
through ^in++++=through
the ^ati++++=the
saw ^vbd+vprv++xvbn+=saw-teeth,
- ^zz++++=EXTRAWORD
teeth ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
lashing ^vbg+++xvbg+=lashing
us ^pp1o+pp1+++=us
off ^in+pl+++=off
the ^ati++++=the
glare ^nn++++=glare
ice ^nn++++=ice
and ^cc++++=and
driving ^nvbg+++xvbg+=driving
us ^pp1o+pp1+++=us
up ^in+cmpx+++=up
against ^in"++++=against
the ^ati++++=the
river ^nn++++=river
banks ^nns++++=banks
among ^in++++=among
the ^ati++++=the
willows ^nns++++=willows.
. ^zz++++=EXTRAWORD
Cold ^jj++++=Cold?
? ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
some ^dti++++=some!
! ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
bottle ^nn++++=bottle
of ^in++++=of
painkiller ^nn++++=painkiller
froze ^vbd+++xvbn+=froze
slushy ^nn+++??+=slushy,
, ^zz++++=EXTRAWORD
like ^in++++=like
lemon ^nn++++=lemon
punch ^nn++++=punch.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
like ^in++++=like
a ^at++++=a
warm ^jj+atrb+++=warm
shack ^nn++++=shack,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
cache ^nn++++=cache
full ^jj++++=full
of ^in++++=of
grub ^nn++++=grub,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
peaks ^nns++++=peaks
smoke ^nn++++=smoke
and ^cc++++=and
the ^ati++++=the
black ^jj+atrb+++=black
snow ^np++++=snow-clouds
- ^zz++++=EXTRAWORD
clouds ^nns++++=EXTRAWORD
roar ^nn++++=roar
down ^in++++=down
the ^ati++++=the
gulch ^nn+++??+=gulch.
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
" ^zz++++="mushers"
mushers ^nns+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
ahead ^rb+pl+++=ahead
of ^in++++=of
us ^pp1o+pp1+++=us
at ^in++++=at
the ^ati++++=the
road ^nn++++=road-house,
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
freighters ^nns+nom+++=freighters
from ^in++++=from
Kougarok ^np+++??+=Kougarok,
