A ^at++++=A
Man ^nn++++=MAN
with ^in++++=with
a ^at++++=a
passion ^nn++++=passion
for ^in++++=for
bric ^jj++++=bric-brac
- ^zz++++=EXTRAWORD
brac ^nn+++??+=EXTRAWORD
is ^vbz+bez+vrb++=is
always ^rb++++=always
stumbling ^jj+pred+++=stumbling
over ^in++++=over
antique ^jj+atrb+++=antique
bronzes ^nns++++=bronzes,
, ^zz++++=EXTRAWORD
intaglios ^nns+++??+=intaglios,
, ^zz++++=EXTRAWORD
mosaics ^nns++++=mosaics,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
daggers ^nns+nom+++=daggers
of ^in++++=of
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
Benvenuto ^np++++=Benvenuto
Cellini ^np+++??+=Cellini;
; ^zz++++=EXTRAWORD
the ^ati++++=the
bibliophile ^nn+++??+=bibliophile
finds ^vbz+vprv+++=finds
creamy ^jj+atrb+++=creamy
vellum ^nn+++??+=vellum
folios ^nns+++??+=folios
and ^cc++++=and
rare ^jj+atrb+++=rare
Alduses ^np+++??+=Alduses
and ^cc++++=and
Elzevirs ^np+++??+=Elzevirs
waiting ^vwbg+++xvbg+=waiting
for ^in++++=for
him ^pp3o+pp3+++=him
at ^in++++=at
unsuspected ^jj+atrb+++=unsuspected
bookstalls ^nns++++=bookstalls;
; ^zz++++=EXTRAWORD
the ^ati++++=the
numismatist ^nn+nom+++=numismatist
has ^vbz+hvz+vrb++=has
but ^cc++++=but
to ^to++++=to
stretch ^vbi++++=stretch
forth ^rp++++=forth
his ^pp$+pp3+++=his
palm ^np++++=palm
to ^in++++=to
have ^vbi++vrb++=have
priceless ^jj+atrb+++=priceless
coins ^nns++++=coins
drop ^nn++++=drop
into ^in++++=into
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
own ^ap++++=own
weakness ^nns+nom+++=weakness
is ^vbz+bez+vrb++=is
odd ^jj+atrb+++=odd
people ^nns++++=people,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
constantly ^rb++++=constantly
200 ^cd++++=200
encountering ^vbg+++xvbg+=encountering
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
plain ^nn++++=plain
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
unearthed ^vprf+++xvbn+=unearthed
a ^at++++=a
couple ^nn++++=couple
of ^in++++=of
very ^ql+amp+++=very
queer ^jj+atrb+++=queer
specimens ^nns++++=specimens
at ^in++++=at
Bayley ^np++++=Bayley's
's ^$++++=EXTRAWORD
Four ^cd++++=Four
Corners ^nns+nom+++=Corners.
