The ^ati++++=The
first ^od++++=first
time ^nn++++=time
we ^pp1a+pp1+++=we
met ^vbd+++xvbn+=met,
, ^zz++++=EXTRAWORD
to ^to++++=to
speak ^vbi++++=speak,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
with ^in++++=with
his ^pp$+pp3+++=his
back ^jjb++++=back
against ^in++++=against
a ^at++++=a
pollard ^np++++=pollard
willow ^nn++++=willow,
, ^zz++++=EXTRAWORD
smoking ^vbg+++xvbg+=smoking
a ^at++++=a
clay ^nn++++=clay
pipe ^nn++++=pipe.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
smoked ^vbd+++xvbnx+=smoked
it ^pp3+it+++=it
very ^ql+amp+++=very
slowly ^rb+cnj+++=slowly,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
very ^ql+amp+++=very
conscientiously ^rb++++=conscientiously.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
each ^dt++++=each
whiff ^nn++++=whiff
he ^pp3a+pp3+++=he
removed ^vbd+++xvbnx+=removed
the ^ati++++=the
pipe ^nn++++=pipe
from ^in++++=from
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
and ^cc++++=and
fanned ^vbd+++xvbn+=fanned
away ^rp+pl+++=away
the ^ati++++=the
smoke ^nn++++=smoke
with ^in++++=with
his ^pp$+pp3+++=his
cap ^nn++++=cap.
. ^zz++++=EXTRAWORD
" ^zz++++="Feeling
feeling ^nvbg+++xvbg+=EXTRAWORD
bad ^jj++++=bad?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked
from ^in++++=from
behind ^in+pl+++=behind
a ^at++++=a
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
making ^vwbg+++xvbg+=making
ready ^jj++++=ready
for ^in++++=for
a ^at++++=a
run ^nn+++xvbn+=run,
, ^zz++++=EXTRAWORD
big ^jj+atrb+++=big
boys ^nns++++=boys'
' ^zz++++=EXTRAWORD
answers ^nns+nom+++=answers
to ^in++++=to
small ^jj+atrb+++=small
boys ^nns++++=boys'
' ^zz++++=EXTRAWORD
impertinences ^nns+nom+++=impertinences
being ^vwbg+beg++xvbg+=being
usually ^rb+down+++=usually
of ^in++++=of
the ^ati++++=the
nature ^nn++++=nature
of ^in++++=of
things ^nns++++=things
best ^jjt++++=best
avoided ^jj+++xvbn+=avoided.
. ^zz++++=EXTRAWORD
To ^in++++=To
my ^pp$+pp1+++=my
surprise ^nn++++=surprise
and ^cc++++=and
relief ^nn++++=relief
for ^in++++=for
at ^in++++=at
second ^od++++=second
glance ^nn++++=glance
I ^pp1a+pp1+++=I
perceived ^vbd+vprv+tht0+xvbnx+=perceived
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
under ^in++++=under-estimated
- ^zz++++=EXTRAWORD
estimated ^vwbn+vprv++xvbn+=EXTRAWORD
the ^ati++++=the
length ^nn++++=length
of ^in++++=of
his ^pp$+pp3+++=his
legs ^nns++++=legs
