The ^ati++++=The
Chicken ^nn++++=Chicken
Yard ^nn++++=Yard
That ^tht+rel+subj++=That
Was ^vbd+bedz+vrb++=Was
a ^at++++=a
Christmas ^np++++=Christmas
Stocking ^nn++++=Stocking
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Gratz ^np++++=Gratz
opened ^vbd+++xvbn+=opened
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
and ^cc++++=and
looked ^vbd+++xvbn+=looked
out ^rp+pl+++=out
at ^in++++=at
the ^ati++++=the
drizzle ^vb++++=drizzle
that ^dt+dem+++=that
made ^vwbn+++xvbn+=made
the ^ati++++=the
Christmas ^np++++=Christmas
morning ^nn++++=morning
gray ^np++++=gray.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
bed ^nn++++=bed
stood ^vbd+++xvbn+=stood
against ^in++++=against
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
easy ^jj+pred+++=easy
for ^in++++=for
her ^pp$+pp3+++=her
to ^to++++=to
look ^vbi++++=look
out ^rp+pl+++=out;
; ^zz++++=EXTRAWORD
all ^abn++++=all
she ^pp3a+pp3+++=she
had ^md"++pmd"++=had
to ^md+nec+++=to
do ^vb++++=do
was ^vbd+bedz+vrb++=was
to ^in++++=to
roll ^nn++++=roll
over ^in++++=over
and ^cc++++=and
pull ^vb++++=pull
the ^ati++++=the
shade ^nn++++=shade
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
Having ^xvbg+++xvbg+=Having
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
weather ^nn++++=weather
she ^pp3a+pp3+++=she
rolled ^vbd+++xvbnx+=rolled
again ^rb+tm+++=again
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
broad ^jj+atrb+++=broad
flat ^nn++++=flat
of ^in++++=of
her ^pp$+pp3+++=her
back ^jjb++++=back
and ^cc++++=and
made ^vbd+++xvbn+=made
herself ^ppl+pp3+++=herself
comfortable ^jj++++=comfortable
for ^in++++=for
awhile ^rb+cnj+++=awhile,
, ^zz++++=EXTRAWORD
for ^in++++=for
there ^rn+pl+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
reason ^nn++++=reason
why ^wrb+who+++=why
she ^pp3a+pp3+++=she
should ^md+nec+++=should
get ^vb++++=get
up ^rp++++=up
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
like ^in++++=like
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Such
such ^abl++++=EXTRAWORD
a ^at++++=a
Christmas ^np++++=Christmas!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
good ^jj++++=good-naturedly
- ^zz++++=EXTRAWORD
naturedly ^jj++++=EXTRAWORD
to ^in++++=to
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
guess ^vb++++=guess
such ^abl++++=such
weathers ^nns+nom+++=weathers
is ^vbz+bez+vrb++=is
bad ^jj+pred+++=bad
for ^in++++=for
Santy ^np+++??+=Santy
Claus ^np+++??+=Claus.
. ^zz++++=EXTRAWORD
Mebby ^np+++??+=Mebby
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
because ^cs+cos+++=because
of ^in"++++=of
such ^abl++++=such
weathers ^nns+nom+++=weathers
he ^pp3a+pp3+++=he
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
by ^in++++=by
my ^pp$+pp1+++=my
house ^nn++++=house.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
blame ^vb++++=blame
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
So ^ql+emph+++=So
muddy ^jj++++=muddy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
let ^vbd+++xvbnx+=let
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
close ^jj++++=close
indolently ^jj++++=indolently.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
yet ^rb++++=yet
was ^vbd+bedz+vrb++=was
she ^pp3a+pp3+++=she
hungry ^jj++++=hungry
enough ^qlp++++=enough
to ^to++++=to
imagine ^vbi+vprv+++=imagine
the ^ati++++=the
tempting ^jj+atrb++xvbg+=tempting
odour ^nn++++=odour
of ^in++++=of
fried ^jj+atrb+++=fried
bacon ^nn++++=bacon
and ^cc++++=and
eggs ^nns++++=eggs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
idly ^rb++++=idly
slipped ^vbd+++xvbn+=slipped
into ^in++++=into
sleep ^nn++++=sleep
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
in ^in++++=in
no ^at++++=no
hurry ^np++++=hurry.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
