The ^ati++++=The
scene ^nn++++=scene
amidst ^in++++=amidst
which ^whp+rel+pied++=which
Clayton ^np+++??+=Clayton
told ^vbd+vpub++xvbn+=told
his ^pp$+pp3+++=his
last ^jj+atrb+++=last
story ^nn++++=story
comes ^vbz++++=comes
back ^jjb++++=back
very ^ql+amp+++=very
vividly ^rb++++=vividly
to ^in++++=to
my ^pp$+pp1+++=my
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
greater ^jjr+atrb+++=greater
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
time ^nn++++=time,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
corner ^nn++++=corner
of ^in++++=of
the ^ati++++=the
authentic ^nn++++=authentic
settle ^vb++++=settle
by ^in++++=by
the ^ati++++=the
spacious ^jj+atrb+++=spacious
open ^jj+atrb+++=open
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Sanderson ^np++++=Sanderson
sat ^vbd+++xvbn+=sat
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him
smoking ^vbg+++xvbg+=smoking
the ^ati++++=the
Broseley ^np+++??+=Broseley
clay ^nn++++=clay
that ^tht+rel+subj++=that
bore ^vbd+++xvbn+=bore
his ^pp$+pp3+++=his
name ^nn++++=name.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
Evans ^np++++=Evans,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
marvel ^vb++++=marvel
among ^in++++=among
actors ^nns++++=actors,
, ^zz++++=EXTRAWORD
Wish ^vb+vprv+++=Wish,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
is ^vbz+bez+vrb++=is
also ^rb++++=also
a ^at++++=a
modest ^jj+atrb+++=modest
man ^nn++++=man.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+aux++=had
all ^abn++++=all
come ^vprf+++xvbn+=come
down ^rb+phrv+++=down
to ^in+ppvb+++=to
the ^ati++++=the
Mermaid ^np+++??+=Mermaid
Club ^nn++++=Club
that ^tht+rel+obj++=that
Saturday ^nr++++=Saturday
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
except ^in++++=except
Clayton ^np+++??+=Clayton,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
slept ^vprf+++xvbnx+=slept
there ^rn+pl+++=there
overnight ^rb++++=overnight--which
-- ^--+clp+++=EXTRAWORD
which ^whp+who+++=EXTRAWORD
indeed ^qlp++++=indeed
gave ^vbd+++xvbn+=gave
him ^pp3o+pp3+++=him
the ^ati++++=the
opening ^jj+++xvbg+=opening
of ^in++++=of
his ^pp$+pp3+++=his
story ^nn++++=story.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
golfed ^vprf+++xvbnx+=golfed
until ^cs+sub+++=until
golfing ^jj+++xvbg+=golfing
was ^vbd+bedz+vrb++=was
invisible ^jj+pred+++=invisible;
; ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
dined ^vprf+++xvbnx+=dined,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
in ^cs+sub+++=in
that ^cs"++++=that
mood ^nn++++=mood
of ^in++++=of
tranquil ^jj+atrb+++=tranquil
kindliness ^nns+nom+++=kindliness
when ^wrb+who+++=when
men ^nns++++=men
will ^md+prd+++=will
suffer ^vb++++=suffer
a ^at++++=a
story ^nn++++=story.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Clayton ^np+++??+=Clayton
began ^vbd+++xvbn+=began
to ^to++++=to
tell ^vbi++++=tell
one ^pn++++=one,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
naturally ^rb++++=naturally
supposed ^jj+++xvbn+=supposed
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
lying ^vbg+++xvbgx+=lying.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
may ^md+pos+++=may
be ^vb+be+vrb++=be
that ^cs+sub+++=that
indeed ^qlp++++=indeed
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
lying ^vbg+++xvbgx+=lying--of
-- ^--+clp+++=EXTRAWORD
of ^in++++=EXTRAWORD
that ^dt+dem+++=that
the ^ati++++=the
reader ^nn++++=reader
will ^md+prd+++=will
speedily ^rb++++=speedily
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
judge ^vb++++=judge
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
began ^vbd+++xvbnx+=began,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
air ^nn++++=air
of ^in++++=of
matter ^nn++++=matter-of-fact
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
fact ^nn++++=EXTRAWORD
anecdote ^nn++++=anecdote,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
we ^pp1a+pp1+++=we
thought ^vbd+++xvbn+=thought
was ^vbd+bedz+vrb++=was
only ^rb+down+++=only
the ^ati++++=the
incurable ^jj+atrb+++=incurable
artifice ^nn++++=artifice
of ^in++++=of
the ^ati++++=the
man ^nn++++=man.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
say ^vb+vpub+++=say!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
remarked ^vbd+vpub++xvbnx+=remarked,
, ^zz++++=EXTRAWORD
after ^in++++=after
a ^at++++=a
long ^jj+atrb+++=long
consideration ^nn+nom+++=consideration
of ^in++++=of
the ^ati++++=the
upward ^jjb+atrb+++=upward
rain ^nn++++=rain
of ^in++++=of
sparks ^nns++++=sparks
from ^in++++=from
the ^ati++++=the
log ^&fo++++=log
that ^cs+sub+++=that
