There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
painting ^jj+++xvbg+=painting
at ^rb++++=at
the ^ati++++=the
World ^np++++=World's
's ^$++++=EXTRAWORD
Fair ^jj++++=Fair
at ^rb++++=at
Chicago ^np++++=Chicago
named ^vbd+++xvbn+=named
" ^zz++++="The
the ^ati++++=EXTRAWORD
Reply ^nn++++=Reply,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
lines ^nns++++=lines
of ^in++++=of
two ^cd++++=two
contending ^jj+atrb+++=contending
armies ^nns++++=armies
were ^vbd+bed+aux++=were
distinctly ^rb++splt++=distinctly
outlined ^vpsv++agls+xvbnx+=outlined.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
these ^dt+dem+++=these
armies ^nns++++=armies
had ^vbd+hvd+aux++=had
demanded ^vprf+++xvbnx+=demanded
the ^ati++++=the
surrender ^nn+nom+++=surrender
of ^in++++=of
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
The ^ati++++=The
reply ^nn++++=reply
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
written ^vpsv++by+xvbn+=written
by ^in++++=by
a ^rb++++=a
little ^rb"++++=little
fellow ^jjb++++=fellow,
, ^zz++++=EXTRAWORD
surrounded ^xvbn+++xvbn+=surrounded
by ^in++++=by
grim ^jj+atrb+++=grim
veterans ^nns+nom+++=veterans
of ^in++++=of
war ^nn++++=war.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
even ^rb++++=even
a ^at++++=a
soldier ^nn++++=soldier.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
this ^dt+dem+++=this
little ^rb++++=little
fellow ^jjb+atrb+++=fellow's
's ^vbz+bez+aux++0=EXTRAWORD
countenance ^nn+nom+++=countenance
shone ^vbd+++xvbn+=shone
a ^at++++=a
supreme ^jj+atrb+++=supreme
contempt ^nn++++=contempt
for ^in++++=for
the ^ati++++=the
enemy ^nn++++=enemy's
's ^$++++=EXTRAWORD
demand ^nn++++=demand.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
patriotism ^nn+nom+++=patriotism
beamed ^vbd+++xvbn+=beamed
out ^rp+pl+++=out
as ^in++++=as
plainly ^rb++++=plainly
as ^ql++++=as
did ^vbd+dod+vrb++=did
that ^dt+dem+++=that
of ^in++++=of
the ^ati++++=the
officer ^nn++++=officer
dictating ^nn++++=dictating
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Physically ^rb++++=Physically
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
debarred ^vpsv++agls+xvbnx+=debarred
from ^in++++=from
being ^xvbg+++xvbg+=being
a ^at++++=a
soldier ^nn++++=soldier;
; ^zz++++=EXTRAWORD
still ^rb++++=still
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
place ^nn++++=place
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
could ^md+pos+++=could
be ^vb+be+vrb++=be
useful ^jj+pred+++=useful.
. ^zz++++=EXTRAWORD
So ^rb++++=So
with ^in++++=with
Little ^jj+atrb+++=Little
Jack ^np++++=Jack
Martin ^np++++=Martin.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
cripple ^nn++++=cripple
and ^cc++++=and
could ^md+pos+++=could
not ^xnot++not++=not
ride ^vb++++=ride,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
could ^md+pos+++=could
cook ^vb++++=cook.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
way ^nn++++=way
to ^in++++=to
rule ^nn++++=rule
men ^nns++++=men
is ^vbz+bez+vrb++=is
through ^in++++=through
the ^ati++++=the
stomach ^nn++++=stomach,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack
was ^vbd+bedz+vrb++=was
a ^at++++=a
general ^jj++++=general
who ^whp+who+++=who
never ^rb++++=never
knew ^vbd+vprv++xvbn+=knew
defeat ^nn++++=defeat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
" ^zz++++="J+H"
j+h ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
camp ^nn++++=camp,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
presided ^vbd+++xvbnx+=presided
over ^in++++=over
the ^ati++++=the
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
noted ^vpsv++agls+xvbnx+=noted
for ^in++++=for
good ^jj+atrb+++=good
living ^nvbg+++xvbg+=living.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack's
's ^$++++=EXTRAWORD
domestic ^jj++++=domestic
tastes ^vbz++++=tastes
followed ^vbd+vprv++xvbn+=followed
him ^pp3o+pp3+++=him
wherever ^nn+nom+++=wherever
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
surrounded ^vbd+++xvbnx+=surrounded
himself ^ppl+pp3+++=himself
at ^in++++=at
this ^dt+dem+++=this
camp ^nn++++=camp
with ^in++++=with
chickens ^nns++++=chickens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^ap++++=a
few ^ap"++++=few
cows ^nns++++=cows
for ^in++++=for
milk ^nn++++=milk.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
spring ^nn++++=spring
months ^nns++++=months,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
boys ^nns++++=boys
were ^vbd+bed+vrb++=were
away ^rp+pl+++=away
on ^in++++=on
the ^ati++++=the
various ^nn++++=various
round ^in++++=round-ups,
- ^zz++++=EXTRAWORD
ups ^nns"++++=EXTRAWORD
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
planted ^vbd+++xvbnx+=planted
and ^cc+phrs+++=and
raised ^vbd+++xvbn+=raised
a ^at++++=a
fine ^jj+atrb+++=fine
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
returning ^vwbg+++xvbg+=returning
from ^in++++=from
a ^at++++=a
hard ^jj+atrb+++=hard
month ^nn++++=month's
's ^$++++=EXTRAWORD
work ^nn++++=work
would ^md+prd+++=would
brace ^vb++++=brace
themselves ^ppls+pp3+++=themselves
against ^in++++=against
fried ^jj+atrb+++=fried
chicken ^nn++++=chicken,
, ^zz++++=EXTRAWORD
eggs ^nns++++=eggs,
, ^zz++++=EXTRAWORD
milk ^nn++++=milk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fresh ^jj+atrb+++=fresh
vegetables ^nns++++=vegetables.
. ^zz++++=EXTRAWORD
After ^in++++=After
drinking ^xvbg+++xvbg+=drinking
alkali ^nn++++=alkali
water ^nn++++=water
for ^in++++=for
a ^at++++=a
month ^nn++++=month
and ^cc++++=and
living ^nvbg+++xvbg+=living
out ^rp+pl+++=out
of ^in++++=of
tin ^nn++++=tin
cans ^nn++++=cans,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
love ^vb++++=love
Jack ^np++++=Jack?
? ^zz++++=EXTRAWORD
In ^in++++=In
addition ^nn+nom+++=addition
to ^in++++=to
his ^pp$+pp3+++=his
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
always ^rb++++=always
raised ^vbd+++xvbn+=raised
a ^at++++=a
fine ^jj+atrb+++=fine
patch ^nn++++=patch
of ^in++++=of
watermelons ^nns+++??+=watermelons.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
camp ^nn++++=camp
was ^vbd+bedz+vrb++=was
an ^at++++=an
oasis ^np++++=oasis
in ^in++++=in
the ^ati++++=the
desert ^nn++++=desert.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
man ^nn++++=man
was ^vbd+bedz+vrb++=was
Jack ^np++++=Jack's
's ^$++++=EXTRAWORD
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
an ^at++++=an
enemy ^nn++++=enemy
was ^vbd+bedz+vrb++=was
an ^at++++=an
unknown ^jj+atrb+++=unknown
personage ^nn+nom+++=personage.
. ^zz++++=EXTRAWORD
The ^ati++++=The
peculiarity ^nn+nom+++=peculiarity
about ^rb++++=about
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
aside ^rp++++=aside
from ^in++++=from
his ^pp$+pp3+++=his
deformity ^nn+nom+++=deformity,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
ability ^nn+nom+++=ability
to ^to+ncmp+++=to
act ^vb++++=act
so ^ql++++=so
much ^ap++++=much
better ^jjr++++=better
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
could ^md+pos+++=could
talk ^vb++++=talk.
. ^zz++++=EXTRAWORD
In ^in++++=In
fact ^nn++++=fact
he ^pp3a+pp3+++=he
could ^md+pos+++=could
barely ^rb+down+++=barely
express ^jjb++++=express
his ^pp$+pp3+++=his
simplest ^jjt++++=simplest
wants ^vbz++++=wants
in ^in++++=in
words ^nns++++=words.
. ^zz++++=EXTRAWORD
Cripples ^np+++??+=Cripples
are ^vb+ber+vrb++=are
usually ^rb+down+++=usually
cross ^jj+pred+++=cross,
, ^zz++++=EXTRAWORD
irritable ^jj++++=irritable,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
unpleasant ^jj+atrb+++=unpleasant
companions ^nns++++=companions.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
was ^vbd+bedz+vrb++=was
the ^ati++++=the
reverse ^nn++++=reverse.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
best ^jjt+atrb+++=best
qualities ^nns+nom+++=qualities
shone ^vbd+++xvbn+=shone
their ^pp$+pp3+++=their
brightest ^jjt++++=brightest
when ^wrb+who+++=when
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
a ^at++++=a
dozen ^cd++++=dozen
men ^nns++++=men
around ^in++++=around
to ^to++++=to
cook ^vbi++++=cook
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
they ^pp3a+pp3+++=they
ate ^vbd+++xvbnx+=ate
heartily ^rb++++=heartily
he ^pp3a+pp3+++=he
felt ^vbd+vprv+tht0+xvbnx+=felt
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
useful ^jj+pred+++=useful.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
a ^at++++=a
boy ^nn++++=boy
was ^vbd+bedz+vrb++=was
sick ^jj+pred+++=sick,
, ^zz++++=EXTRAWORD
Jack ^np++++=Jack
could ^md+pos+++=could
make ^vb++++=make
a ^at++++=a
broth ^nn++++=broth,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
fix ^vb++++=fix
a ^at++++=a
cup ^nn++++=cup
of ^in++++=of
beef ^nn++++=beef
tea ^nn++++=tea
like ^in++++=like
a ^at++++=a
mother ^nn++++=mother
or ^cc++++=or
sister ^nn++++=sister.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
with ^in++++=with
the ^ati++++=the
wagon ^nn++++=wagon
during ^in++++=during
beef ^nn++++=beef-shipping
- ^zz++++=EXTRAWORD
shipping ^nn++++=EXTRAWORD
season ^nn++++=season,
, ^zz++++=EXTRAWORD
a ^at++++=a
pot ^nn++++=pot
of ^in++++=of
coffee ^nn++++=coffee
simmered ^vbd+++xvbn+=simmered
over ^in++++=over
the ^ati++++=the
fire ^nn++++=fire
all ^abn++++=all
night ^nn++++=night
for ^in++++=for
the ^ati++++=the
boys ^nns++++=boys
on ^in++++=on
night ^nn++++=night
herd ^nn++++=herd.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
going ^vwbg+++xvbg+=going
or ^cc++++=or
returning ^vwbg+++xvbg+=returning
on ^in++++=on
guard ^nn++++=guard
liked ^vbd+++xvbn+=liked
to ^to+vcmp+++=to
eat ^vbi++++=eat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bread ^nn++++=bread
and ^cc++++=and
meat ^nn++++=meat
left ^vbd+++xvbn+=left
over ^in++++=over
from ^in++++=from
the ^ati++++=the
meals ^nns++++=meals
of ^in++++=of
the ^ati++++=the
day ^nn++++=day
were ^vbd+bed+aux++=were
always ^rb++splt++=always
left ^vpsv++agls+xvbnx+=left
convenient ^jj++++=convenient
for ^in++++=for
the ^ati++++=the
boys ^nns++++=boys.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
many ^ap++++=many
little ^jj+atrb+++=little
things ^nns++++=things
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
of ^in++++=of
which ^whp+rel+pied++=which
made ^vbd+++xvbn+=made
him ^pp3o+pp3+++=him
such ^abl++++=such
a ^at++++=a
general ^jj++++=general
favorite ^jj++++=favorite
with ^in++++=with
every ^at++++=every
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
Jack ^np++++=Jack
was ^vbd+bedz+vrb++=was
middle ^jjb+pred+++=middle-aged
- ^zz++++=EXTRAWORD
aged ^jj++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
proclamation ^nn+nom+++=proclamation
of ^in++++=of
the ^ati++++=the
President ^npt++++=President
opening ^vwbg+++xvbg+=opening
the ^ati++++=the
original ^jj+atrb+++=original
Oklahoma ^np+++??+=Oklahoma
was ^vbd+bedz+aux++=was
issued ^vpsv++agls+xvbnx+=issued.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
land ^nn++++=land
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
thrown ^vpsv++agls+xvbnx+=thrown
open ^jj++++=open
in ^in++++=in
April ^nr++++=April.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
cow ^nn++++=cow-country
- ^zz++++=EXTRAWORD
country ^nn++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
warning ^nn++++=warning
in ^in++++=in
this ^dt+dem+++=this
that ^cs+sub+++=that
the ^ati++++=the
Strip ^nn++++=Strip
would ^md+prd+++=would
be ^vb+be+vrb++=be
next ^ap++++=next.
. ^zz++++=EXTRAWORD
The ^ati++++=The
dominion ^nn++++=dominion
of ^in++++=of
the ^ati++++=the
cowman ^nn++++=cowman
was ^vbd+bedz+aux++=was
giving ^vbg+++xvbgx+=giving
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
homesteader ^nn++++=homesteader.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day
Jack ^np++++=Jack
found ^vbd+vprv++xvbn+=found
opportunity ^nn+nom+++=opportunity
to ^to+ncmp+++=to
take ^vbi++++=take
Miller ^np++++=Miller,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
foreman ^nn++++=foreman,
, ^zz++++=EXTRAWORD
into ^in++++=into
his ^pp$+pp3+++=his
confidence ^nn+nom+++=confidence.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
together ^nn+nom+++=together
five ^cd++++=five
or ^cc++++=or
six ^cd++++=six
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
had ^vb+hv+vrb++=had
coveted ^jj++++=coveted
a ^at++++=a
spot ^nn++++=spot
in ^in++++=in
the ^ati++++=the
section ^nn+nom+++=section
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
thrown ^vpsv++agls+xvbnx+=thrown
open ^jj++++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
the ^ati++++=the
foreman ^nn++++=foreman
to ^to++++=to
help ^vbi++++=help
him ^pp3o+pp3+++=him
get ^vb++++=get
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
all ^abn++++=all
over ^in++++=over
the ^ati++++=the
country ^nn++++=country
when ^wrb+who+++=when
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
range ^nn++++=range,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
picked ^vprf+++xvbnx+=picked
out ^rp+pl+++=out
a ^at++++=a
spot ^nn++++=spot
on ^in++++=on
Big ^jj+atrb+++=Big
Turkey ^np++++=Turkey
Creek ^npl++++=Creek,
, ^zz++++=EXTRAWORD
ten ^cd++++=ten
miles ^nns++++=miles
south ^np+pl+++=south
of ^in++++=of
the ^ati++++=the
Strip ^nn++++=Strip
line ^nn++++=line.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
gradually ^rb++++=gradually
passed ^vbd+++xvbn+=passed
from ^in++++=from
one ^pn++++=one
to ^in++++=to
