It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
latter ^ap++++=latter
part ^nn++++=part
of ^in++++=of
August ^nr++++=August
of ^in++++=of
that ^dt+dem+++=that
year ^nn++++=year
that ^tht+rel+obj++=that
it ^pp3+it+++=it
became ^vbd+++xvbn+=became
necessary ^jj++++=necessary
for ^in++++=for
some ^dti++++=some
one ^pn++++=one
in ^in++++=in
the ^ati++++=the
office ^nn++++=office
in ^in++++=in
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
engaged ^vpsv++agls+xvbnx+=engaged
to ^to++++=to
go ^vbi++++=go
to ^in++++=to
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Louis ^np++++=Louis
to ^to++++=to
attend ^vbi++++=attend
to ^in++++=to
important ^jj+atrb+++=important
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
point ^vbi++++=point
to ^in++++=to
me ^pp1o+pp1+++=me
as ^in++++=as
the ^ati++++=the
fit ^jj+atrb+++=fit
person ^nn++++=person,
, ^zz++++=EXTRAWORD
for ^in++++=for
I ^pp1a+pp1+++=I
understood ^vbd+vprv++xvbnx+=understood
the ^ati++++=the
particular ^jj+atrb+++=particular
business ^nns+nom+++=business
better ^jjr++++=better
than ^in++++=than
any ^dti++++=any
one ^cd1++++=one
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
go ^vb++++=go,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
altogether ^nn+nom+++=altogether
like ^vb++++=like
to ^to+vcmp+++=to
do ^vbi++++=do
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
home ^nr++++=home,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Euphemia ^np+++??+=Euphemia
and ^cc++++=and
I ^pp1a+pp1+++=I
talked ^vbd+++xvbnx+=talked
over ^rb+phrv+++=over
the ^ati++++=the
matter ^nn++++=matter
far ^rb+pl+++=far
into ^in++++=into
the ^ati++++=the
regulation ^nn+nom+++=regulation
sleeping ^vwbg+++xvbg+=sleeping
hours ^nns++++=hours.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
good ^jj+atrb+++=good
reasons ^nns++++=reasons
why ^wrb+who+++=why
we ^pp1a+pp1+++=we
should ^md+nec+++=should
go ^vb++++=go
( ^zz++++=(for
for ^in++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course
I ^pp1a+pp1+++=I
would ^md+prd+++=would
not ^xnot++not++=not
think ^vb+vprv+++=think
of ^in++++=of
taking ^xvbg+++xvbg+=taking
such ^abl++++=such
a ^at++++=a
journey ^nn++++=journey
without ^in++++=without
Euphemia ^np+++??+=Euphemia).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
first ^od++++=first
place ^nn++++=place,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
of ^in++++=of
advantage ^nn+nom+++=advantage
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
in ^in++++=in
my ^pp$+pp1+++=my
business ^nns+nom+++=business
connection ^nn+nom+++=connection,
, ^zz++++=EXTRAWORD
to ^to++++=to
take ^vbi++++=take
the ^ati++++=the
trip ^nn++++=trip,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
it ^pp3+it+++=it
would ^md+prd+++=would
be ^vb+be+vrb++=be
such ^abl++++=such
a ^at++++=a
charming ^jj+atrb++xvbg+=charming
journey ^nn++++=journey
for ^in++++=for
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+vrb+xvbnx+=been
west ^np+pl+++=west
of ^in++++=of
the ^ati++++=the
Alleghanies ^np+++??+=Alleghanies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nearly ^rb+down+++=nearly
all ^rb++++=all
the ^ati++++=the
country ^nn++++=country
we ^pp1a+pp1+++=we
would ^md+prd+++=would
see ^vb+vprv+++=see
would ^md+prd+++=would
be ^vb+be+vrb++=be
new ^jj+pred+++=new
to ^in++++=to
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
would ^md+prd+++=would
come ^vb++++=come
home ^nr++++=home
by ^in++++=by
the ^ati++++=the
Great ^jj+atrb+++=Great
Lakes ^nns++++=Lakes
and ^cc++++=and
Niagara ^np+++??+=Niagara,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
prospect ^nn++++=prospect
was ^vbd+bedz+vrb++=was
delightful ^jj+pred+++=delightful
to ^in++++=to
both ^abx++++=both
of ^in++++=of
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
then ^rn+tm+++=then
we ^pp1a+pp1+++=we
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
leave ^vb++++=leave
Rudder ^np+++??+=Rudder
Grange ^nn++++=Grange
for ^in++++=for
at ^rb++++=at
least ^rb"++++=least
three ^cd++++=three
weeks ^nns++++=weeks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
how ^wrb+who+whq++=how
could ^md+pos+++=could
we ^pp1a+pp1+++=we
do ^vb+do+vrb++=do
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
indeed ^rb++++=indeed
a ^at++++=a
difficult ^jj+atrb+++=difficult
question ^nn+nom+++=question
to ^in++++=to
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
could ^md+pos+++=could
take ^vb++++=take
care ^nn++++=care
of ^in++++=of
our ^pp$+pp1+++=our
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
poultry ^nn++++=poultry,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
horse ^nn++++=horse,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cow ^nn++++=cow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
their ^pp$+pp3+++=their
complicated ^jj+atrb++xvbn+=complicated
belongings ^nns++++=belongings?
? ^zz++++=EXTRAWORD
The ^ati++++=The
garden ^nn++++=garden
was ^vbd+bedz+vrb++=was
in ^in++++=in
admirable ^jj+atrb+++=admirable
condition ^nn+nom+++=condition.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
vegetables ^nns++++=vegetables
were ^vbd+bed+aux++=were
coming ^vbg+++xvbgx+=coming
in ^in++++=in
every ^at++++=every
day ^nn++++=day
in ^in++++=in
just ^rb+emph+++=just
that ^cs+sub+++=that
fresh ^jj+atrb+++=fresh
and ^cc+phrs+++=and
satisfactory ^jj+atrb+++=satisfactory
condition ^nn+nom+++=condition
altogether ^nn+nom+++=altogether
unknown ^jj++++=unknown
to ^in++++=to
people ^nns++++=people
who ^whp+rel+subj++=who
buy ^vb++++=buy
vegetables ^nns++++=vegetables
for ^in++++=for
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
labored ^vprf+++xvbnx+=labored
so ^pn++++=so
faithfully ^rb+cnj+++=faithfully,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
about ^in++++=about
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
had ^vb+hv+vrb++=had
so ^ql++++=so
many ^ap++++=many
cheerful ^jj+atrb+++=cheerful
anticipations ^nns+nom+++=anticipations.
. ^zz++++=EXTRAWORD
As ^in++++=As
to ^in++++=to
Euphemia ^np++++=Euphemia's
's ^$++++=EXTRAWORD
chicken ^nn++++=chicken-yard
- ^zz++++=EXTRAWORD
yard ^nn++++=EXTRAWORD
with ^in++++=with
Euphemia ^np+++??+=Euphemia
away ^rp+pl+++=away
the ^ati++++=the
subject ^nn++++=subject
was ^vbd+bedz+vrb++=was
too ^ql++++=too
great ^np++++=great
for ^in++++=for
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
did ^vbd+dod+aux++=did
not ^xnot++not++=not
even ^rb++++=even
discuss ^vb++++=discuss
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
we ^pp1a+pp1+++=we
would ^md+prd+++=would
give ^vb++++=give
up ^rb+phrv+++=up
all ^rb++++=all
the ^ati++++=the
pleasures ^nns++++=pleasures
of ^in++++=of
our ^pp$+pp1+++=our
home ^nr++++=home
for ^in++++=for
the ^ati++++=the
chance ^nn++++=chance
of ^in++++=of
this ^dt+dem+++=this
most ^ql+emph+++=most
desirable ^jj+atrb+++=desirable
excursion ^nn++++=excursion,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
could ^md+pos+++=could
but ^cc++++=but
think ^vb+vprv+++=think
of ^in++++=of
some ^dti++++=some
one ^cd1++++=one
who ^whp+rel+subj++=who
would ^md+prd+++=would
come ^vb++++=come
and ^cc+phrs+++=and
take ^vb++++=take
care ^nn++++=care
of ^in++++=of
the ^ati++++=the
place ^nn++++=place
while ^cs+sub+++=while
we ^pp1a+pp1+++=we
were ^vbd+bed+aux++=were
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
Rudder ^np+++??+=Rudder
Grange ^np++++=Grange
could ^md+pos+++=could
not ^xnot++not++=not
run ^vb+++xvbn+=run
itself ^ppl++++=itself
for ^in++++=for
three ^cd++++=three
weeks ^nns++++=weeks.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
thought ^vbd+++xvbn+=thought
of ^in++++=of
every ^at++++=every
available ^jj+atrb+++=available
person ^nn++++=person.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
John ^np++++=John
would ^md+prd+++=would
not ^xnot++not++=not
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
did ^vbd+dod+aux++=did
not ^xnot++not++=not
feel ^vb+vprv+++=feel
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
could ^md+pos+++=could
trust ^vb++++=trust
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
thought ^vbd+++xvbn+=thought
of ^in++++=of
several ^ap++++=several
of ^in++++=of
our ^pp$+pp1+++=our
friends ^nns++++=friends;
