There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
once ^rb+tm+++=once
a ^rb++++=a
little ^rb"++++=little
girl ^nn++++=girl
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
pretty ^rb++++=pretty
and ^cc++++=and
delicate ^jj++++=delicate,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
summer ^nn++++=summer
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
forced ^vpsv++agls+xvbnx+=forced
to ^to+vcmp+++=to
run ^vbi++++=run
about ^rb++++=about
with ^in++++=with
bare ^jj+atrb+++=bare
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
poor ^jj++++=poor,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
winter ^nn++++=winter
wear ^vb++++=wear
very ^ql+amp+++=very
large ^jj+atrb+++=large
wooden ^jj+atrb+++=wooden
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
made ^vprf+++xvbn+=made
her ^pp$+pp3+++=her
little ^ap++++=little
insteps ^nns+++??+=insteps
quite ^rb++++=quite
red ^jj++++=red,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^cs+sub+++=that
looked ^vprf+++xvbn+=looked
so ^ql+emph+++=so
dangerous ^jj++++=dangerous!
! ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
village ^nn+nom+++=village
lived ^vbd+++xvbn+=lived
old ^jj+atrb+++=old
Dame ^np++++=Dame
Shoemaker ^nn+nom+++=Shoemaker;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
and ^cc+phrs+++=and
sewed ^vbd+++xvbn+=sewed
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
she ^pp3a+pp3+++=she
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
pair ^nn++++=pair
of ^in++++=of
shoes ^nns++++=shoes
out ^rp+pl+++=out
of ^in++++=of
old ^jj+atrb+++=old
red ^jj+atrb+++=red
strips ^nns++++=strips
of ^in++++=of
cloth ^nn++++=cloth;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
very ^ql+amp+++=very
clumsy ^jj++++=clumsy,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
kind ^nn++++=kind
thought ^vbd+++xvbn+=thought.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
meant ^vpsv++agls+xvbnx+=meant
for ^in++++=for
the ^ati++++=the
little ^jj+atrb+++=little
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
The ^ati++++=The
little ^jj+atrb+++=little
girl ^nn++++=girl
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
Karen ^np+++??+=Karen.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
very ^ql+amp+++=very
day ^np++++=day
her ^pp3o+pp3+++=her
mother ^npt++++=mother
was ^vbd+bedz+aux++=was
buried ^vpsv++agls+xvbnx+=buried,
, ^zz++++=EXTRAWORD
Karen ^np+++??+=Karen
received ^vbd+++xvbn+=received
the ^ati++++=the
red ^jj+atrb+++=red
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wore ^vbd+++xvbn+=wore
them ^pp3o+pp3+++=them
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
certainly ^rb++++=certainly
not ^xnot++not++=not
intended ^vbd+vsua++xvbn+=intended
for ^in++++=for
mourning ^xvbg+++xvbg+=mourning,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
no ^at++++=no
others ^aps++++=others,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
with ^in++++=with
stockingless ^jj+atrb+++=stockingless
feet ^nns++++=feet
she ^pp3a+pp3+++=she
followed ^vbd+vprv++xvbnx+=followed
the ^ati++++=the
poor ^jj+atrb+++=poor
straw ^nn++++=straw
coffin ^nn++++=coffin
in ^in++++=in
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Suddenly ^rb++++=Suddenly
a ^at++++=a
large ^jj+atrb+++=large
old ^jj+atrb+++=old
carriage ^nn+nom+++=carriage
drove ^vbd+++xvbn+=drove
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
large ^jj+atrb+++=large
old ^jj+atrb+++=old
lady ^nn++++=lady
sat ^vbd+++xvbn+=sat
in ^in++++=in
it ^pp3+it+++=it:
: ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
little ^jj+atrb+++=little
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
felt ^jj+atrb++xvbn+=felt
compassion ^nn++++=compassion
for ^in++++=for
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
the ^ati++++=the
clergyman ^nn+nom+++=clergyman:
: ^zz++++=EXTRAWORD
" ^zz++++="Here,
here ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
give ^vb++++=give
me ^pp1o+pp1+++=me
the ^ati++++=the
little ^jj+atrb+++=little
girl ^nn++++=girl.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
adopt ^vb++++=adopt
her ^pp$+pp3+++=her!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
Karen ^np+++??+=Karen
believed ^vbd+vprv++xvbn+=believed
all ^abn++++=all
this ^dt+dem+++=this
happened ^jj+++xvbn+=happened
on ^in++++=on
account ^nn++++=account
of ^in++++=of
the ^ati++++=the
red ^jj+atrb+++=red
shoes ^nns++++=shoes,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
old ^jj+atrb+++=old
lady ^npt++++=lady
thought ^vbd+++xvbn+=thought
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
horrible ^jj+pred+++=horrible,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
burnt ^vpsv++agls+xvbnx+=burnt.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Karen ^np+++??+=Karen
herself ^ppl+pp3+++=herself
was ^vbd+bedz+vrb++=was
cleanly ^rb++++=cleanly
and ^cc+phrs+++=and
nicely ^rb++++=nicely
dressed ^vbd+++xvbn+=dressed;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
must ^md+nec+++=must
learn ^vb+vprv+++=learn
to ^to+vcmp+++=to
read ^vbn+vprv++xvbn+=read
and ^cc++++=and
sew ^nn+++??+=sew;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
people ^nns++++=people
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
a ^at++++=a
nice ^jj+atrb+++=nice
little ^jj+atrb+++=little
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
looking ^jj+++xvbg+=looking-glass
- ^zz++++=EXTRAWORD
glass ^nn++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Thou
thou ^pp2+pp2+++=EXTRAWORD
art ^nn++++=art
more ^rbr++++=more
than ^in++++=than
nice ^jj++++=nice,
, ^zz++++=EXTRAWORD
thou ^pp2+pp2+++=thou
art ^nn++++=art
beautiful ^jj++++=beautiful!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now
the ^ati++++=the
queen ^npt++++=queen
once ^rb+tm+++=once
travelled ^vbd+++xvbn+=travelled
through ^in++++=through
the ^ati++++=the
land ^nn++++=land,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
her ^pp$+pp3+++=her
little ^ap++++=little
daughter ^nn+nom+++=daughter
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
this ^dt+dem+++=this
little ^jj+atrb+++=little
daughter ^nn+nom+++=daughter
was ^vbd+bedz+vrb++=was
a ^at++++=a
princess ^nns+nom+++=princess,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
people ^nns++++=people
streamed ^vbd+++xvbn+=streamed
to ^in++++=to
the ^ati++++=the
castle ^nn++++=castle,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Karen ^np+++??+=Karen
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
also ^rb+cnj+++=also,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
little ^ap++++=little
princess ^nns+nom+++=princess
stood ^vbd+++xvbn+=stood
in ^in++++=in
her ^pp$+pp3+++=her
fine ^jj+atrb+++=fine
white ^jj+atrb+++=white
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
window ^nn++++=window,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
let ^vb+++xvbn+=let
herself ^ppl+pp3+++=herself
be ^vb+be+aux++=be
stared ^vpsv++agls+xvbnx+=stared
at ^rb++++=at;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
neither ^dt++neg++=neither
a ^at++++=a
train ^nn++++=train
nor ^cc++neg++=nor
a ^at++++=a
golden ^jj+atrb+++=golden
crown ^nn++++=crown,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
splendid ^jj+atrb+++=splendid
red ^jj+atrb+++=red
morocco ^np++++=morocco
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
certainly ^rb++++=certainly
far ^rb+pl+++=far
handsomer ^jjr++++=handsomer
than ^in++++=than
those ^dt+dem+++=those
Dame ^np++++=Dame
Shoemaker ^nn+nom+++=Shoemaker
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
for ^in+ppvb+++=for
little ^jj+atrb+++=little
Karen ^np+++??+=Karen.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
in ^in++++=in
the ^ati++++=the
world ^nn++++=world
can ^md+pos+++=can
be ^vb+be+aux++=be
compared ^vpsv++agls+xvbnx+=compared
with ^in++++=with
red ^jj+atrb+++=red
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
Karen ^np+++??+=Karen
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old
enough ^qlp++++=enough
to ^to++++=to
be ^vbi+vbi+aux++=be
confirmed ^vpsv++agls+xvbnx+=confirmed;
; ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
new ^jj+atrb+++=new
clothes ^nns++++=clothes
and ^cc++++=and
was ^vbd+bedz+aux++=was
to ^to++++=to
have ^vbi++vrb++=have
new ^jj+atrb+++=new
shoes ^nns++++=shoes
also ^rb++++=also.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rich ^jj+atrb+++=rich
shoemaker ^nn+nom+++=shoemaker
in ^in++++=in
the ^ati++++=the
city ^nn++++=city
took ^vbd+++xvbn+=took
the ^ati++++=the
measure ^nn++++=measure
of ^in++++=of
her ^pp$+pp3+++=her
little ^ap++++=little
foot ^nn++++=foot.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
took ^vbd+++xvbn+=took
place ^nn++++=place
at ^in++++=at
his ^pp$+pp3+++=his
house ^nn++++=house,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
room ^nn++++=room;
; ^zz++++=EXTRAWORD
where ^wrb+who+++=where
stood ^vbd+++xvbn+=stood
large ^jj+atrb+++=large
glass ^nn++++=glass-cases,
- ^zz++++=EXTRAWORD
cases ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
filled ^j+++xvbn+=filled
with ^in++++=with
elegant ^jj+atrb+++=elegant
shoes ^nns++++=shoes
and ^cc++++=and
brilliant ^jj+atrb+++=brilliant
boots ^nns++++=boots.
. ^zz++++=EXTRAWORD
All ^abn++++=All
this ^dt+dem+++=this
looked ^jj+atrb++xvbn+=looked
charming ^nvbg+++xvbg+=charming,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
old ^jj+atrb+++=old
lady ^nn++++=lady
could ^md+pos+++=could
not ^xnot++not++=not
see ^vb+vprv+++=see
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
had ^vb+hv+vrb++=had
no ^at++++=no
pleasure ^nn++++=pleasure
in ^in++++=in
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
midst ^nn++++=midst
of ^in++++=of
the ^ati++++=the
shoes ^nns++++=shoes
stood ^vbd+++xvbn+=stood
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
red ^jj+atrb+++=red
ones ^pn++++=ones,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
like ^in++++=like
those ^dt+dem+++=those
the ^ati++++=the
princess ^nns+nom+++=princess
had ^vbd+hvd+aux++=had
worn ^vprf+++xvbnx+=worn.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How
beautiful ^jj++++=beautiful
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were!
! ^zz++++=EXTRAWORD
The ^ati++++=The
shoemaker ^nn+nom+++=shoemaker
said ^vbd+vpub++xvbn+=said
also ^rb++++=also
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++agls+xvbnx+=made
for ^in+ppvb+++=for
the ^ati++++=the
child ^nn++++=child
of ^in++++=of
a ^at++++=a
count ^nn++++=count,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
had ^vb+hv+aux++=had
not ^xnot++not++=not
fitted ^vbd+++xvbn+=fitted.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+vrb++=be
patent ^jj+atrb+++=patent
leather ^nn++++=leather!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
old ^jj+atrb+++=old
lady ^nn++++=lady.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
shine ^vb++++=shine
so ^ql++++=so!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
shine ^vb++++=shine!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Karen ^np+++??+=Karen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
fitted ^vbd+++xvbnx+=fitted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
bought ^vpsv++agls+xvbnx+=bought,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
old ^jj+atrb+++=old
lady ^nn++++=lady
knew ^vbd+vprv++xvbn+=knew
nothing ^pn++++=nothing
about ^in++++=about
their ^pp$+pp3+++=their
being ^vbg+beg++xvbg+=being
red ^jj++++=red,
, ^zz++++=EXTRAWORD
else ^rb+cnj+++=else
she ^pp3a+pp3+++=she
would ^md+prd+++=would
never ^rb++++=never
have ^vb+hv+aux++=have
allowed ^vprf+++xvbnx+=allowed
Karen ^np+++??+=Karen
to ^in++++=to
have ^vbi+vbi+aux++=have
gone ^vprf+++xvbnx+=gone
in ^in++++=in
red ^jj+atrb+++=red
shoes ^nns++++=shoes
to ^to++++=to
be ^vbi+vbi+aux++=be
confirmed ^vpsv++agls+xvbnx+=confirmed.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
