The ^ati++++=The
farther ^rbr++++=farther
I ^pp1a+pp1+++=I
go ^vb++++=go
back ^jjb++++=back
in ^in++++=in
my ^pp$+pp1+++=my
memory ^nn++++=memory
of ^in++++=of
the ^ati++++=the
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
nearer ^rbr++++=nearer
I ^pp1a+pp1+++=I
get ^vb++++=get
to ^to+vcmp+++=to
remembering ^vbi+vprv+tht0++=remembering
incidents ^nns++++=incidents
connected ^vbd+++xvbn+=connected
with ^in++++=with
my ^pp$+pp1+++=my
childhood ^nn+nom+++=childhood,
, ^zz++++=EXTRAWORD
the ^ati++++=the
more ^rbr++++=more
confused ^jj+++xvbn+=confused
and ^cc+phrs+++=and
doubtful ^jj++++=doubtful
do ^vb+do+vrb++=do
my ^pp$+pp1+++=my
recollections ^nns+nom+++=recollections
become ^vb++++=become.
. ^zz++++=EXTRAWORD
Much ^ap++++=Much,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
told ^vpsv++agls+xvbnx+=told
me ^pp1o+pp1+++=me
afterwards ^rb+cnj+++=afterwards,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
more ^rbr++++=more
conscious ^jj+atrb+++=conscious
stage ^nn++++=stage
of ^in++++=of
my ^pp$+pp1+++=my
existence ^nn+nom+++=existence,
, ^zz++++=EXTRAWORD
by ^in++++=by
those ^dt+pdem+++=those
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
with ^in++++=with
loving ^xvbg+++xvbg+=loving
care ^nn++++=care,
, ^zz++++=EXTRAWORD
noticed ^j+++xvbn+=noticed
my ^pp$+pp1+++=my
early ^jj+atrb+++=early
doings ^nns++++=doings.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
many ^ap++++=many
of ^in++++=of
the ^ati++++=the
things ^nns++++=things
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
recall ^vb+vprv+++=recall
never ^rb++++=never
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
or ^cc+phrs+++=or
read ^vbd+vprv++xvbn+=read
them ^pp3o+pp3+++=them
some ^dti++++=some
time ^nn++++=time
or ^cc++++=or
other ^ap++++=other
and ^cc++++=and
their ^pp$+pp3+++=their
remembrance ^nn+nom+++=remembrance
grew ^vbd+++xvbn+=grew
to ^to++++=to
be ^vbi++vrb++=be
part ^nn++++=part
of ^in++++=of
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
Who ^whp+who+whq++=Who
can ^md+pos+++=can
guarantee ^nn+nom+++=guarantee
which ^whp+rel+obj++=which
of ^in++++=of
these ^dt+dem+++=these
recollections ^nns+nom+++=recollections
are ^vb+ber+vrb++=are
of ^in++++=of
real ^jj+atrb+++=real
facts ^nns++++=facts
and ^cc++++=and
which ^whp+rel+obj++=which
of ^in++++=of
tales ^nns++++=tales
told ^vbd+vpub++xvbn+=told
so ^ql++++=so
long ^rb++++=long
ago ^rb++++=ago
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
all ^rb++++=all
the ^ati++++=the
appearance ^nn+nom+++=appearance
of ^in++++=of
truth ^nn++++=truth
who ^whp+rel+subj++=who
can ^md+pos+++=can
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
one ^cd1++++=one
ends ^nns++++=ends
and ^cc++++=and
the ^ati++++=the
other ^ap++++=other
begins ^vbz++++=begins?
? ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
imagination ^nn+nom+++=imagination
recalls ^nns++++=recalls
with ^in++++=with
special ^jj+atrb+++=special
vividness ^nns+nom+++=vividness
the ^ati++++=the
eccentric ^jj+atrb+++=eccentric
figure ^nn++++=figure
of ^in++++=of
Yasha ^np+++??+=Yasha
and ^cc++++=and
the ^ati++++=the
two ^cd++++=two
companions ^nns++++=companions
might ^md+pos+++=might
almost ^rb+hdg+++=almost
call ^nn++++=call
them ^pp3o+pp3+++=them
friends ^nns++++=friends
who ^whp+rel+subj++=who
accompanied ^vbd+++xvbn+=accompanied
him ^pp3o+pp3+++=him
along ^in++++=along
the ^ati++++=the
