There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
jolly ^jj+atrb+++=jolly
miller ^np++++=miller
Lived ^vbd+++xvbn+=Lived
on ^in++++=on
the ^ati++++=the
river ^nn++++=river
Dee ^np++++=Dee;
; ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sang ^vbd+++xvbnx+=sang
and ^cc+phrs+++=and
worked ^vbd+++xvbn+=worked
from ^in++++=from
morn ^jj+++xvbn+=morn
till ^cs+sub+++=till
night ^nn++++=night,
, ^zz++++=EXTRAWORD
No ^at++++=No
lark ^nn++++=lark
so ^ql++++=so
blithe ^vb+++??+=blithe
as ^ql++++=as
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
this ^dt+dem+++=this
the ^ati++++=the
burden ^nn++++=burden
of ^in++++=of
his ^pp$+pp3+++=his
song ^nn++++=song
Forever ^rb++++=Forever
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
be ^vbi++vrb++=be:
: ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
care ^nn++++=care
for ^in++++=for
nobody ^pn++++=nobody,
, ^zz++++=EXTRAWORD
no ^at++++=no!
! ^zz++++=EXTRAWORD
not ^xnot++not++=not
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
nobody ^pn++++=nobody
cares ^vbz++++=cares
for ^in+ppvb+++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Cree-e-eekety-cruck-crick!
cree ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
e ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
eekety ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
cruck ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
crick ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
cree ^np++++=cree-e-eekety-cruck-crick!"
- ^zz++++=EXTRAWORD
e ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
eekety ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
cruck ^nn+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
crick ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
sang ^vbd+++xvbn+=sang
out ^rp+pl+++=out
the ^ati++++=the
big ^jj+atrb+++=big
wheel ^nn++++=wheel
of ^in++++=of
the ^ati++++=the
mill ^nn++++=mill
upon ^in++++=upon
the ^ati++++=the
river ^nn++++=river
Dee ^np++++=Dee,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old
and ^cc++++=and
ricketty ^nn+++??+=ricketty
and ^cc++++=and
had ^vbd+hvd+aux++=had
worked ^vprf+++xvbnx+=worked
many ^ap++++=many
years ^nns++++=years
grinding ^vwbg+++xvbg+=grinding
corn ^nn++++=corn
for ^in++++=for
the ^ati++++=the
miller ^nn++++=miller;
; ^zz++++=EXTRAWORD
so ^rb++++=so
from ^in++++=from
morning ^nn++++=morning
till ^in++++=till
night ^nn++++=night
it ^pp3+it+++=it
creaked ^vbd+++xvbn+=creaked
and ^cc+phrs+++=and
growled ^vbd+++xvbn+=growled
and ^cc+phrs+++=and
complained ^vbd+vpub++xvbn+=complained
as ^cs+sub+++=as
if ^cs+cnd+++=if
rebelling ^nn+nom+++=rebelling
against ^in++++=against
the ^ati++++=the
work ^nn++++=work
it ^pp3+it+++=it
must ^md+nec+++=must
do ^vb+do+vrb++=do.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
country ^nn++++=country
people ^nns++++=people,
, ^zz++++=EXTRAWORD
at ^rb++++=at
work ^nn++++=work
in ^in++++=in
the ^ati++++=the
fields ^nns++++=fields
far ^rb+pl+++=far
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
raise ^vb++++=raise
their ^pp$+pp3+++=their
heads ^nns++++=heads
when ^wrb+who+++=when
the ^ati++++=the
soft ^jj+atrb+++=soft
summer ^nn++++=summer
breezes ^nns++++=breezes
wafted ^vbd+++xvbn+=wafted
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
the ^ati++++=the
wheel ^nn++++=wheel
to ^in++++=to
their ^pp$+pp3+++=their
ears ^nns++++=ears
and ^cc++++=and
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
jolly ^jj+atrb+++=jolly
miller ^np++++=miller
is ^vbz+bez+aux++=is
grinding ^vbg+++xvbgx+=grinding
his ^pp$+pp3+++=his
corn ^nn++++=corn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
times ^nns++++=times
when ^wrb+who+++=when
the ^ati++++=the
mill ^nn++++=mill
was ^vbd+bedz+aux++=was
shut ^vpsv++agls+xvbnx+=shut
down ^rp++++=down
and ^cc++++=and
no ^at++++=no
sound ^nn++++=sound
of ^in++++=of
the ^ati++++=the
wheel ^nn++++=wheel
reached ^vbd+++xvbn+=reached
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
one ^cd1++++=one
another ^dt++++=another,
, ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
jolly ^jj+atrb+++=jolly
miller ^np++++=miller
has ^vbz+hvz+vrb++=has
no ^at++++=no
corn ^nn++++=corn
to ^in++++=to
grind ^nn+++??+=grind
to ^to++++=to-day,"
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc++++=or,
, ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
miller ^nn++++=miller
is ^vbz+bez+vrb++=is
oiling ^nn++++=oiling
the ^ati++++=the
great ^nn++++=great
wheel ^vb++++=wheel."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
they ^pp3a+pp3+++=they
would ^md+prd+++=would
miss ^vb++++=miss
the ^ati++++=the
creaking ^jj+atrb+++=creaking,
, ^zz++++=EXTRAWORD
monotonous ^jj+atrb+++=monotonous
noise ^nn++++=noise,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
feel ^vb+vprv+++=feel
more ^rbr++++=more
content ^nn++++=content
when ^wrb+who+++=when
the ^ati++++=the
mill ^npl++++=mill
started ^vbd+++xvbn+=started
again ^rb+tm+++=again
and ^cc++++=and
made ^vbd+++xvbn+=made
music ^nn++++=music
for ^in++++=for
them ^pp3o+pp3+++=them
as ^ql++++=as
they ^pp3a+pp3+++=they
worked ^vbd+++xvbnx+=worked.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
no ^at++++=no
one ^cd1++++=one
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
mill ^nn++++=mill
unless ^cs+cnd+++=unless
they ^pp3a+pp3+++=they
brought ^vbd+++xvbnx+=brought
corn ^nn++++=corn
to ^in++++=to
grind ^nn+++??+=grind,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
miller ^nn++++=miller
was ^vbd+bedz+vrb++=was
a ^at++++=a
queer ^jj+atrb+++=queer
man ^nn++++=man,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
liked ^vbd+++xvbn+=liked
to ^to+vcmp+++=to
be ^vbi++vrb++=be
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
people ^nns++++=people
passed ^vwbn+++xvbn+=passed
by ^in++++=by
the ^ati++++=the
mill ^nn++++=mill
and ^cc++++=and
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
miller ^np++++=miller
at ^rb++++=at
his ^pp$+pp3+++=his
work ^nn++++=work,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
only ^rb+down+++=only
nodded ^vbd+++xvbn+=nodded
their ^pp$+pp3+++=their
heads ^nns++++=heads,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
knew ^vbd+vprv+tht0+xvbnx+=knew
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
reply ^nn++++=reply
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
spoke ^vbd+++xvbnx+=spoke
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
an ^at++++=an
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
a ^at++++=a
sour ^jj+atrb+++=sour
man ^nn++++=man,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
a ^at++++=a
bad ^jj+atrb+++=bad
man ^nn++++=man;
; ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
contrary ^nn+nom+++=contrary
he ^pp3a+pp3+++=he
could ^md+pos+++=could
be ^vb+be+aux++=be
heard ^vpsv++agls+xvbnx+=heard
singing ^vbg+++xvbg+=singing
at ^rb++++=at
his ^pp$+pp3+++=his
work ^nn++++=work
most ^ql+emph+++=most
of ^in++++=of
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
words ^nns++++=words
of ^in++++=of
his ^pp$+pp3+++=his
song ^nn++++=song
would ^md+prd+++=would
alone ^rb++++=alone
have ^vb+hv+aux++=have
kept ^vprf+++xvbnx+=kept
people ^nns++++=people
away ^in+pl+++=away
from ^in"++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
for ^in++++=for
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
always ^rb++++=always
these ^dt+pdem+++=these:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
care ^nn++++=care
for ^in++++=for
nobody ^pn++++=nobody,
, ^zz++++=EXTRAWORD
no ^at++++=no!
! ^zz++++=EXTRAWORD
not ^xnot++not++=not
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
nobody ^pn++++=nobody
cares ^vbz++++=cares
for ^in+ppvb+++=for
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lived ^vbd+++xvbnx+=lived
all ^abn++++=all
alone ^rb++++=alone
in ^in++++=in
the ^ati++++=the
mill ^nn++++=mill-house,
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
, ^zz++++=EXTRAWORD
cooking ^nvbg+++xvbg+=cooking
his ^pp$+pp3+++=his
own ^ap++++=own
meals ^nns++++=meals
and ^cc++++=and
making ^vbg+++xvbg+=making
his ^pp$+pp3+++=his
own ^ap++++=own
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
neither ^dt++neg++=neither
asking ^jj+++xvbg+=asking
nor ^cc++neg++=nor
receiving ^xvbg+++xvbg+=receiving
help ^vb++++=help
from ^in++++=from
anyone ^pn++++=anyone.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
certain ^jj++++=certain
that ^tht+jcmp+++=that
if ^cs+cnd+++=if
the ^ati++++=the
jolly ^jj+atrb+++=jolly
miller ^np++++=miller
had ^vbd+hvd+aux++=had
cared ^vprf+++xvbnx+=cared
to ^to+vcmp+++=to
have ^vbi++vrb++=have
friends ^nns++++=friends
many ^ap++++=many
would ^md+prd+++=would
have ^vb+hv+aux++=have
visited ^vprf+++xvbnx+=visited
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
the ^ati++++=the
country ^nn++++=country
people ^nns++++=people
were ^vbd+bed+vrb++=were
sociable ^jj+pred+++=sociable
enough ^dt++++=enough
in ^in++++=in
their ^pp$+pp3+++=their
way ^nn++++=way;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
miller ^nn++++=miller
himself ^ppl+pp3+++=himself
who ^whp+who+++=who
refused ^vbd+++xvbn+=refused
to ^to+vcmp+++=to
make ^vbi++++=make
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj+atrb+++=old
Farmer ^nn++++=Farmer
Dobson ^np++++=Dobson
used ^md"++pmd"++=used
to ^to++++=to
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
reason ^nn++++=reason
nobody ^pn++++=nobody
cares ^vbz++++=cares
for ^in+ppvb+++=for
the ^ati++++=the
miller ^nn++++=miller
is ^vbz+bez+vrb++=is
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
fault ^nn++++=fault
of ^in++++=of
the ^ati++++=the
man ^nn++++=man
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
the ^ati++++=the
fault ^nn++++=fault
of ^in++++=of
the ^ati++++=the
people ^nn++++=people!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
However ^rb+cnj+++=However
this ^dt+pdem+++=this
may ^md+pos+++=may
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
true ^jj+pred+++=true
the ^ati++++=the
miller ^np++++=miller
had ^vb+hv+vrb++=had
no ^at++++=no
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
equally ^rb++++=equally
sure ^jj++++=sure
that ^tht+jcmp+++=that
he ^pp3a+pp3+++=he
cared ^vbd+++xvbnx+=cared
to ^to+vcmp+++=to
have ^vbi++vrb++=have
none ^rb+cnj+++=none,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
did ^vbd+dod+aux++=did
not ^xnot++not++=not
make ^vb++++=make
him ^pp3o+pp3+++=him
a ^at++++=a
bit ^nn++++=bit
unhappy ^jj++++=unhappy.
. ^zz++++=EXTRAWORD
Sometimes ^rb+cnj+++=Sometimes,
, ^zz++++=EXTRAWORD
indeed ^rb+cnj+++=indeed,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
at ^in++++=at
evening ^nn++++=evening
in ^in++++=in
the ^ati++++=the
doorway ^nn++++=doorway
of ^in++++=of
the ^ati++++=the
mill ^nn++++=mill
and ^cc++++=and
watched ^vbd+++xvbn+=watched
the ^ati++++=the
moon ^np++++=moon
rise ^vb++++=rise
in ^in++++=in
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
grew ^vbd+++xvbnx+=grew
a ^at++++=a
bit ^nn++++=bit
lonely ^jj++++=lonely
and ^cc+phrs+++=and
thoughtful ^jj++++=thoughtful,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
found ^vbd+vprv+tht0+xvbn+=found
himself ^ppl+pp3+++=himself
longing ^nvbg+++xvbg+=longing
for ^in++++=for
some ^dti++++=some
one ^pn++++=one
to ^in++++=to
love ^nn++++=love
and ^cc++++=and
cherish ^vb++++=cherish,
, ^zz++++=EXTRAWORD
for ^in++++=for
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
the ^ati++++=the
nature ^nn++++=nature
of ^in++++=of
all ^rb++++=all
good ^jj+atrb+++=good
men ^nns++++=men.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
realized ^vbd+vprv++xvbnx+=realized
how ^wrb+who+whcl++=how
his ^pp$+pp3+++=his
thoughts ^nns++++=thoughts
were ^vbd+bed+aux++=were
straying ^vbg+++xvbgx+=straying
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
sing ^vbi++++=sing
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
drove ^vbd+++xvbnx+=drove
away ^rp+pl+++=away
all ^abn++++=all
such ^abl++++=such
hopeless ^jj+atrb+++=hopeless
longings ^nns++++=longings.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
a ^at++++=a
change ^nn++++=change
came ^vbd+++xvbn+=came
over ^in++++=over
the ^ati++++=the
miller ^nn++++=miller's
's ^$++++=EXTRAWORD
life ^nn++++=life.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
one ^cd1++++=one
evening ^nn++++=evening
beside ^in+pl+++=beside
the ^ati++++=the
river ^nn++++=river,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching
the ^ati++++=the
moonbeams ^nns+++??+=moonbeams
play ^nn++++=play
upon ^in++++=upon
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
something ^pn++++=something
came ^vbd+++xvbn+=came
floating ^vbg+++xvbg+=floating
down ^in++++=down
the ^ati++++=the
stream ^nn++++=stream
that ^tht+rel+subj++=that
attracted ^vprf+++xvbn+=attracted
