The ^ati++++=The
horrible ^jj+atrb+++=horrible
conclusion ^nn++++=conclusion
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
gradually ^rb++++=gradually
obtruding ^nvbg+++xvbg+=obtruding
itself ^ppl++++=itself
upon ^in++++=upon
my ^pp$+pp1+++=my
confused ^jj+atrb++xvbn+=confused
and ^cc+phrs+++=and
reluctant ^jj+atrb+++=reluctant
mind ^nn++++=mind
was ^vbd+bedz+vrb++=was
now ^rn+tm+++=now
an ^at++++=an
awful ^jj+atrb+++=awful
certainty ^nn++++=certainty.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
lost ^vpsv++agls+xvbnx+=lost,
, ^zz++++=EXTRAWORD
completely ^rb+cnj+++=completely,
, ^zz++++=EXTRAWORD
hopelessly ^rb++++=hopelessly
lost ^vbd+++xvbn+=lost
in ^in++++=in
the ^ati++++=the
vast ^jj+atrb+++=vast
and ^cc+phrs+++=and
labyrinthine ^jj+atrb+++=labyrinthine
recess ^nn++++=recess
of ^in++++=of
the ^ati++++=the
Mammoth ^nn++++=Mammoth
Cave ^nn++++=Cave.
. ^zz++++=EXTRAWORD
Turn ^nn++++=Turn
as ^ql++++=as
I ^pp1a+pp1+++=I
might ^md+pos+++=might,
, ^zz++++=EXTRAWORD
In ^in++++=In
no ^at++++=no
direction ^nn+nom+++=direction
could ^md+pos+++=could
my ^pp$+pp1+++=my
straining ^jj+atrb++xvbg+=straining
vision ^nn++++=vision
seize ^vb++++=seize
on ^in+ppvb+++=on
any ^dti++++=any
object ^nn++++=object
capable ^jj++++=capable
of ^in++++=of
serving ^xvbg+++xvbg+=serving
as ^ql++++=as
a ^at++++=a
guidepost ^nn+++??+=guidepost
to ^to++++=to
set ^vbi++++=set
me ^pp1o+pp1+++=me
on ^in++++=on
the ^ati++++=the
outward ^jjb+atrb+++=outward
path ^nn++++=path.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
nevermore ^nn+++??+=nevermore
should ^md+nec+++=should
I ^pp1a+pp1+++=I
behold ^vb++++=behold
the ^ati++++=the
blessed ^jj+atrb++xvbn+=blessed
light ^nn++++=light
of ^in++++=of
day ^nn++++=day,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
scan ^nn++++=scan
the ^ati++++=the
pleasant ^jj+atrb+++=pleasant
bills ^nns++++=bills
and ^cc++++=and
dales ^nns+++??+=dales
of ^in++++=of
the ^ati++++=the
beautiful ^jj+atrb+++=beautiful
world ^nn++++=world
outside ^jjb++++=outside,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
reason ^nn++++=reason
could ^md+pos+++=could
no ^at++++=no
longer ^rbr++++=longer
entertain ^vb++++=entertain
the ^ati++++=the
slightest ^jjt+atrb+++=slightest
unbelief ^nn+++??+=unbelief.
. ^zz++++=EXTRAWORD
Hope ^nn++++=Hope
had ^vbd+hvd+aux++=had
departed ^vprf+++xvbnx+=departed.
. ^zz++++=EXTRAWORD
Yet ^rb+cnj+++=Yet,
, ^zz++++=EXTRAWORD
indoctrinated ^j+++xvbn+=indoctrinated
as ^ql++++=as
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
by ^in++++=by
a ^at++++=a
life ^nn++++=life
of ^in++++=of
philosophical ^jj+atrb+++=philosophical
study ^nn++++=study,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
derived ^vbd+++xvbnx+=derived
no ^at++++=no
small ^jj+atrb+++=small
measure ^nn++++=measure
of ^in++++=of
satisfaction ^nn+nom+++=satisfaction
from ^in++++=from
my ^pp$+pp1+++=my
unimpassioned ^jj+atrb++xvbn+=unimpassioned
demeanour ^nn++++=demeanour;
; ^zz++++=EXTRAWORD
for ^in++++=for
although ^cs+con+++=although
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
frequently ^rb++splt++=frequently
read ^vprf+++xvbnx+=read
of ^in++++=of
the ^ati++++=the
wild ^jj+atrb+++=wild
frenzies ^nns+++??+=frenzies
into ^in++++=into
which ^whp+rel+pied++=which
were ^vbd+bed+aux++=were
thrown ^vpsv++agls+xvbnx+=thrown
the ^ati++++=the
victims ^nns++++=victims
of ^in++++=of
similar ^jj+atrb+++=similar
situation ^nn+nom+++=situation,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
experienced ^vbd+++xvbnx+=experienced
none ^pn++++=none
of ^in++++=of
these ^dt+pdem+++=these,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
stood ^vbd+++xvbn+=stood
quiet ^nn++++=quiet
as ^ql++++=as
soon ^rb+tm+++=soon
as ^ql++++=as
I ^pp1a+pp1+++=I
clearly ^rb++++=clearly
realised ^vbd+vprv++xvbn+=realised
the ^ati++++=the
loss ^nn++++=loss
of ^in++++=of
my ^pp$+pp1+++=my
bearings ^nns++++=bearings.
. ^zz++++=EXTRAWORD
Nor ^cc+cls+neg++=Nor
did ^vbd+dod+aux++=did
the ^ati++++=the
thought ^vprf+++xvbn+=thought
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
probably ^rb++splt++=probably
wandered ^vprf+++xvbnx+=wandered
beyond ^in++++=beyond
the ^ati++++=the
utmost ^jjb+atrb+++=utmost
limits ^nns++++=limits
of ^in++++=of
an ^at++++=an
ordinary ^jj+atrb+++=ordinary
search ^nn++++=search
cause ^nn++++=cause
me ^pp1o+pp1+++=me
to ^to++++=to
abandon ^vbi++++=abandon
my ^pp$+pp1+++=my
composure ^nn++++=composure
even ^rb++++=even
for ^in++++=for
a ^at++++=a
