The ^ati++++=The
country ^nn++++=country
residence ^nn+nom+++=residence
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
John ^np++++=John
Hinckman ^np+nom++??+=Hinckman
was ^vbd+bedz+vrb++=was
a ^at++++=a
delightful ^jj+atrb+++=delightful
place ^nn++++=place
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
for ^in++++=for
many ^ap++++=many
reasons ^nns++++=reasons.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
abode ^nn++++=abode
of ^in++++=of
a ^at++++=a
genial ^jj++++=genial,
, ^zz++++=EXTRAWORD
though ^rb+cnj+++=though
somewhat ^rb+down+++=somewhat
impulsive ^jj++++=impulsive,
, ^zz++++=EXTRAWORD
hospitality ^nn+nom+++=hospitality.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
broad ^jj++++=broad,
, ^zz++++=EXTRAWORD
smooth ^jj++++=smooth-shaven
- ^zz++++=EXTRAWORD
shaven ^jj+atrb+++=EXTRAWORD
lawns ^nns++++=lawns
and ^cc++++=and
towering ^jj+atrb++xvbg+=towering
oaks ^nns++++=oaks
and ^cc++++=and
elms ^nns++++=elms;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
bosky ^nn+++??+=bosky
shades ^nns++++=shades
at ^rb++++=at
several ^ap++++=several
points ^nns++++=points,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
not ^xnot++not++=not
far ^rb+pl+++=far
from ^rb"++++=from
the ^ati++++=the
house ^npl++++=house
there ^ex+pex+++=there
was ^vbd+bedz+aux++=was
a ^rb++splt++=a
little ^rb"++++=little
rill ^vb+++??+=rill
spanned ^vpsv++by+xvbn+=spanned
by ^in++++=by
a ^at++++=a
rustic ^jj+atrb+++=rustic
bridge ^nn++++=bridge
with ^in++++=with
the ^ati++++=the
bark ^nn++++=bark
on ^in+strn+++=on;
; ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
fruits ^nns++++=fruits
and ^cc++++=and
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
pleasant ^jj+atrb+++=pleasant
people ^nns++++=people,
, ^zz++++=EXTRAWORD
chess ^nn++++=chess,
, ^zz++++=EXTRAWORD
billiards ^nn++++=billiards,
, ^zz++++=EXTRAWORD
rides ^vbz++++=rides,
, ^zz++++=EXTRAWORD
walks ^nns++++=walks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fishing ^nvbg+++xvbg+=fishing.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
were ^vbd+bed+vrb++=were
great ^jj+atrb+++=great
attractions ^nns+nom+++=attractions,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
none ^rb++++=none
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
all ^rb++++=all
of ^in++++=of
them ^pp3o+pp3+++=them
together ^nn+nom+++=together,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
sufficient ^jj++++=sufficient
to ^to+jcmp+++=to
hold ^vbi+vprv+++=hold
me ^pp1o+pp1+++=me
to ^in++++=to
the ^ati++++=the
place ^nn++++=place
very ^ql+amp+++=very
long ^rb++++=long.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
invited ^vpsv++agls+xvbnx+=invited
for ^in++++=for
the ^ati++++=the
trout ^nn++++=trout
season ^nn++++=season,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
should ^md+nec+++=should,
, ^zz++++=EXTRAWORD
probably ^rb+cnj+++=probably,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
finished ^vprf+++xvbnx+=finished
my ^pp$+pp1+++=my
visit ^vb++++=visit
early ^jj++++=early
in ^in++++=in
the ^ati++++=the
summer ^nn++++=summer
had ^vb+hv+aux++=had
it ^pp3+it+++=it
not ^xnot++not++=not
been ^vprf+ben+vrb+xvbn+=been
that ^dt+dem+++=that
upon ^in++++=upon
fair ^jj+atrb+++=fair
days ^nns++++=days,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
grass ^nn++++=grass
was ^vbd+bedz+vrb++=was
dry ^jj+pred+++=dry,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sun ^nn++++=sun
not ^xnot++not++=not
too ^rb++++=too
hot ^jj++++=hot,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
but ^cc++++=but
little ^jj+atrb+++=little
wind ^nn++++=wind,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
strolled ^vbd+++xvbn+=strolled
beneath ^in+pl+++=beneath
the ^ati++++=the
lofty ^np++++=lofty
elms ^nns++++=elms,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
passed ^vbd+++xvbn+=passed
lightly ^rb++++=lightly
through ^in++++=through
the ^ati++++=the
bosky ^nn+++??+=bosky
shades ^nns++++=shades,
, ^zz++++=EXTRAWORD
the ^ati++++=the
form ^nn++++=form
of ^in++++=of
my ^pp$+pp1+++=my
Madeline ^np+++??+=Madeline.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
lady ^nn++++=lady
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
in ^in++++=in
very ^ap+amp+++=very
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
Madeline ^np+++??+=Madeline.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vb+hv+aux++=had
never ^rb++splt++=never
given ^vprf+++xvbnx+=given
herself ^ppl+pp3+++=herself
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
had ^vb+hv+vrb++=had
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
in ^in++++=in
any ^dti++++=any
way ^nn++++=way,
, ^zz++++=EXTRAWORD
acquired ^jj+atrb++xvbn+=acquired
possession ^nn++++=possession
of ^in++++=of
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^ql++++=as
I ^pp1a+pp1+++=I
considered ^vbd+vprv+tht0+xvbnx+=considered
her ^pp$+pp3+++=her
possession ^nn++++=possession
the ^ati++++=the
only ^rb+down+++=only
sufficient ^jj+atrb+++=sufficient
reason ^nn++++=reason
for ^in++++=for
the ^ati++++=the
continuance ^nn+nom+++=continuance
of ^in++++=of
my ^pp$+pp1+++=my
existence ^nn+nom+++=existence,
