The ^ati++++=The
August ^nr++++=August
morning ^nn++++=morning
was ^vbd+bedz+vrb++=was
bright ^jj+pred+++=bright
and ^cc+phrs+++=and
fair ^jj++++=fair,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Herbert ^np++++=Herbert
Scofield ^np++++=Scofield's
's ^$++++=EXTRAWORD
brow ^nn++++=brow
was ^vbd+bedz+aux++=was
clouded ^vpsv++agls+xvbnx+=clouded.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
wandered ^vprf+++xvbnx+=wandered
off ^in+pl+++=off
to ^in++++=to
a ^at++++=a
remote ^jj+atrb+++=remote
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
grounds ^nns++++=grounds
of ^in++++=of
a ^at++++=a
summer ^nn++++=summer
hotel ^npl++++=hotel
on ^in++++=on
the ^ati++++=the
Hudson ^np++++=Hudson,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seated ^vpsv++agls+xvbn+=seated
in ^in++++=in
the ^ati++++=the
shade ^nn++++=shade
of ^in++++=of
a ^at++++=a
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
lapsed ^vprf+++xvbnx+=lapsed
into ^in++++=into
such ^abl++++=such
deep ^jj++++=deep
thought ^vprf+++xvbn+=thought
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
cigar ^nn++++=cigar
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
out ^rp+pl+++=out
and ^cc++++=and
the ^ati++++=the
birds ^nns++++=birds
were ^vbd+bed+aux++=were
becoming ^vbg+++xvbgx+=becoming
bold ^jj++++=bold
in ^in++++=in
the ^ati++++=the
vicinity ^nn+nom+++=vicinity
of ^in++++=of
his ^pp$+pp3+++=his
motionless ^jj+atrb+++=motionless
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
vacation ^nn+nom+++=vacation
time ^nn++++=time
and ^cc++++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
the ^ati++++=the
country ^nn++++=country
ostensibly ^rb++++=ostensibly
for ^in++++=for
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
result ^nn++++=result,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv+tht0+xvbnx+=found
himself ^ppl+pp3+++=himself
in ^in++++=in
the ^ati++++=the
worst ^jjt+atrb+++=worst
state ^nn++++=state
of ^in++++=of
unrest ^nn++++=unrest
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
known ^vprf+++xvbnx+=known.
. ^zz++++=EXTRAWORD
Minnie ^np+++??+=Minnie
Madison ^np+++??+=Madison,
, ^zz++++=EXTRAWORD
a ^at++++=a
young ^jj+atrb+++=young
lady ^nn++++=lady
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
long ^rb++splt++=long
admired ^vprf+++xvbnx+=admired,
