The ^ati++++=The
Inn ^nn++++=Inn
of ^in++++=of
the ^ati++++=the
Three ^cd++++=Three
Barbels ^np+++??+=Barbels
was ^vbd+bedz+vrb++=was
formerly ^rb+tm+++=formerly
at ^in++++=at
Tours ^nns++++=Tours,
, ^zz++++=EXTRAWORD
the ^ati++++=the
best ^jjt+atrb+++=best
place ^nn++++=place
in ^in++++=in
the ^ati++++=the
town ^nn++++=town
for ^in++++=for
sumptuous ^jj+atrb+++=sumptuous
fare ^nn++++=fare;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
landlord ^nn++++=landlord,
, ^zz++++=EXTRAWORD
reputed ^xvbn+++xvbn+=reputed
the ^ati++++=the
best ^nn++++=best
of ^in++++=of
cooks ^nns++++=cooks,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
to ^to++++=to
prepare ^vbi++++=prepare
wedding ^nn++++=wedding
breakfasts ^nns++++=breakfasts
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
Chatelherault ^np+++??+=Chatelherault,
, ^zz++++=EXTRAWORD
Loches ^np+++??+=Loches,
, ^zz++++=EXTRAWORD
Vendome ^np+++??+=Vendome,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Blois ^np+++??+=Blois.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
said ^vbd+vpub++xvbn+=said
man ^nn++++=man,
, ^zz++++=EXTRAWORD
an ^at++++=an
old ^jj+atrb+++=old
fox ^nn++++=fox,
, ^zz++++=EXTRAWORD
perfect ^jj++++=perfect
in ^in++++=in
his ^pp$+pp3+++=his
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
never ^rb++++=never
lighted ^jj+atrb++xvbn+=lighted
lamps ^nns++++=lamps
in ^in++++=in
the ^ati++++=the
day ^nn++++=day
time ^nn++++=time,
, ^zz++++=EXTRAWORD
knew ^j+++xvbn+=knew
how ^wrb+who+++=how
to ^in++++=to
skin ^nn++++=skin
a ^at++++=a
flint ^nn++++=flint,
, ^zz++++=EXTRAWORD
charged ^j+++xvbn+=charged
for ^in++++=for
wool ^nn++++=wool,
, ^zz++++=EXTRAWORD
leather ^nn++++=leather,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
feathers ^nns+nom+++=feathers,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
an ^at++++=an
eye ^nn++++=eye
to ^in++++=to
everything ^pn++++=everything,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
easily ^rb++++=easily
let ^vb+++xvbn+=let
anyone ^pn++++=anyone
pay ^nn++++=pay
with ^in++++=with
chaff ^nn+++??+=chaff
instead ^rb+cnj+++=instead
of ^in++++=of
coin ^nn++++=coin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
a ^at++++=a
penny ^nn++++=penny
less ^rbr++++=less
than ^in++++=than
his ^pp$+pp3+++=his
account ^nn++++=account
would ^md+prd+++=would
have ^vb+hv+aux++=have
affronted ^vprf+++xvbnx+=affronted
even ^rb++++=even
a ^at++++=a
prince ^nn++++=prince.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
rest ^nn++++=rest,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
good ^jj++++=good
banterer ^jjr++++=banterer,
, ^zz++++=EXTRAWORD
drinking ^vbg+++xvbg+=drinking
and ^cc+phrs+++=and
laughing ^vbg+++xvbg+=laughing
with ^in++++=with
his ^pp$+pp3+++=his
regular ^jj+atrb+++=regular
customers ^nns+nom+++=customers,
, ^zz++++=EXTRAWORD
hat ^nn++++=hat
in ^in++++=in
hand ^nn++++=hand
always ^rb++++=always
before ^cs+sub+++=before
the ^ati++++=the
persons ^nns++++=persons
furnished ^vbd+++xvbn+=furnished
with ^in++++=with
plenary ^jj+atrb+++=plenary
indulgences ^nns+nom+++=indulgences
entitled ^vwbn+++xvbn+=entitled
Sit ^vb++++=Sit
nomen ^jj+++xvbn+=nomen
Domini ^np+++??+=Domini
benedictum ^nn+++??+=benedictum,
, ^zz++++=EXTRAWORD
running ^nvbg+++xvbg+=running
them ^pp3o+pp3+++=them
into ^in++++=into
expense ^nn++++=expense,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
proving ^vb+++xvbg+=proving
to ^to+vcmp+++=to
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
need ^nn++++=need
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
by ^in++++=by
sound ^nn++++=sound
argument ^nn+nom+++=argument,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
wines ^nns++++=wines
were ^vbd+bed+vrb++=were
dear ^jj+pred+++=dear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
whatever ^nn+nom+++=whatever
they ^pp3a+pp3+++=they
might ^md+pos+++=might
think ^vb+vprv+++=think,
, ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
was ^vbd+bedz+aux++=was
given ^vpsv++agls+xvbnx+=given
away ^rb+phrv+++=away
in ^in++++=in
Touraine ^np+++??+=Touraine,
, ^zz++++=EXTRAWORD
everything ^pn++++=everything
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
bought ^vprf+++xvbn+=bought,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time,
, ^zz++++=EXTRAWORD
paid ^j+++xvbn+=paid
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
In ^rb++++=In
short ^rb"++++=short,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
could ^md+pos+++=could
without ^in++++=without
disgrace ^nn+++??+=disgrace
have ^vb+hv+aux++=have
done ^vprf+++xvbnx+=done
so ^pn++++=so,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
have ^vb+hv+aux++=have
reckoned ^vprf++tht0+xvbnx+=reckoned
so ^pn++++=so
much ^ap++++=much
for ^in++++=for
the ^ati++++=the
good ^jj+atrb+++=good
air ^nn++++=air,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
much ^ap++++=much
for ^in++++=for
the ^ati++++=the
view ^nn++++=view
of ^in++++=of
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
he ^pp3a+pp3+++=he
built ^vbd+++xvbnx+=built
up ^rp++++=up
a ^at++++=a
tidy ^jj+atrb+++=tidy
fortune ^nn++++=fortune
with ^in++++=with
other ^ap++++=other
people ^nns++++=people's
's ^$++++=EXTRAWORD
money ^nn++++=money,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
as ^ql++++=as
round ^in++++=round
as ^ql++++=as
a ^at++++=a
butt ^nn++++=butt,
, ^zz++++=EXTRAWORD
larded ^j+++xvbn+=larded
with ^in++++=with
fat ^nn++++=fat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
