The ^ati++++=The
Tale ^nn++++=Tale
of ^in++++=of
the ^ati++++=the
Pie ^nn++++=Pie
and ^cc++++=and
the ^ati++++=the
Patty ^np++++=Patty-Pan
- ^zz++++=EXTRAWORD
pan ^vb++++=EXTRAWORD
Pussy ^np+++??+=Pussy-cat
- ^zz++++=EXTRAWORD
cat ^nn++++=EXTRAWORD
sits ^vbz++++=sits
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire--how
-- ^--+clp+++=EXTRAWORD
how ^wrb+who+whq++=EXTRAWORD
should ^md+nec+++=should
she ^pp3a+pp3+++=she
be ^vb+be+vrb++=be
fair ^jj+pred+++=fair?
? ^zz++++=EXTRAWORD
In ^in++++=In
walks ^nns++++=walks
the ^ati++++=the
little ^rb++++=little
dog ^nn++++=dog--says
-- ^--+clp+++=EXTRAWORD
says ^vbz+vpub+++=EXTRAWORD
" ^zz++++="Pussy
pussy ^nn+++??+=EXTRAWORD
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you
there ^rn+pl+++=there?
? ^zz++++=EXTRAWORD
How ^wrb+who+whq++=How
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do
Mistress ^nns+nom+++=Mistress
Pussy ^np+++??+=Pussy?
? ^zz++++=EXTRAWORD
Mistress ^nns+nom+++=Mistress
Pussy ^np+++??+=Pussy,
, ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you
kindly ^rb+cnj+++=kindly,
, ^zz++++=EXTRAWORD
little ^ap++++=little
dog ^nn++++=dog,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fare ^vb++++=fare
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
you ^pp2+pp2+++=you!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
upon ^in++++=upon
a ^at++++=a
time ^nn++++=time
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
Pussy ^np+++??+=Pussy-cat
- ^zz++++=EXTRAWORD
cat ^nn++++=EXTRAWORD
called ^vbd+++xvbn+=called
Ribby ^np+++??+=Ribby,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
invited ^vbd+++xvbn+=invited
a ^rb++++=a
little ^rb"++++=little
dog ^nn++++=dog
called ^vbd+++xvbn+=called
Duchess ^nns+nom+++=Duchess
to ^in++++=to
tea ^nn++++=tea.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
in ^in++++=in
good ^jj+atrb+++=good
time ^nn++++=time,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^uh++++=dear
Duchess ^nns+nom+++=Duchess,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ribby ^np++++=Ribby's
's ^$++++=EXTRAWORD
letter ^nn++++=letter,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
we ^pp1a+pp1+++=we
will ^md+prd+++=will
have ^vb+hv+vrb++=have
something ^pn++++=something
so ^ql++++=so
very ^ql+amp+++=very
nice ^jj++++=nice.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
baking ^nn++++=baking
it ^pp3+it+++=it
in ^in++++=in
a ^at++++=a
pie-dish ^jj++++=pie-dish--a
-- ^--+clp+++=EXTRAWORD
a ^at++++=EXTRAWORD
pie ^nn++++=pie-dish
- ^zz++++=EXTRAWORD
dish ^nn++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
pink ^jj+atrb+++=pink
rim ^nn++++=rim.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
never ^rb++++=never
tasted ^vprf+++xvbn+=tasted
anything ^pn++++=anything
so ^rb+emph+++=so
good ^jj++++=good!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
You ^pp2+pp2+++=YOU
shall ^md+prd+++=shall
eat ^vb++++=eat
it ^pp3+it+++=it
all ^rb++++=all!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
eat ^vb++++=eat
muffins ^nns+++??+=muffins,
