Once ^rb+tm+++=Once
upon ^in++++=upon
a ^at++++=a
time ^nn++++=time
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
small ^jj+atrb+++=small
farmer ^nn++++=farmer
living ^vwbg+++xvbg+=living
in ^in++++=in
Wendron ^np+++??+=Wendron
parish ^nn++++=parish,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
far ^rb+pl+++=far
from ^rb"++++=from
the ^ati++++=the
church ^nn++++=church-town.
- ^zz++++=EXTRAWORD
town ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++='Thaniel
thaniel ^nn+++??+=EXTRAWORD
Teague ^np+++??+=Teague
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
name ^nn++++=name.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
Teague ^np+++??+=Teague
happened ^vbd+++xvbn+=happened
to ^to+vcmp+++=to
walk ^vbi++++=walk
into ^in+ppvb+++=into
Helston ^np+++??+=Helston
on ^in++++=on
a ^at++++=a
Furry ^np+++??+=Furry-day,
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
Mayor ^nn++++=Mayor
and ^cc++++=and
townspeople ^nns++++=townspeople
dance ^nn++++=dance
through ^in++++=through
the ^ati++++=the
streets ^nns++++=streets
to ^in++++=to
the ^ati++++=the
Furry ^np+++??+=Furry-tune.
- ^zz++++=EXTRAWORD
tune ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
evening ^nn++++=evening
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
grand ^jj+atrb+++=grand
ball ^nn++++=ball
given ^vwbn+++xvbn+=given
at ^rb++++=at
the ^ati++++=the
Angel ^nn++++=Angel
Hotel ^npl++++=Hotel,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
landlord ^nn++++=landlord
very ^ql+amp+++=very
kindly ^rb++++=kindly
allowed ^vwbn+++xvbn+=allowed
Teague ^np+++??+=Teague--who
-- ^--+clp+++=EXTRAWORD
who ^whp+who+whq++=EXTRAWORD
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
too ^ql++++=too
late ^jj++++=late
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was--to
-- ^--+clp+++=EXTRAWORD
to ^to++++=EXTRAWORD
look ^vbi++++=look
in ^in++++=in
through ^in++++=through
the ^ati++++=the
door ^nn++++=door
and ^cc++++=and
watch ^vb++++=watch
the ^ati++++=the
gentry ^nn++++=gentry
dance ^nn++++=dance
the ^ati++++=the
Lancers ^nns+nom++??+=Lancers.
. ^zz++++=EXTRAWORD
Teague ^np+++??+=Teague
thought ^vbd+++xvbn+=thought
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
anything ^pn++++=anything
so ^rb+emph+++=so
heavenly ^jj++++=heavenly.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
with ^in++++=with
one ^cd1++++=one
hindrance ^nn+nom+++=hindrance
and ^cc++++=and
another ^dt++++=another
it ^pp3+it+++0='twas
was ^vbd+bedz+vrb++=EXTRAWORD
past ^jjb+atrb+++=past
midnight ^nn++++=midnight
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
reached ^vbd+++xvbnx+=reached
home ^nr++++=home,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
nothing ^pn++++=nothing
would ^md+prd+++=would
do ^vb+do+vrb++=do
for ^in++++=for
him ^pp3o+pp3+++=him
but ^cc++++=but
he ^pp3a+pp3+++=he
must ^md+nec+++=must
have ^vb+hv+vrb++=have
his ^pp$+pp3+++=his
wife ^nn++++=wife
and ^cc++++=and
six ^cd++++=six
children ^nns++++=children
out ^rp+pl+++=out
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor
in ^in++++=in
their ^pp$+pp3+++=their
night ^nn++++=night-clothes,
- ^zz++++=EXTRAWORD
clothes ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
practising ^nvbg+++xvbg+=practising
the ^ati++++=the
Grand ^jj+atrb+++=Grand
Chain ^nn++++=Chain
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
sang ^vbd+++xvbnx+=sang-Out
- ^zz++++=EXTRAWORD
out ^rp+pl+++=EXTRAWORD
of ^in++++=of
my ^pp$+pp1+++=my
stony ^jj+atrb+++=stony
griefs ^nns++++=griefs
Bethel ^np+++??+=Bethel
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
raise ^vb++++=raise!
! ^zz++++=EXTRAWORD
The ^ati++++=The
seventh ^nn++++=seventh
child ^nn++++=child,
, ^zz++++=EXTRAWORD
the ^ati++++=the
babby ^np++++=babby,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
set ^vbd+++xvbnx+=set
down ^rb+phrv+++=down
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
nine ^cd++++=nine-pin.
- ^zz++++=EXTRAWORD
pin ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
worst ^nn++++=worst
of ^in++++=of
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
the ^ati++++=the
poor ^jj+atrb+++=poor
mite ^nn++++=mite
twisted ^vbd+++xvbn+=twisted
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
trying ^vbg+++xvbg+=trying
to ^to+vcmp+++=to
follow ^vbi+vprv+++=follow
his ^pp$+pp3+++=his
mammy ^nn+++??+=mammy
round ^in++++=round
and ^cc++++=and
round ^nn++++=round,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
grew ^vbd+++xvbnx+=grew
up ^rb+phrv+++=up
with ^in+ppvb+++=with
a ^at++++=a
cast ^nn+++xvbn+=cast
from ^in++++=from
that ^dt+dem+++=that
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
it ^pp3+it+++0='Tis
is ^vbz+bez+vrb++=EXTRAWORD
of ^in++++=of
this ^dt+dem+++=this
child ^nn++++=child--Joby
-- ^--+clp+++=EXTRAWORD
joby ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called--that
-- ^--+clp+++=EXTRAWORD
that ^tht+vcmp+++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
