A ^at++++=A
week ^nn++++=week
before ^in++++=before
the ^ati++++=the
thirtieth ^nn++++=thirtieth
of ^in++++=of
May ^md+pos+++=May,
, ^zz++++=EXTRAWORD
three ^cd++++=three
friends ^nns++++=friends--John
-- ^--+clp+++=EXTRAWORD
john ^np++++=EXTRAWORD
Stover ^np+++??+=Stover
and ^cc++++=and
Henry ^np++++=Henry
Merrill ^np+++??+=Merrill
and ^cc++++=and
Asa ^np+++??+=Asa
Brown ^np++++=Brown--happened
-- ^--+clp+++=EXTRAWORD
happened ^vb+++xvbn+=EXTRAWORD
to ^to+vcmp+++=to
meet ^vbi++++=meet
on ^in++++=on
Saturday ^nr++++=Saturday
evening ^nn++++=evening
at ^in++++=at
Barton ^np++++=Barton's
's ^$++++=EXTRAWORD
store ^nn++++=store
at ^rb++++=at
the ^ati++++=the
Plains ^np+++??+=Plains.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
ready ^jj+pred+++=ready
to ^to+jcmp+++=to
enjoy ^vbi++++=enjoy
this ^dt+dem+++=this
idle ^jj+atrb+++=idle
hour ^nn++++=hour
after ^in++++=after
a ^at++++=a
busy ^jj+atrb+++=busy
week ^nn++++=week.
. ^zz++++=EXTRAWORD
After ^in++++=After
long ^rb++++=long
easterly ^jj+atrb+++=easterly
rains ^nns++++=rains,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sun ^nn++++=sun
had ^vb+hv+aux++=had
at ^rb++splt++=at
last ^rb"++++=last
come ^vb++++=come
out ^rp+pl+++=out
bright ^jj++++=bright
and ^cc+phrs+++=and
clear ^jj++++=clear,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
Barlow ^np++++=Barlow
farmers ^nns+nom+++=farmers
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
planting ^vbg+++xvbgx+=planting.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
even ^rb++++=even
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
of ^in++++=of
ploughing ^nn++++=ploughing
left ^vbd+++xvbn+=left
to ^to++++=to
be ^vbi+vbi+aux++=be
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
the ^ati++++=the
season ^nn++++=season
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
The ^ati++++=The
three ^cd++++=three
middle ^jjb++++=middle-aged
- ^zz++++=EXTRAWORD
aged ^jj+atrb+++=EXTRAWORD
men ^nns++++=men
were ^vbd+bed+vrb++=were
old ^jj+atrb+++=old
friends ^nns++++=friends.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
school ^nn++++=school-fellows,
- ^zz++++=EXTRAWORD
fellows ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
hardly ^rb+down+++=hardly
out ^rp+pl+++=out
of ^in++++=of
their ^pp$+pp3+++=their
boyhood ^nn+nom+++=boyhood
the ^ati++++=the
war ^nn++++=war
came ^vbd+++xvbn+=came
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
enlisted ^vbd+++xvbnx+=enlisted
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
company ^nn++++=company,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
same ^ap++++=same
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
happened ^vpsv++agls+xvbn+=happened
to ^to+vcmp+++=to
march ^vb++++=march
away ^rp+pl+++=away
elbow ^nn++++=elbow
to ^in++++=to
elbow ^nn++++=elbow.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
the ^ati++++=the
great ^jj+atrb+++=great
experience ^nn+nom+++=experience
of ^in++++=of
a ^at++++=a
great ^jj+atrb+++=great
war ^nn++++=war,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
years ^nns++++=years
that ^tht+rel+subj++=that
followed ^vbd+vprv++xvbn+=followed
their ^pp$+pp3+++=their
return ^nn++++=return
from ^in++++=from
the ^ati++++=the
South ^nr+pl+++=South
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
each ^dt++++=each
almost ^rb+hdg+++=almost
alike ^rb++++=alike.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
men ^nns++++=men
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
rustic ^jj+atrb+++=rustic
household ^nn++++=household,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
knew ^vbd+vprv++xvbnx+=knew
each ^ppls++++=each
other's ^ppls++++=other's
history ^nn++++=history
so ^ql++++=so
well ^rb++++=well.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
sitting ^vbg+++xvbgx+=sitting
on ^in++++=on
a ^at++++=a
low ^jj+atrb+++=low
wooden ^jj+atrb+++=wooden
bench ^nn++++=bench
at ^in++++=at
the ^ati++++=the
left ^nn+++xvbn+=left
of ^in++++=of
the ^ati++++=the
store ^nn++++=store
door ^nn++++=door
as ^ql++++=as
you ^pp2+pp2+++=you
went ^vbd+++xvbn+=went
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
People ^nns++++=People
were ^vbd+bed+aux++=were
coming ^vbg+++xvbgx+=coming
and ^cc+phrs+++=and
going ^vbg+++xvbg+=going
on ^in++++=on
their ^pp$+pp3+++=their
Saturday ^nr++++=Saturday
night ^nn++++=night
errands, ^nn+++??+=errands,--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
post ^nn++++=post-office
- ^zz++++=EXTRAWORD
office ^nn++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
in ^in++++=in
Barton ^np++++=Barton's
's ^$++++=EXTRAWORD
store, ^nn+++??+=store,--but
-- ^--+clp+++=EXTRAWORD
but ^cc+cls+++=EXTRAWORD
the ^ati++++=the
friends ^nns++++=friends
talked ^vbd+++xvbn+=talked
