The ^ati++++=The
view ^nn++++=view
from ^in++++=from
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Manstey ^np++++=Manstey's
's ^$++++=EXTRAWORD
window ^nn++++=window
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
striking ^jj+atrb++xvbg+=striking
one ^pn++++=one,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^in++++=to
her ^pp$+pp3+++=her
at ^rb++++=at
least ^rb"++++=least
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
interest ^nn++++=interest
and ^cc++++=and
beauty ^nn++++=beauty.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Manstey ^np++++=Manstey
occupied ^vbd+++xvbn+=occupied
the ^ati++++=the
back ^jjb+atrb+++=back
room ^nn++++=room
on ^in++++=on
the ^ati++++=the
third ^nn++++=third
floor ^nn++++=floor
of ^in++++=of
a ^at++++=a
New ^jj+atrb+++=New
York ^np++++=York
boardinghouse ^nn+++??+=boardinghouse,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
street ^nn++++=street
where ^wrb+who+++=where
the ^ati++++=the
ash ^nn++++=ash-barrels
- ^zz++++=EXTRAWORD
barrels ^nns++++=EXTRAWORD
lingered ^vbd+++xvbn+=lingered
late ^jj++++=late
on ^in++++=on
the ^ati++++=the
sidewalk ^nn++++=sidewalk
and ^cc++++=and
the ^ati++++=the
gaps ^nns++++=gaps
in ^in++++=in
the ^ati++++=the
pavement ^nn+nom+++=pavement
would ^md+prd+++=would
have ^vb+hv+aux++=have
staggered ^vprf+++xvbnx+=staggered
a ^at++++=a
Quintus ^np+++??+=Quintus
Curtius ^np+++??+=Curtius.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
the ^ati++++=the
widow ^nn++++=widow
of ^in++++=of
a ^at++++=a
clerk ^nn++++=clerk
in ^in++++=in
a ^at++++=a
large ^jj+atrb+++=large
wholesale ^jjb++++=wholesale
house ^npl++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
death ^nn++++=death
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
her ^pp$+pp3+++=her
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
for ^in++++=for
her ^pp$+pp3+++=her
only ^rb+down+++=only
daughter ^nn+nom+++=daughter
had ^vbd+hvd+aux++=had
married ^vprf+++xvbnx+=married
in ^in++++=in
California ^np++++=California,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
not ^xnot++not++=not
afford ^vb++++=afford
the ^ati++++=the
long ^jj+atrb+++=long
journey ^nn++++=journey
to ^in++++=to
