There ^ex+pex+++=There
come ^vprf+++xvbn+=come
those ^dt+dem+++=those
times ^nns++++=times
in ^in++++=in
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
every ^at++++=every
woman ^nn++++=woman
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
feels ^vbz+vprv+++=feels
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
must ^md+nec+++=must
wash ^vb++++=wash
her ^pp3o+pp3+++=her
hair ^nn++++=hair
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
does ^vbz+doz+vrb++=does
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
feeling ^jj+atrb++xvbg+=feeling
may ^md+pos+++=may
come ^vprf+++xvbn+=come
upon ^in+ppvb+++=upon
her ^pp$+pp3+++=her
suddenly ^rb+cnj+++=suddenly,
, ^zz++++=EXTRAWORD
without ^in++++=without
warning ^nn++++=warning,
, ^zz++++=EXTRAWORD
at ^rb++++=at
any ^dti++++=any
hour ^nn++++=hour
of ^in++++=of
the ^ati++++=the
day ^nn++++=day
or ^cc++++=or
night ^nn++++=night;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
its ^pp$+it+++=its
approach ^nn++++=approach
may ^md+pos+++=may
be ^vb+be+vrb++=be
slow ^jj+pred+++=slow
and ^cc+phrs+++=and
insidious ^jj++++=insidious,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
the ^ati++++=the
victim ^nn++++=victim
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
at ^rb++++=at
first ^rb"++++=first
realize ^vb+vprv+++=realize
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
that ^dt+pdem+++=that
fills ^vbz++++=fills
her ^pp$+pp3+++=her
with ^in++++=with
that ^dt+dem+++=that
sensation ^nn+nom+++=sensation
of ^in++++=of
unrest ^nn++++=unrest.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
once ^rb+tm+++=once
in ^in++++=in
the ^ati++++=the
clutches ^nns++++=clutches
of ^in++++=of
the ^ati++++=the
idea ^nn++++=idea
she ^pp3a+pp3+++=she
knows ^vbz+vprv+++=knows
no ^at++++=no
happiness ^nns+nom+++=happiness,
, ^zz++++=EXTRAWORD
no ^at++++=no
peace ^nn++++=peace,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
donned ^vwbn+++xvbn+=donned
a ^at++++=a
kimono ^np++++=kimono,
, ^zz++++=EXTRAWORD
gathered ^j+++xvbn+=gathered
up ^rp++++=up
