There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
" ^zz++++="Don
don ^npt++++=EXTRAWORD
Alonzo ^np+++??+=Alonzo!
! ^zz++++=EXTRAWORD
Deacon ^np+++??+=Deacon
Bassett ^np++++=Bassett's
's ^$++++=EXTRAWORD
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wishful ^vb++++=wishful
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Don ^npt++++=Don
Alonzo ^np+++??+=Alonzo
Pit ^nn++++=Pit-kin!"
- ^zz++++=EXTRAWORD
kin ^nns++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Joe ^np++++=Joe
Pitkin ^np+++??+=Pitkin
stood ^vbd+++xvbn+=stood
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
she ^pp3a+pp3+++=she
shook ^vbd+++xvbnx+=shook
her ^pp$+pp3+++=her
shoulders ^nns+nom+++=shoulders
with ^in++++=with
a ^at++++=a
despairing ^jj+atrb++xvbg+=despairing
gesture ^nn++++=gesture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
went ^vbd+++xvbn+=went
back ^jjb++++=back
into ^in++++=into
the ^ati++++=the
sitting ^jj+++xvbg+=sitting-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
Deacon ^np+++??+=Deacon
