When ^wrb+who+++=When
the ^ati++++=the
literary ^jj+atrb+++=literary
gentleman ^nn+nom+++=gentleman,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
flat ^jj+atrb+++=flat
old ^jj+atrb+++=old
Ma ^npt++++=Ma
Parker ^np++++=Parker
cleaned ^vwbn+++xvbn+=cleaned
every ^at++++=every
Tuesday ^nr++++=Tuesday,
, ^zz++++=EXTRAWORD
opened ^j+++xvbn+=opened
the ^ati++++=the
door ^nn++++=door
to ^in++++=to
her ^pp$+pp3+++=her
that ^dt+dem+++=that
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
after ^in+ppvb+++=after
her ^pp$+pp3+++=her
grandson ^nn++++=grandson.
. ^zz++++=EXTRAWORD
Ma ^npt++++=Ma
Parker ^np++++=Parker
stood ^vbd+++xvbn+=stood
on ^in++++=on
the ^ati++++=the
doormat ^nn++++=doormat
inside ^in+pl+++=inside
the ^ati++++=the
dark ^jj++++=dark
little ^ap++++=little
hall ^npl++++=hall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
stretched ^vbd+++xvbnx+=stretched
out ^rp+pl+++=out
her ^pp$+pp3+++=her
hand ^nn++++=hand
to ^to++++=to
help ^vbi++++=help
her ^pp$+pp3+++=her
gentleman ^nn+nom+++=gentleman
shut ^vbd+++xvbn+=shut
the ^ati++++=the
door ^nn++++=door
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
buried ^vbd+++xvbn+=buried
' ^zz++++='im
im ^&fw++++=EXTRAWORD
yesterday ^nr+tm+++=yesterday,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
quietly ^rb++++=quietly.
. ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
dear ^jj++++=dear
me ^pp1o+pp1+++=me!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
sorry ^jj++++=sorry
to ^to+jcmp+++=to
hear ^vbi+vprv+tht0++=hear
that ^tht+vcmp+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
literary ^jj+atrb+++=literary
gentleman ^nn+nom+++=gentleman
in ^in++++=in
a ^at++++=a
shocked ^jj+atrb++xvbn+=shocked
tone ^nn++++=tone.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle
of ^in++++=of
his ^pp$+pp3+++=his
breakfast ^nn++++=breakfast.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
a ^at++++=a
very ^ql+amp+++=very
shabby ^jj++++=shabby
dressinggown ^jj+++xvbn+=dressinggown
and ^cc+phrs+++=and
carried ^jj+++xvbn+=carried
a ^at++++=a
crumpled ^jj+atrb++xvbn+=crumpled
newspaper ^nn+nom+++=newspaper
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt
awkward ^jj++++=awkward.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
hardly ^rb+down+splt++=hardly
go ^vb++++=go
back ^jjb++++=back
to ^in++++=to
the ^ati++++=the
warm ^nn++++=warm
sitting ^vwbg+++xvbg+=sitting-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
without ^in++++=without
saying ^xvbg+++xvbg+=saying
something ^pn++++=something
something ^pn++++=something
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
because ^cs+cos+++=because
these ^dt+dem+++=these
people ^nns++++=people
set ^vbd+++xvbn+=set
such ^abl++++=such
store ^nn++++=store
by ^in++++=by
funerals ^nns+nom+++=funerals
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
kindly ^rb+cnj+++=kindly,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hope ^vb++++=hope
the ^ati++++=the
funeral ^nn++++=funeral
went ^vbd+++xvbn+=went
off ^in+pl+++=off
all ^abn++++=all
right ^jj++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Beg
beg ^vb++++=EXTRAWORD
parding ^nvbg+++xvbg+=parding,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
old ^jj+atrb+++=old
Ma ^npt++++=Ma
Parker ^np++++=Parker
huskily ^rb++++=huskily.
. ^zz++++=EXTRAWORD
Poor ^jj+atrb+++=Poor
old ^jj+atrb+++=old
bird ^nn++++=bird!
! ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
look ^vb++++=look
dashed ^vbd+++xvbn+=dashed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hope ^vb++++=hope
the ^ati++++=the
funeral ^nn++++=funeral
was ^vbd+bedz+vrb++=was
a ^at++++=a
a ^at++++=a
success ^nns+nom+++=success,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
Ma ^npt++++=Ma
Parker ^np++++=Parker
gave ^vbd+++xvbn+=gave
no ^at++++=no
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
bent ^vbd+++xvbnx+=bent
her ^pp3o+pp3+++=her
head ^jjb++++=head
and ^cc+phrs+++=and
hobbled ^jj+++xvbn+=hobbled
off ^in+pl+++=off
to ^in++++=to
the ^ati++++=the
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
clasping ^vbg+++xvbg+=clasping
the ^ati++++=the
old ^jj+atrb+++=old
fish ^nn++++=fish
bag ^nn++++=bag
that ^tht+rel+subj++=that
held ^vwbn+vprv++xvbn+=held
her ^pp$+pp3+++=her
cleaning ^nvbg+++xvbg+=cleaning
things ^nns++++=things
and ^cc++++=and
an ^at++++=an
apron ^nn++++=apron
and ^cc++++=and
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
felt ^vbd+vprv++xvbn+=felt
shoes ^nns++++=shoes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
literary ^jj+atrb+++=literary
gentleman ^nn+nom+++=gentleman
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
eyebrows ^nns++++=eyebrows
and ^cc++++=and
went ^vbd+++xvbn+=went
back ^jjb++++=back
to ^in++++=to
his ^pp$+pp3+++=his
breakfast ^nn++++=breakfast.
. ^zz++++=EXTRAWORD
" ^zz++++="Overcome,
overcome ^vb+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suppose ^vb+vprv+++=suppose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
aloud ^rb+cnj+++=aloud,
, ^zz++++=EXTRAWORD
helping ^vbg+++xvbg+=helping
himself ^ppl+pp3+++=himself
to ^in++++=to
the ^ati++++=the
marmalade ^nn++++=marmalade.
. ^zz++++=EXTRAWORD
Ma ^npt++++=Ma
Parker ^np++++=Parker
drew ^vbd+++xvbn+=drew
the ^ati++++=the
two ^cd++++=two
jetty ^nn++++=jetty
spears ^nns++++=spears
out ^rp+pl+++=out
of ^in++++=of
her ^pp$+pp3+++=her
toque ^nn++++=toque
and ^cc++++=and
hung ^vbd+++xvbn+=hung
it ^pp3+it+++=it
behind ^in+pl+++=behind
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
unhooked ^vbd+++xvbnx+=unhooked
her ^pp$+pp3+++=her
worn ^vbd+++xvbn+=worn
jacket ^nn++++=jacket
and ^cc++++=and
hung ^vbd+++xvbn+=hung
that ^dt+dem+++=that
up ^rp++++=up
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
tied ^vbd+++xvbnx+=tied
her ^pp3o+pp3+++=her
apron ^nn++++=apron
and ^cc++++=and
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
to ^to++++=to
take ^vbi++++=take
off ^rb+phrv+++=off
her ^pp3o+pp3+++=her
boots ^nns++++=boots.
. ^zz++++=EXTRAWORD
To ^to++++=To
take ^vbi++++=take
off ^rb+phrv+++=off
her ^pp3o+pp3+++=her
boots ^nns++++=boots
or ^cc++++=or
to ^to++++=to
put ^vbi++++=put
them ^pp3o+pp3+++=them
on ^in++++=on
was ^vbd+bedz+vrb++=was
an ^at++++=an
agony ^nn++++=agony
to ^in++++=to
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
agony ^nn++++=agony
for ^in++++=for
years ^nns++++=years.
. ^zz++++=EXTRAWORD
In ^in++++=In
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
so ^cs+sub+++=so
accustomed ^vprf+++xvbn+=accustomed
to ^in++++=to
the ^ati++++=the
pain ^nn++++=pain
that ^tht+rel+obj++=that
her ^pp3o+pp3+++=her
face ^nn++++=face
was ^vbd+bedz+aux++=was
drawn ^vpsv++agls+xvbnx+=drawn
and ^cc+phrs+++=and
screwed ^vbd+++xvbn+=screwed
up ^rp++++=up
ready ^jj++++=ready
for ^in++++=for
the ^ati++++=the
twinge ^nn++++=twinge
before ^cs+sub+++=before
she ^pp3a+pp3+++0=she'd
'd ^md+prd+vrb++=EXTRAWORD
so ^ql++++=so
much ^ap++++=much
as ^cs+sub+++=as
untied ^vbd+++xvbn+=untied
the ^ati++++=the
laces ^nns++++=laces.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
over ^rp++++=over,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
back ^jjb++++=back
with ^in++++=with
a ^at++++=a
sigh ^nn++++=sigh
and ^cc++++=and
softly ^rb++++=softly
rubbed ^vbd+++xvbn+=rubbed
her ^pp$+pp3+++=her
knees ^nns++++=knees
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="Gran!
gran ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Gran ^np++++=Gran!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
little ^ap++++=little
grandson ^nn++++=grandson
stood ^vbd+++xvbn+=stood
on ^in++++=on
her ^pp$+pp3+++=her
lap ^nn++++=lap
in ^in++++=in
his ^pp$+pp3+++=his
button ^nn++++=button
boots ^nns++++=boots.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++0=He'd
'd ^md+prd+aux++=EXTRAWORD
just ^rb+emph+splt++=just
come ^vb++++=come
in ^in++++=in
from ^in++++=from
playing ^xvbg+++xvbg+=playing
in ^in++++=in
the ^ati++++=the
street ^nn++++=street.
. ^zz++++=EXTRAWORD
" ^zz++++="Look
look ^vb++++=EXTRAWORD
what ^wdt+who+++=what
a ^at++++=a
state ^nn++++=state
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
made ^vprf+++xvbnx+=made
your ^pp$+pp2+++=your
gran ^np++++=gran's
's ^$++++=EXTRAWORD
skirt ^nn++++=skirt
into ^in++++=into
you ^pp2+pp2+++=you
wicked ^jj+atrb+++=wicked
boy ^nn++++=boy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
he ^pp3a+pp3+++=he
put ^vbd+++xvbnx+=put
his ^pp$+pp3+++=his
arms ^nns++++=arms
round ^rp++++=round
her ^pp3o+pp3+++=her
neck ^nn++++=neck
and ^cc++++=and
rubbed ^vbd+++xvbn+=rubbed
his ^pp$+pp3+++=his
cheek ^nn++++=cheek
against ^in++++=against
hers ^pp$$++++=hers.
. ^zz++++=EXTRAWORD
" ^zz++++="Gran,
gran ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
gi ^nn++++=gi'
' ^zz++++=EXTRAWORD
us ^pp1o+pp1+++=us
a ^at++++=a
penny ^nn++++=penny!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
coaxed ^vbd+++xvbnx+=coaxed.
. ^zz++++=EXTRAWORD
" ^zz++++="Be
be ^vb+be+vrb++=EXTRAWORD
off ^in+pl+++=off
with ^in++++=with
you ^pp2+pp2+++=you;
; ^zz++++=EXTRAWORD
Gran ^np++++=Gran
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
got ^vbd+++xvbn+=got
no ^at++++=no
pennies ^nns++++=pennies."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
' ^zz++++='ave."
ave ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ai ^vb+be+++=ain't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
' ^zz++++='ave.
ave ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
Gi ^np+++??+=Gi'
' ^zz++++=EXTRAWORD
us ^pp1o+pp1+++=us
one ^pn++++=one!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Already ^rb++++=Already
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
feeling ^nvbg+++xvbg+=feeling
for ^in+ppvb+++=for
the ^ati++++=the
old ^jj++++=old,
, ^zz++++=EXTRAWORD
squashed ^jj+atrb++xvbn+=squashed,
, ^zz++++=EXTRAWORD
black ^jj+atrb+++=black
leather ^nn++++=leather
purse ^nn++++=purse.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+whq++=what'll
'll ^md+prd+++0=EXTRAWORD
you ^pp2+pp2+++=you
give ^vb++++=give
your ^pp$+pp2+++=your
gran ^np++++=gran?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gave ^vbd+++xvbnx+=gave
a ^at++++=a
shy ^jj++++=shy
little ^ap++++=little
laugh ^nn++++=laugh
and ^cc++++=and
pressed ^vbd+++xvbn+=pressed
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
felt ^vbd+vprv+tht0+xvbnx+=felt
his ^pp$+pp3+++=his
eyelid ^nn+++??+=eyelid
quivering ^vwbg+++xvbg+=quivering
against ^in++++=against
her ^pp$+pp3+++=her
cheek ^nn++++=cheek.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
got ^vprf+++xvbn+=got
nothing ^pn++++=nothing,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
murmured ^vbd+++xvbnx+=murmured
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
woman ^nn++++=woman
sprang ^vbd+++xvbn+=sprang
up ^rp++++=up,
, ^zz++++=EXTRAWORD
seized ^j+++xvbn+=seized
the ^ati++++=the
iron ^nn++++=iron
