There ^ex+pex+++=There
are ^vb+ber+vrb++=are
two ^cd++++=two
ways ^nns++++=ways
of ^in++++=of
doing ^xvbg+++xvbg+=doing
battle ^nn++++=battle
against ^in++++=against
Disgrace ^np+++??+=Disgrace.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
may ^md+pos+++=may
live ^vb++++=live
it ^pp3+it+++=it
down ^rp++++=down;
; ^zz++++=EXTRAWORD
or ^cc+cls+++=or
you ^pp2+pp2+++=you
may ^md+pos+++=may
run ^vbd+++xvbn+=run
away ^in+pl+++=away
from ^in"++++=from
it ^pp3+it+++=it
and ^cc++++=and
hide ^nn++++=hide.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
method ^nn++++=method
is ^vbz+bez+vrb++=is
heart ^nn++++=heart-breaking,
- ^zz++++=EXTRAWORD
breaking ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
sure ^jj++++=sure.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
relied ^vpsv++agls+xvbnx+=relied
upon ^in++++=upon
because ^cs+cos+++=because
of ^in"++++=of
the ^ati++++=the
uncomfortable ^jj+atrb+++=uncomfortable
way ^nn++++=way
Disgrace ^np+++??+=Disgrace
has ^vbz+hvz+vrb++=has
of ^in++++=of
turning ^xvbg+++xvbg+=turning
up ^rp++++=up
at ^in++++=at
your ^pp$+pp2+++=your
heels ^nns++++=heels
just ^rb+emph+++=just
when ^wrb+who+++=when
you ^pp2+pp2+++=you
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
eluded ^vprf+++xvbnx+=eluded
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
last ^jj+atrb+++=last
town ^nn++++=town
but ^cc++++=but
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Ted ^np++++=Ted
Terrill ^np+++??+=Terrill
did ^vbd+dod+aux++=did
not ^xnot++not++=not
choose ^vb++++=choose
the ^ati++++=the
first ^od++++=first
method ^nn++++=method.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
it ^pp3+it+++=it
thrust ^vbd+++xvbn+=thrust
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
Ted ^np++++=Ted
had ^vbd+hvd+aux++=had
served ^vprf+++xvbnx+=served
his ^pp$+pp3+++=his
term ^nn++++=term
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
back ^jjb+atrb+++=back
home ^nr++++=home
to ^to++++=to
visit ^vbi++++=visit
his ^pp$+pp3+++=his
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
grave ^nn++++=grave,
, ^zz++++=EXTRAWORD
intending ^vb+++xvbg+=intending
to ^to+vcmp+++=to
take ^vbi++++=take
the ^ati++++=the
next ^ap++++=next
train ^nn++++=train
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
none ^rb++++=none
of ^in++++=of
the ^ati++++=the
prison ^nn++++=prison
pallor ^nn++++=pallor
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
read ^vbd+vprv++xvbn+=read
about ^in++++=about
in ^in++++=in
books ^nns++++=books,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
shortstop ^nn+++??+=shortstop
on ^in++++=on
the ^ati++++=the
penitentiary ^nn+nom+++=penitentiary
all ^abn++++=all-star
- ^zz++++=EXTRAWORD
star ^nn++++=EXTRAWORD
baseball ^nn++++=baseball
team ^nn++++=team,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
famed ^jj++++=famed
for ^in++++=for
the ^ati++++=the
dexterity ^nn+nom+++=dexterity
with ^in++++=with
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
could ^md+pos+++=could
grab ^vb++++=grab
up ^rp++++=up
red ^jj++++=red-hot
- ^zz++++=EXTRAWORD
hot ^jj+atrb+++=EXTRAWORD
grounders ^nns+nom+++=grounders.
. ^zz++++=EXTRAWORD
The ^ati++++=The
storied ^jj+atrb++xvbn+=storied
lock ^nn++++=lock
step ^nn++++=step
and ^cc++++=and
the ^ati++++=the
clipped ^jj+atrb++xvbn+=clipped
hair ^nn++++=hair
effect ^nn++++=effect
also ^rb++++=also
were ^vbd+bed+aux++=were
missing ^vbg+++xvbgx+=missing.
. ^zz++++=EXTRAWORD
The ^ati++++=The
superintendent ^nn++++=superintendent
of ^in++++=of
Ted ^np++++=Ted's
's ^$++++=EXTRAWORD
prison ^nn++++=prison
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
reform ^nn++++=reform
kind ^nn++++=kind.
