There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
certain ^jj++++=certain
very ^ql+amp+++=very
dry ^vb++++=dry
land ^nn++++=land,
, ^zz++++=EXTRAWORD
the ^ati++++=the
people ^nn++++=people
whereof ^wrb+who+++=whereof
were ^vbd+bed+vrb++=were
in ^in++++=in
sore ^jj+atrb+++=sore
need ^nn++++=need
of ^in++++=of
water ^nn++++=water.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
did ^vbd+dod+vrb++=did
nothing ^pn++++=nothing
but ^cc++++=but
seek ^vb++++=seek
after ^in++++=after
water ^nn++++=water
from ^in++++=from
morning ^nn++++=morning
until ^in++++=until
night ^nn++++=night,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
perished ^jj+++xvbn+=perished
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
could ^md+pos+++=could
not ^xnot++not++=not
find ^vb+vprv+++=find
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Howbeit ^np+++??+=Howbeit,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
certain ^jj+atrb+++=certain
men ^nns++++=men
in ^cs+sub+++=in
that ^cs"++++=that
land ^nn++++=land
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
more ^rbr++++=more
crafty ^jj+pred+++=crafty
and ^cc+phrs+++=and
diligent ^jj++++=diligent
than ^in++++=than
the ^ati++++=the
rest ^nn++++=rest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+pdem+++=these
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
stores ^nns++++=stores
of ^in++++=of
water ^nn++++=water
where ^wrb+who+++=where
others ^aps++++=others
could ^md+pos+++=could
find ^vb+vprv+++=find
none ^rb+cnj+++=none,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
these ^dt+dem+++=these
men ^nns++++=men
were ^vbd+bed+aux++=were
called ^vpsv++agls+xvbnx+=called
capitalists ^nns+nom+++=capitalists.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
to ^to++++=to
pass ^vbi++++=pass
that ^cs+sub+++=that
the ^ati++++=the
people ^nn++++=people
of ^in++++=of
the ^ati++++=the
land ^nn++++=land
came ^vbd+++xvbn+=came
unto ^in++++=unto
the ^ati++++=the
capitalists ^nns+nom+++=capitalists
and ^cc++++=and
prayed ^vbd+vsua++xvbn+=prayed
them ^pp3o+pp3+++=them
that ^cs+sub+++=that
they ^pp3a+pp3+++=they
would ^md+prd+++=would
give ^vb++++=give
them ^pp3o+pp3+++=them
of ^in++++=of
the ^ati++++=the
water ^nn++++=water
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
might ^md+pos+++=might
drink ^vb++++=drink,
, ^zz++++=EXTRAWORD
for ^in++++=for
their ^pp$+pp3+++=their
need ^nn++++=need
was ^vbd+bedz+vrb++=was
sore ^jj+pred+++=sore.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
capitalists ^nns+nom+++=capitalists
answered ^vbd+vpub++xvbn+=answered
them ^pp3o+pp3+++=them
and ^cc++++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=ye
silly ^jj+atrb+++=silly
people ^nns++++=people!
! ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
should ^md+nec+++=should
we ^pp1a+pp1+++=we
give ^vb++++=give
you ^pp2+pp2+++=you
of ^in++++=of
the ^ati++++=the
water ^nn++++=water
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
gathered ^vprf+++xvbnx+=gathered,
, ^zz++++=EXTRAWORD
for ^in++++=for
then ^rn+tm+++=then
should ^md+nec+++=should
we ^pp1a+pp1+++=we
become ^vb++++=become
as ^ql++++=as
ye ^pp2+pp2+++=ye
are ^vb+ber+vrb++=are,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perish ^vb++++=perish
with ^in++++=with
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
behold ^vb++++=behold
what ^wdt+who+++=what
we ^pp1a+pp1+++=we
will ^md+prd+++=will
do ^vb+do+vrb++=do
unto ^in++++=unto
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
Be ^vb+be+vrb++=Be
ye ^pp2+pp2+++=ye
our ^pp$+pp1+++=our
servants ^nns+nom+++=servants,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ye ^pp2+pp2+++=ye
shall ^md+prd+++=shall
have ^vb+hv+vrb++=have
water ^nn++++=water."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
the ^ati++++=the
people ^nns++++=people
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
give ^vb++++=give
us ^pp1o+pp1+++=us
to ^to++++=to
drink ^vbi++++=drink,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
will ^md+prd+++=will
be ^vb+be+vrb++=be
your ^pp$+pp2+++=your
servants ^nns+nom+++=servants,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
and ^cc++++=and
our ^pp$+pp1+++=our
children ^nns++++=children."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
so ^rb++++=so.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
the ^ati++++=the
capitalists ^nns+nom+++=capitalists
were ^vbd+bed+vrb++=were
men ^nns++++=men
of ^in++++=of
understanding ^xvbg+++xvbg+=understanding,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
wise ^jj++++=wise
in ^in++++=in
their ^pp$+pp3+++=their
generation ^nn+nom+++=generation.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
ordered ^vbd+vsua++xvbnx+=ordered
the ^ati++++=the
people ^nns++++=people
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
their ^pp$+pp3+++=their
servants ^nns+nom+++=servants
in ^in++++=in
bands ^nns++++=bands,
, ^zz++++=EXTRAWORD
with ^in++++=with
captains ^nns++++=captains
and ^cc++++=and
officers ^nns+nom+++=officers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
they ^pp3a+pp3+++=they
put ^vbd+++xvbnx+=put
at ^rb++++=at
the ^ati++++=the
springs ^vbz++++=springs
to ^to++++=to
dip ^vbi++++=dip,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
others ^aps++++=others
did ^vbd+dod+aux++=did
they ^pp3a+pp3+++=they
make ^vb++++=make
to ^to++++=to
carry ^vbi++++=carry
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
others ^aps++++=others
did ^vbd+dod+aux++=did
they ^pp3a+pp3+++=they
cause ^vb++++=cause
to ^to+vcmp+++=to
seek ^vbi++++=seek
for ^in++++=for
new ^nn++++=new
springs ^vbz++++=springs.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
all ^rb++++=all
the ^ati++++=the
water ^nn++++=water
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
together ^nn+nom+++=together
in ^in++++=in
one ^cd1++++=one
place ^nn++++=place,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^rn+pl+++=there
did ^vbd+dod+vrb++=did
the ^ati++++=the
capitalists ^nns+nom+++=capitalists
make ^vb++++=make
a ^at++++=a
great ^jj+atrb+++=great
tank ^nn++++=tank
for ^in++++=for
to ^to++++=to
hold ^vbi+vprv+++=hold
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
tank ^nn++++=tank
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
the ^ati++++=the
Market ^nn++++=Market,
, ^zz++++=EXTRAWORD
for ^in++++=for
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
that ^cs+sub+++=that
the ^ati++++=the
people ^nn++++=people,
, ^zz++++=EXTRAWORD
even ^rb++++=even
the ^ati++++=the
servants ^nns+nom+++=servants
of ^in++++=of
the ^ati++++=the
capitalists ^nns+nom+++=capitalists,
, ^zz++++=EXTRAWORD
came ^j+++xvbn+=came
to ^to++++=to
get ^vbi++++=get
water ^nn++++=water.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
capitalists ^nns+nom+++=capitalists
said ^vbd+vpub++xvbn+=said
unto ^in++++=unto
the ^ati++++=the
people ^nn++++=people:
: ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
every ^at++++=every
bucket ^nn++++=bucket
of ^in++++=of
water ^nn++++=water
that ^tht+rel+obj++=that
ye ^pp2+pp2+++=ye
bring ^vb++++=bring
to ^rb+phrv+++=to
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
may ^md+pos+++=may
pour ^&fw++++=pour
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
tank ^nn++++=tank,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
the ^ati++++=the
Market ^nn++++=Market,
, ^zz++++=EXTRAWORD
behold ^vb++++=behold
we ^pp1a+pp1+++=we
will ^md+prd+++=will
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
penny ^nn++++=penny;
; ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
every ^at++++=every
bucket ^nn++++=bucket
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
shall ^md+prd+++=shall
draw ^vb++++=draw
forth ^np++++=forth
to ^to++++=to
give ^vbi++++=give
unto ^in++++=unto
you ^pp2+pp2+++=you
that ^cs+sub+++=that
you ^pp2+pp2+++=you
may ^md+pos+++=may
drink ^vb++++=drink
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=ye
and ^cc++++=and
your ^pp$+pp2+++=your
wives ^nns++++=wives
and ^cc++++=and
your ^pp$+pp2+++=your
children ^nns++++=children,
, ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=ye
shall ^md+prd+++=shall
give ^vb++++=give
to ^in++++=to
us ^pp1o+pp1+++=us
two ^cd++++=two
pennies ^nns++++=pennies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
difference ^nn+nom+++=difference
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
our ^pp$+pp1+++=our
profit ^nn++++=profit,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
that ^tht+vcmp+++=that
if ^cs+cnd+++=if
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
for ^in++++=for
this ^dt+dem+++=this
profit ^nn++++=profit
we ^pp1a+pp1+++=we
would ^md+prd+++=would
not ^xnot++not++=not
do ^vb+do+vrb++=do
this ^dt+dem+++=this
thing ^nn++++=thing
for ^in++++=for
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
ye ^pp2+pp2+++=ye
should ^md+nec+++=should
all ^rb++splt++=all
perish ^vb++++=perish."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
And ^cc++++=And
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
good ^jj+pred+++=good
in ^in++++=in
the ^ati++++=the
people ^nns++++=people's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
for ^in++++=for
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
dull ^jj+pred+++=dull
of ^in++++=of
understanding ^xvbg+++xvbg+=understanding,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
diligently ^rb++++=diligently
brought ^vbd+++xvbn+=brought
water ^nn++++=water
unto ^in++++=unto
the ^ati++++=the
tank ^nn++++=tank
for ^in++++=for
many ^ap++++=many
days ^nns++++=days,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
every ^at++++=every
bucket ^nn++++=bucket
which ^whp+rel+obj++=which
they ^pp3a+pp3+++=they
did ^vbd+dod+aux++=did
bring ^vb++++=bring,
, ^zz++++=EXTRAWORD
the ^ati++++=the
capitalists ^nns+nom+++=capitalists
gave ^vbd+++xvbn+=gave
them ^pp3o+pp3+++=them
every ^at++++=every
man ^nn++++=man
a ^at++++=a
penny ^nn++++=penny;
; ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
every ^at++++=every
bucket ^nn++++=bucket
that ^tht+rel+obj++=that
the ^ati++++=the
capitalists ^nns+nom+++=capitalists
drew ^vbd+++xvbn+=drew
forth ^rp++++=forth
from ^in++++=from
the ^ati++++=the
tank ^nn++++=tank
to ^to++++=to
give ^vbi++++=give
again ^rb+tm+++=again
unto ^in++++=unto
the ^ati++++=the
people ^nn++++=people,
, ^zz++++=EXTRAWORD
behold ^vb++++=behold,
, ^zz++++=EXTRAWORD
the ^ati++++=the
people ^nns++++=people
rendered ^vbd+++xvbn+=rendered
to ^in++++=to
the ^ati++++=the
capitalists ^nns+nom+++=capitalists
two ^cd++++=two
pennies ^nns++++=pennies.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
after ^in++++=after
many ^ap++++=many
days ^nns++++=days
the ^ati++++=the
water ^nn++++=water-tank,
- ^zz++++=EXTRAWORD
tank ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
the ^ati++++=the
Market ^nn++++=Market,
, ^zz++++=EXTRAWORD
overflowed ^j+++xvbn+=overflowed
at ^rb++++=at
the ^ati++++=the
top ^jjb++++=top,
, ^zz++++=EXTRAWORD
seeing ^vbg+vprv++xvbg+=seeing
that ^tht+vcmp+++=that
for ^in++++=for
every ^at++++=every
bucket ^nn++++=bucket
the ^ati++++=the
people ^nns++++=people
poured ^vbd+++xvbn+=poured
in ^in++++=in
they ^pp3a+pp3+++=they
received ^vbd+++xvbnx+=received
only ^rb+down+++=only
so ^ql++++=so
much ^ap++++=much
as ^ql++++=as
would ^md+prd+++=would
buy ^vb++++=buy
again ^rb+tm+++=again
half ^abn++++=half-a-bucket.
- ^zz++++=EXTRAWORD
a ^at++++=EXTRAWORD
- ^zz++++=EXTRAWORD
bucket ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
because ^cs+cos+++=because
of ^in"++++=of
the ^ati++++=the
excess ^nn++++=excess
that ^tht+rel+subj++=that
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left
to ^in++++=to
every ^at++++=every
bucket ^nn++++=bucket,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
the ^ati++++=the
tank ^nn++++=tank
overflow ^nn++++=overflow,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
people ^nns++++=people
were ^vbd+bed+vrb++=were
many ^ap++++=many,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
capitalists ^nns+nom+++=capitalists
were ^vbd+bed+vrb++=were
few ^ap++++=few,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
drink ^vb++++=drink
no ^at++++=no
more ^rbr++++=more
than ^in++++=than
others ^aps++++=others.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore
did ^vbd+dod+vrb++=did
the ^ati++++=the
tank ^nn++++=tank
overflow ^nn++++=overflow.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
when ^wrb+who+++=when
the ^ati++++=the
capitalists ^nns+nom+++=capitalists
saw ^vbd+vprv++xvbn+=saw
that ^tht+vcmp+++=that
the ^ati++++=the
water ^nn++++=water
overflowed ^vbd+++xvbn+=overflowed,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
said ^vbd+vpub++xvbnx+=said
to ^to+vcmp+++=to
the ^ati++++=the
people ^nns++++=people
" ^zz++++="See
see ^vb+vprv+tht0++=EXTRAWORD
ye ^pp2+pp2+++=ye
not ^xnot++not++=not
the ^ati++++=the
tank ^nn++++=tank,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
the ^ati++++=the
Market ^nn++++=Market,
, ^zz++++=EXTRAWORD
doth ^vbz+doz+vrb++=doth
overflow ^nn++++=overflow?
? ^zz++++=EXTRAWORD
Sit ^vb++++=Sit
ye ^pp2+pp2+++=ye
down ^rp++++=down,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
be ^vb+be+vrb++=be
patient ^nn++++=patient,
, ^zz++++=EXTRAWORD
for ^in++++=for
ye ^pp2+pp2+++=ye
shall ^md+prd+++=shall
bring ^vb++++=bring
us ^pp1o+pp1+++=us
no ^at++++=no
more ^rbr++++=more
water ^nn++++=water
till ^in++++=till
the ^ati++++=the
tank ^nn++++=tank
be ^vb+be+vrb++=be
empty ^jj+pred+++=empty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
the ^ati++++=the
people ^nns++++=people
no ^at++++=no
more ^ql++++=more
received ^jj+++xvbn+=received
