There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
twenty ^cd++++=twenty-six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
of ^in++++=of
us ^pp1o+pp1+++=us
twenty ^cd++++=twenty-six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
living ^jj+atrb++xvbg+=living
machines ^nns++++=machines,
, ^zz++++=EXTRAWORD
locked ^j+++xvbn+=locked
up ^rp++++=up
in ^in++++=in
a ^at++++=a
damp ^jj+atrb+++=damp
cellar ^nn++++=cellar,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
patted ^vbd+++xvbn+=patted
dough ^nn+++??+=dough
from ^in++++=from
morning ^nn++++=morning
till ^in++++=till
night ^nn++++=night,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
biscuits ^nns++++=biscuits
and ^cc++++=and
cakes ^nns++++=cakes.
. ^zz++++=EXTRAWORD
The ^ati++++=The
windows ^nns++++=windows
of ^in++++=of
our ^pp$+pp1+++=our
cellar ^nn++++=cellar
looked ^vbd+++xvbn+=looked
out ^rp+pl+++=out
into ^in++++=into
a ^at++++=a
ditch ^nn++++=ditch,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+aux++=was
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
bricks ^nns++++=bricks
grown ^vbd+++xvbn+=grown
green ^np++++=green
from ^in++++=from
dampness ^nns+nom+++=dampness,
, ^zz++++=EXTRAWORD
the ^ati++++=the
window ^nn++++=window
frames ^nns++++=frames
were ^vbd+bed+aux++=were
obstructed ^vpsv++agls+xvbnx+=obstructed
from ^in++++=from
the ^ati++++=the
outside ^nn++++=outside
by ^in++++=by
a ^at++++=a
dense ^jj+atrb+++=dense
iron ^nn++++=iron
netting ^nn++++=netting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
light ^nn++++=light
of ^in++++=of
the ^ati++++=the
sun ^nn++++=sun
could ^md+pos+++=could
not ^xnot++not++=not
peep ^nn++++=peep
in ^in++++=in
through ^in++++=through
the ^ati++++=the
panes ^nns++++=panes,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+aux++=were
covered ^vpsv++agls+xvbnx+=covered
with ^in++++=with
flour ^nn++++=flour-dust.
- ^zz++++=EXTRAWORD
dust ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
proprietor ^nn++++=proprietor
stopped ^vbd+++xvbn+=stopped
up ^rp++++=up
our ^pp$+pp1+++=our
windows ^nns++++=windows
with ^in++++=with
iron ^nn++++=iron
that ^tht+rel+obj++=that
we ^pp1a+pp1+++=we
might ^md+pos+++=might
not ^xnot++not++=not
give ^vb++++=give
his ^pp$+pp3+++=his
bread ^nn++++=bread
to ^in++++=to
the ^ati++++=the
poor ^jj++++=poor
or ^cc++++=or
to ^in++++=to
those ^dt+dem+++=those
of ^in++++=of
our ^pp$+pp1+++=our
companions ^nns++++=companions
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
out ^rp+pl+++=out
of ^in++++=of
work ^nn++++=work,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
starving ^vbg+++xvbgx+=starving;
; ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
proprietor ^nn++++=proprietor
called ^vbd+++xvbn+=called
us ^pp1o+pp1+++=us
cheats ^vbz++++=cheats
and ^cc+phrs+++=and
gave ^vbd+++xvbn+=gave
us ^pp1o+pp1+++=us
for ^in++++=for
our ^pp$+pp1+++=our
dinner ^nn++++=dinner
tainted ^vbd+++xvbn+=tainted
garbage ^nn+nom+++=garbage
instead ^rb+cnj+++=instead
of ^in++++=of
meat ^nn++++=meat.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
stifling ^jj+pred+++=stifling
and ^cc+phrs+++=and
narrow ^jj++++=narrow
in ^in++++=in
our ^pp$+pp1+++=our
box ^nn++++=box
of ^in++++=of
stone ^nn++++=stone
under ^in++++=under
the ^ati++++=the
low ^jj+atrb+++=low,
, ^zz++++=EXTRAWORD
heavy ^jj+atrb+++=heavy
ceiling ^nn+nom+++=ceiling,
, ^zz++++=EXTRAWORD
covered ^j+++xvbn+=covered
with ^in++++=with
smoke ^nn++++=smoke-black
- ^zz++++=EXTRAWORD
black ^jj++++=EXTRAWORD
and ^cc++++=and
spider ^nn++++=spider-webs.
- ^zz++++=EXTRAWORD
webs ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
close ^jj+pred+++=close
and ^cc+phrs+++=and
disgusting ^jj+++xvbg+=disgusting
within ^in++++=within
the ^ati++++=the
thick ^jj+atrb+++=thick
walls ^nns++++=walls,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+aux++=were
spattered ^vwbn+++xvbn+=spattered
with ^in++++=with
stains ^nns++++=stains
of ^in++++=of
mud ^nn++++=mud
and ^cc++++=and
mustiness ^nns+nom+++=mustiness.
. ^zz++++=EXTRAWORD
. ^zz++++=.
. ^zz++++=.
. ^zz++++=.
We ^pp1a+pp1+++=We
rose ^vbd+++xvbn+=rose
at ^rb++++=at
five ^cd++++=five
o'clock ^rb++++=o'clock
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
without ^in++++=without
having ^xvbg+++xvbg+=having
had ^vb+hv+vrb++=had
enough ^qlp++++=enough
sleep ^nn++++=sleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
dull ^jj++++=dull
and ^cc+phrs+++=and
indifferent ^jj++++=indifferent,
, ^zz++++=EXTRAWORD
