There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
three ^cd++++=three
of ^in++++=of
us ^pp1o+pp1+++=us
friends ^nns++++=friends
Semka[1 ^np+++??+=Semka[1]
] ^zz++++=EXTRAWORD
Kargouza ^np+++??+=Kargouza,
, ^zz++++=EXTRAWORD
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mishka,[2 ^np+++??+=Mishka,[2]
] ^zz++++=EXTRAWORD
a ^at++++=a
bearded ^jj++++=bearded
giant ^jjb++++=giant
with ^in++++=with
great ^jj+atrb+++=great
blue ^jj+atrb+++=blue
eyes ^nns++++=eyes
that ^tht+rel+subj++=that
perpetually ^rb++++=perpetually
beamed ^vbd+++xvbn+=beamed
on ^in++++=on
everything ^pn++++=everything
and ^cc++++=and
were ^vbd+bed+vrb++=were
always ^rb++++=always
swollen ^jj+pred+++=swollen
from ^in++++=from
drink ^nn++++=drink.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
lived ^vbd+++xvbn+=lived
in ^in++++=in
a ^at++++=a
field ^nn++++=field
beyond ^in++++=beyond
the ^ati++++=the
town ^nn++++=town
in ^in++++=in
an ^at++++=an
old ^jj+atrb+++=old
tumbledown ^jj+atrb++xvbn+=tumbledown
building ^nvbg+++xvbg+=building,
, ^zz++++=EXTRAWORD
called ^j+++xvbn+=called
for ^in++++=for
some ^dti++++=some
reason ^nn++++=reason
" ^zz++++="the
the ^ati++++=EXTRAWORD
glass ^nn++++=glass
factory ^nn++++=factory,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
because ^cs+cos+++=because
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
single ^jj+atrb+++=single
whole ^jj+atrb+++=whole
pane ^nn+++??+=pane
in ^in++++=in
its ^pp$+it+++=its
windows ^nns++++=windows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
undertook ^vbd+vsua++xvbn+=undertook
all ^abn++++=all
kinds ^nns++++=kinds
of ^in++++=of
work ^nn++++=work,
, ^zz++++=EXTRAWORD
despising ^vbg+++xvbg+=despising
nothing ^pn++++=nothing;
; ^zz++++=EXTRAWORD
cleaned ^xvbn+++xvbn+=cleaned
yards ^nns++++=yards,
, ^zz++++=EXTRAWORD
dug ^xvbn+++xvbn+=dug
ditches ^nns++++=ditches
and ^cc++++=and
sewers ^nns++++=sewers,
, ^zz++++=EXTRAWORD
pulled ^j+++xvbn+=pulled
down ^rp++++=down
old ^jj+atrb+++=old
buildings ^nns++++=buildings
and ^cc++++=and
fences ^nns++++=fences,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^rb+tm+++=once
even ^rb++++=even
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
build ^vbi++++=build
a ^at++++=a
henhouse ^nn+++??+=henhouse.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
in ^in++++=in
this ^dt+dem+++=this
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
unsuccessful ^jj+pred+++=unsuccessful.
. ^zz++++=EXTRAWORD
Semka ^np+++??+=Semka,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
pedantically ^rb++++=pedantically
honest ^jj+pred+++=honest
about ^in++++=about
the ^ati++++=the
duties ^nns++++=duties
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
upon ^in++++=upon
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
began ^j+++xvbn+=began
to ^to++++=to
doubt ^vbi++++=doubt
our ^pp$+pp1+++=our
knowledge ^nn++++=knowledge
of ^in++++=of
the ^ati++++=the
architecture ^nn++++=architecture
of ^in++++=of
hen ^nn++++=hen-houses,
- ^zz++++=EXTRAWORD
houses ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
day ^nn++++=day
at ^rb++++=at
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
all ^abn++++=all
resting ^nvbg+++xvbg+=resting,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
the ^ati++++=the
nails ^nns++++=nails
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
given ^vpsv++agls+xvbnx+=given
out ^rp+pl+++=out
to ^in++++=to
