Once ^rb+tm+++=Once
' ^zz++++='pon
pon ^nn+++??+=EXTRAWORD
a ^at++++=a
time ^nn++++=time
dey ^nn+++??+=dey
was ^vbd+bedz+vrb++=was
a ^at++++=a
li ^nn+++??+=li'l'
'l' ^nn+++??+=EXTRAWORD
black ^jj+atrb+++=black
boy ^nn++++=boy
whut ^nn+++??+=whut
he ^pp3a+pp3+++=he
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Mose ^np+++??+=Mose.
. ^zz++++=EXTRAWORD
And ^cc+cls+++0=An'
whin ^nn+++??+=whin
he ^pp3a+pp3+++=he
come ^vprf+++xvbn+=come
erlong ^nn+++??+=erlong
to ^to++++=to
be ^vbi++vrb++=be
' ^zz++++='bout
bout ^nn++++=EXTRAWORD
knee ^nn++++=knee-high
- ^zz++++=EXTRAWORD
high ^jj++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
mewel ^nn+++??+=mewel,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
' ^zz++++='gin
gin ^nn++++=EXTRAWORD
to ^in++++=to
git ^np++++=git
powerful ^jj++++=powerful
' ^zz++++='fraid
fraid ^nn+++??+=EXTRAWORD
ob ^nn+++??+=ob
ghosts ^nns++++=ghosts,
, ^zz++++=EXTRAWORD
' ^zz++++='ca'se
ca ^np++++=EXTRAWORD
'se ^nn+++??+=EXTRAWORD
dat ^nn+++??+=dat
am ^vb+bem+vrb++=am
sure ^jj+pred+++=sure
a ^at++++=a
mighty ^jj+atrb+++=mighty
ghostly ^jj+atrb+++=ghostly
location ^nn+nom+++=location
whut ^nn+++??+=whut
he ^pp3a+pp3+++=he
lib ^nn++++=lib'
' ^zz++++=EXTRAWORD
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
' ^zz++++='ca'se
ca ^np++++=EXTRAWORD
'se ^nn+++??+=EXTRAWORD
dey ^nn+++??+=dey's
's ^$++++=EXTRAWORD
a ^at++++=a
grabeyard ^nn+++??+=grabeyard
in ^in++++=in
de ^&fw++++=de
hollow ^jj++++=hollow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
a ^at++++=a
buryin ^nn+++??+=buryin'-ground
'-ground ^nn+++??+=EXTRAWORD
on ^in++++=on
de ^&fw++++=de
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
a ^at++++=a
cemuntary ^nn+nom+++=cemuntary
in ^in++++=in
betwixt ^nn+++??+=betwixt
