When ^wrb+who+++=When
Miss ^npt++++=Miss
Sophie ^np++++=Sophie
knew ^vbd+vprv++xvbn+=knew
consciousness ^nns+nom+++=consciousness
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
the ^ati++++=the
long ^jj++++=long,
, ^zz++++=EXTRAWORD
faint ^jj++++=faint,
, ^zz++++=EXTRAWORD
swelling ^nn+nom+++=swelling
notes ^nns++++=notes
of ^in++++=of
the ^ati++++=the
organ ^nn++++=organ
were ^vbd+bed+aux++=were
dying ^vbg+++xvbgx+=dying
away ^rp+pl+++=away
in ^in++++=in
distant ^jj+atrb+++=distant
echoes ^nns++++=echoes
through ^in++++=through
the ^ati++++=the
great ^jj+atrb+++=great
arches ^nns++++=arches
of ^in++++=of
the ^ati++++=the
silent ^jj+atrb+++=silent
church ^nn++++=church,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
crouching ^vbg+++xvbg+=crouching
in ^in++++=in
a ^rb++++=a
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
forsaken ^jj+atrb+++=forsaken
black ^jj+atrb+++=black
heap ^nn++++=heap
at ^in++++=at
the ^ati++++=the
altar ^nn++++=altar
of ^in++++=of
the ^ati++++=the
Virgin ^nn++++=Virgin.
. ^zz++++=EXTRAWORD
The ^ati++++=The
twinkling ^jj+atrb++xvbg+=twinkling
tapers ^nns++++=tapers
shone ^vbd+++xvbn+=shone
pityingly ^rb++++=pityingly
upon ^in++++=upon
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
the ^ati++++=the
beneficent ^jj+atrb+++=beneficent
smile ^nn++++=smile
of ^in++++=of
the ^ati++++=the
white ^jj++++=white-robed
- ^zz++++=EXTRAWORD
robed ^jj+++xvbn+=EXTRAWORD
Madonna ^np++++=Madonna
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
whisper ^vbi+vpub+++=whisper
comfort ^nn++++=comfort.
. ^zz++++=EXTRAWORD
A ^at++++=A
long ^jj+atrb+++=long
gust ^nn++++=gust
of ^in++++=of
chill ^nn++++=chill
air ^nn++++=air
swept ^vwbn+++xvbn+=swept
up ^rp++++=up
the ^ati++++=the
aisles ^nns+++??+=aisles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Miss ^npt++++=Miss
Sophie ^np++++=Sophie
shivered ^vbd+++xvbn+=shivered
not ^xnot++not++=not
from ^in++++=from
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
from ^in++++=from
nervousness ^nns+nom+++=nervousness.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
darkness ^nns+nom+++=darkness
was ^vbd+bedz+aux++=was
falling ^nvbg+++xvbg+=falling,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
soon ^rb+tm+++=soon
the ^ati++++=the
lights ^nns++++=lights
would ^md+prd+++=would
be ^vb+be+aux++=be
lowered ^vpsv++agls+xvbnx+=lowered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
great ^jj+atrb+++=great
massive ^jj+atrb+++=massive
doors ^nns++++=doors
would ^md+prd+++=would
be ^vb+be+aux++=be
closed ^vpsv++agls+xvbnx+=closed;
; ^zz++++=EXTRAWORD
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
gathering ^nvbg+++xvbg+=gathering
her ^pp3o+pp3+++=her
thin ^jj++++=thin
little ^ap++++=little
cape ^np++++=cape
about ^rb++++=about
her ^pp3o+pp3+++=her
frail ^jj+atrb+++=frail
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Sophie ^np++++=Sophie
hurried ^vbd+++xvbn+=hurried
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
along ^in++++=along
the ^ati++++=the
brilliant ^jj+atrb+++=brilliant
noisy ^jj+atrb+++=noisy
streets ^nns++++=streets
home ^nr++++=home.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
wretched ^jj++++=wretched,
, ^zz++++=EXTRAWORD
lonely ^jj+atrb+++=lonely
little ^jj+atrb+++=little
room ^nn++++=room,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
cracks ^nns++++=cracks
let ^vbd+++xvbn+=let
the ^ati++++=the
boisterous ^jj+atrb+++=boisterous
wind ^nn++++=wind
whistle ^nn++++=whistle
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
smoky ^jj+atrb+++=smoky,
, ^zz++++=EXTRAWORD
grimy ^jj+atrb+++=grimy
walls ^nns++++=walls
looked ^vbd+++xvbn+=looked
cheerless ^jj++++=cheerless
and ^cc+phrs+++=and
unhomelike ^jj++++=unhomelike.
. ^zz++++=EXTRAWORD
A ^at++++=A
miserable ^jj+atrb+++=miserable
little ^jj+atrb+++=little
room ^nn++++=room
in ^in++++=in
a ^at++++=a
miserable ^jj++++=miserable
little ^ap++++=little
cottage ^nn+nom+++=cottage
in ^in++++=in
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
squalid ^jj+atrb+++=squalid
streets ^nns++++=streets
of ^in++++=of
the ^ati++++=the
Third ^nn++++=Third
District ^nn++++=District
that ^tht+rel+++=that
nature ^nn++++=nature
and ^cc++++=and
the ^ati++++=the
city ^nn++++=city
fathers ^nns+nom+++=fathers
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
forgotten ^vprf+++xvbn+=forgotten.
. ^zz++++=EXTRAWORD
As ^ql++++=As
bare ^jj++++=bare
and ^cc+phrs+++=and
comfortless ^jj++++=comfortless
as ^in++++=as
the ^ati++++=the
room ^nn++++=room
was ^vbd+bedz+vrb++=was
Miss ^npt++++=Miss
Sophie ^np++++=Sophie's
's ^$++++=EXTRAWORD
life ^nn++++=life.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rented ^vbd+++xvbnx+=rented
these ^dt+dem+++=these
four ^cd++++=four
walls ^nns++++=walls
from ^in++++=from
an ^at++++=an
unkempt ^jj+++xvbn+=unkempt
little ^ap++++=little
Creole ^np+++??+=Creole
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
progeny ^nn++++=progeny
seemed ^vbd+seem++xvbn+=seemed
like ^in++++=like
the ^ati++++=the
promised ^jj+atrb++xvbn+=promised
offspring ^nn++++=offspring
of ^in++++=of
Abraham ^np++++=Abraham.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
scarcely ^rb+down+++=scarcely
kept ^vbd+++xvbn+=kept
the ^ati++++=the
flickering ^jj+atrb+++=flickering
life ^nn++++=life
in ^in++++=in
her ^pp$+pp3+++=her
pale ^nn++++=pale
little ^ap++++=little
body ^nn++++=body
by ^in++++=by
the ^ati++++=the
unceasing ^jj+atrb+++=unceasing
toil ^nn++++=toil
of ^in++++=of
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
bony ^jj+atrb+++=bony
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
stitching ^nn++++=stitching,
, ^zz++++=EXTRAWORD
stitching ^nn++++=stitching,
, ^zz++++=EXTRAWORD
ceaselessly ^rb+cnj+++=ceaselessly,
, ^zz++++=EXTRAWORD
wearingly ^jj++++=wearingly,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
bands ^nns++++=bands
and ^cc++++=and
pockets ^nns++++=pockets
of ^in++++=of
trousers ^nns+nom+++=trousers.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
bread ^nn++++=bread,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
monotonous ^jj+atrb+++=monotonous,
, ^zz++++=EXTRAWORD
unending ^jj+atrb+++=unending
work ^nn++++=work;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^cs+sub+++=though
whole ^jj+atrb+++=whole
days ^nns++++=days
and ^cc++++=and
nights ^nns++++=nights
constant ^jj+atrb+++=constant
labour ^nn++++=labour
brought ^vbd+++xvbn+=brought
but ^cc++++=but
the ^ati++++=the
most ^ql+emph+++=most
meagre ^jj+atrb+++=meagre
recompense ^nn+++??+=recompense,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
her ^pp$+pp3+++=her
only ^rb+down+++=only
hope ^nn++++=hope
of ^in++++=of
life ^nn++++=life.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
before ^cs+sub+++=before
the ^ati++++=the
little ^jj+atrb+++=little
charcoal ^nn+nom+++=charcoal
brazier ^jjr++++=brazier
and ^cc+phrs+++=and
warmed ^jj+++xvbn+=warmed
her ^pp$+pp3+++=her
transparent ^jj++++=transparent,
, ^zz++++=EXTRAWORD
needle ^nn++++=needle-pricked
- ^zz++++=EXTRAWORD
pricked ^vbd+++xvbn+=EXTRAWORD
fingers ^nns+nom+++=fingers,
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking
meanwhile ^rb++++=meanwhile
of ^in++++=of
the ^ati++++=the
strange ^jj+atrb+++=strange
events ^nns++++=events
of ^in++++=of
the ^ati++++=the
day ^nn++++=day.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
up ^rp++++=up
town ^nn++++=town
to ^to++++=to
carry ^vbi++++=carry
the ^ati++++=the
great ^jj+atrb+++=great,
, ^zz++++=EXTRAWORD
black ^jj+atrb+++=black
bundle ^nn++++=bundle
of ^in++++=of
coarse ^jj+atrb+++=coarse
pants ^nns++++=pants
and ^cc++++=and
vests ^nns+++??+=vests
to ^in++++=to
the ^ati++++=the
factory ^nn++++=factory
and ^cc++++=and
to ^to++++=to
receive ^vbi++++=receive
her ^pp$+pp3+++=her
small ^jj+atrb+++=small
pittance ^nn+nom+++=pittance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
the ^ati++++=the
way ^nn++++=way
home ^nr++++=home
stopped ^vbd+++xvbn+=stopped
in ^in++++=in
at ^in++++=at
the ^ati++++=the
Jesuit ^nn++++=Jesuit
Church ^nn++++=Church
to ^to++++=to
say ^vbi+vpub+++=say
her ^pp$+pp3+++=her
little ^ap++++=little
prayer ^nn++++=prayer
at ^in++++=at
the ^ati++++=the
altar ^nn++++=altar
of ^in++++=of
the ^ati++++=the
calm ^nn++++=calm
white ^jj++++=white
Virgin ^jjb++++=Virgin.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
wondrous ^jj+atrb+++=wondrous
burst ^nn+++xvbn+=burst
of ^in++++=of
music ^nn++++=music
from ^in++++=from
the ^ati++++=the
great ^jj+atrb+++=great
organ ^nn++++=organ
as ^ql++++=as
she ^pp3a+pp3+++=she
knelt ^vbd+++xvbnx+=knelt
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
an ^at++++=an
overpowering ^jj+atrb+++=overpowering
perfume ^nn++++=perfume
of ^in++++=of
many ^ap++++=many
flowers ^nns+nom+++=flowers,
, ^zz++++=EXTRAWORD
the ^ati++++=the
glittering ^jj+atrb+++=glittering
dazzle ^nn++++=dazzle
of ^in++++=of
many ^ap++++=many
lights ^nns++++=lights,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dainty ^jj+atrb+++=dainty
frou ^nn+++??+=frou-frou
- ^zz++++=EXTRAWORD
frou ^vb+++??+=EXTRAWORD
made ^vpsv++by+xvbn+=made
by ^in++++=by
the ^ati++++=the
silken ^jj+atrb+++=silken
skirts ^nns++++=skirts
of ^in++++=of
wedding ^nn++++=wedding
guests ^nns++++=guests.
. ^zz++++=EXTRAWORD
So ^ql++++=So
Miss ^npt++++=Miss
Sophie ^np++++=Sophie
stayed ^vbd+++xvbn+=stayed
to ^in++++=to
the ^ati++++=the
wedding ^nn++++=wedding;
; ^zz++++=EXTRAWORD
for ^in++++=for
what ^wdt+who+++=what
feminine ^jj+atrb+++=feminine
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
it ^pp3+it+++=it
ever ^rb++++=ever
so ^rb+emph+++=so
old ^jj++++=old
and ^cc++++=and
seared ^vprf+++xvbn+=seared,
, ^zz++++=EXTRAWORD
