The ^ati++++=The
Paradise ^nn++++=Paradise
of ^in++++=of
Bachelors ^nns++++=Bachelors
It ^pp3+it+++=It
lies ^vbz++++=lies
not ^xnot++not++=not
far ^rb+pl+++=far
from ^rb"++++=from
Temple ^nn++++=Temple-Bar.
- ^zz++++=EXTRAWORD
bar ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Going ^vbg+++xvbg+=Going
to ^in++++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
usual ^jj+atrb+++=usual
way ^nn++++=way,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
like ^in++++=like
stealing ^xvbg+++xvbg+=stealing
from ^in++++=from
a ^at++++=a
heated ^jj+atrb++xvbn+=heated
plain ^nn++++=plain
into ^in++++=into
some ^dti++++=some
cool ^jj+atrb+++=cool,
, ^zz++++=EXTRAWORD
deep ^jj+atrb+++=deep
glen ^np++++=glen,
, ^zz++++=EXTRAWORD
shady ^jj++++=shady
among ^in++++=among
harboring ^xvbg+++xvbg+=harboring
hills ^npl++++=hills.
. ^zz++++=EXTRAWORD
Sick ^jj++++=Sick
with ^in++++=with
the ^ati++++=the
din ^nn+++??+=din
and ^cc++++=and
soiled ^jj++++=soiled
with ^in++++=with
the ^ati++++=the
mud ^nn++++=mud
of ^in++++=of
Fleet ^nn++++=Fleet
Street ^nn++++=Street
where ^wrb+who+++=where
the ^ati++++=the
Benedick ^np+++??+=Benedick
tradesmen ^nns++++=tradesmen
are ^vb+ber+aux++=are
hurrying ^vbg+++xvbgx+=hurrying
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
with ^in++++=with
ledger ^np++++=ledger-lines
- ^zz++++=EXTRAWORD
lines ^nns++++=EXTRAWORD
ruled ^vbd+vsua++xvbn+=ruled
along ^in++++=along
their ^pp$+pp3+++=their
brows ^nns++++=brows,
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking
upon ^in++++=upon
rise ^nn++++=rise
of ^in++++=of
bread ^nn++++=bread
and ^cc++++=and
fall ^nn++++=fall
of ^in++++=of
babies ^nns++++=babies
you ^pp2+pp2+++=you
adroitly ^rb++++=adroitly
turn ^vb++++=turn
a ^at++++=a
mystic ^nn++++=mystic
corner ^npl++++=corner
not ^xnot++not++=not
a ^at++++=a
street ^nn++++=street
glide ^vb++++=glide
down ^in++++=down
a ^at++++=a
dim ^jj+atrb+++=dim,
, ^zz++++=EXTRAWORD
monastic ^jj+atrb+++=monastic
way ^nn++++=way
flanked ^vwbn+++xvbn+=flanked
by ^in++++=by
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
sedate ^jj++++=sedate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
solemn ^jj+atrb+++=solemn
piles ^nns++++=piles,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
still ^rb+atrb+++=still
wending ^jj+++xvbg+=wending
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
give ^vb++++=give
the ^ati++++=the
whole ^jj+atrb+++=whole
care ^nn++++=care-worn
- ^zz++++=EXTRAWORD
worn ^jj+atrb++xvbn+=EXTRAWORD
world ^nn++++=world
the ^ati++++=the
slip ^nn++++=slip,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
disentangled ^j+++xvbn+=disentangled,
, ^zz++++=EXTRAWORD
stand ^vb++++=stand
beneath ^in+pl+++=beneath
the ^ati++++=the
quiet ^jj+atrb+++=quiet
cloisters ^nns+nom+++=cloisters
of ^in++++=of
the ^ati++++=the
Paradise ^nn++++=Paradise
of ^in++++=of
Bachelors ^nns++++=Bachelors.
