The ^ati++++=The
Colonies ^nns++++=Colonies
had ^vb+hv+vrb++=had
but ^cc++++=but
recently ^rb+tm+++=recently
declared ^jj+atrb++xvbn+=declared
war ^nn++++=war
with ^in++++=with
the ^ati++++=the
old ^jj+atrb+++=old
country ^nn++++=country,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Abraham ^np++++=Abraham
Duke ^nn++++=Duke
being ^vwbg+beg++xvbg+=being
an ^at++++=an
able ^jj++++=able-bodied
- ^zz++++=EXTRAWORD
bodied ^jj+atrb++xvbn+=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
no ^at++++=no
longer ^rbr++++=longer
young ^jj++++=young,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
going ^md"++pmd"++=going
to ^md+prd+++=to
fight ^vb++++=fight
for ^in++++=for
the ^ati++++=the
cause ^nn++++=cause.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
fastening ^nn++++=fastening
on ^in++++=on
his ^pp$+pp3+++=his
old ^jj+atrb+++=old
sword ^nn++++=sword,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
his ^pp$+pp3+++=his
father ^nn++++=father
before ^cs+sub+++=before
him ^pp3o+pp3+++=him
had ^vbd+hvd+aux++=had
wielded ^vprf+++xvbnx+=wielded
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
wife ^nn++++=wife
Catherine ^np++++=Catherine
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
watching ^jj+++xvbg+=watching
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
angry ^jj+atrb+++=angry
cant ^nn++++=cant
to ^in++++=to
her ^pp$+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="Wherefore
wherefore ^nn+++??+=EXTRAWORD
cannot ^md+pos+not++=cannot
you ^pp2+pp2+++=you
tell ^vb++++=tell
me ^pp1o+pp1+++=me
where ^wrb+who+++=where
the ^ati++++=the
gold ^nn++++=gold
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
Abraham ^np++++=Abraham
Duke ^nn++++=Duke?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she.
. ^zz++++=EXTRAWORD
Abraham ^np++++=Abraham
Duke ^npt++++=Duke
regarded ^vwbn+++xvbn+=regarded
his ^pp$+pp3+++=his
wife ^nn++++=wife
with ^in++++=with
stern ^jj++++=stern
melancholy ^jj++++=melancholy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
glance ^nn++++=glance
of ^in++++=of
fixedness ^nns+nom+++=fixedness
in ^in++++=in
his ^pp$+pp3+++=his
own ^ap++++=own
purpose ^nn++++=purpose
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
impregnable ^jj+pred+++=impregnable
than ^in++++=than
any ^dti++++=any
fort ^nn++++=fort.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
tell ^vb++++=tell
you ^pp2+pp2+++=you
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
Catherine ^np++++=Catherine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub+tht0+xvbn+=replied
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="because
because ^cs+cos+++=EXTRAWORD
no ^at++++=no
man ^nn++++=man
can ^md+pos+++=can
tell ^vb++++=tell
any ^dti++++=any
woman ^nn++++=woman
anything ^pn++++=anything
which ^whp+who+++=which
he ^pp3a+pp3+++=he
wants ^vbz++++=wants
not ^xnot++not++=not
the ^ati++++=the
whole ^jj+atrb+++=whole
world ^nn++++=world
to ^to++++=to
know ^vbi+vprv+++=know,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
plenty ^nn++++=plenty
of ^in++++=of
evil ^nn++++=evil-disposed
- ^zz++++=EXTRAWORD
disposed ^jj+++xvbn+=EXTRAWORD
folk ^jjb++++=folk
abroad ^rb+pl+++=abroad
in ^in++++=in
these ^dt+dem+++=these
troublous ^jj+atrb+++=troublous
times ^nns++++=times,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++0='tis
is ^vbz+bez+vrb++=EXTRAWORD
