When ^wrb+who+++=When
Ainsley ^np+++??+=Ainsley
first ^od++++=first
moved ^vbd+++xvbn+=moved
to ^in++++=to
Lone ^jjb+atrb+++=Lone
Lake ^nn++++=Lake
Farm ^nn++++=Farm
all ^abn++++=all
of ^in++++=of
his ^pp$+pp3+++=his
friends ^nns++++=friends
asked ^vbd+vsua++xvbn+=asked
him ^pp3o+pp3+++=him
the ^ati++++=the
same ^ap++++=same
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
know ^vbi+vprv+++=know,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
farmer ^nn++++=farmer
who ^whp+rel+subj++=who
sold ^vbd+++xvbn+=sold
it ^pp3+it+++=it
to ^in++++=to
him ^pp3o+pp3+++=him
had ^vbd+hvd+aux++=had
abandoned ^vprf+++xvbnx+=abandoned
it ^pp3+it+++=it
as ^in++++=as
worthless ^jj++++=worthless,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
idle ^jj++++=idle
rich ^jj++++=rich,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
could ^md+pos+++=could
not ^xnot++not++=not
distinguish ^vb++++=distinguish
a ^at++++=a
plough ^nn++++=plough
from ^in++++=from
a ^at++++=a
harrow ^np++++=harrow,
, ^zz++++=EXTRAWORD
hoped ^vb+++xvbn+=hoped
to ^to+vcmp+++=to
make ^vbi++++=make
it ^pp3+it+++=it
pay ^vb++++=pay?
? ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
answer ^nn++++=answer
was ^vbd+bedz+vrb++=was
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
purchased ^vbd+++xvbn+=purchased
the ^ati++++=the
farm ^nn++++=farm
as ^ql++++=as
a ^at++++=a
means ^nn++++=means
of ^in++++=of
getting ^xvbg+++xvbg+=getting
richer ^jjr++++=richer
by ^in++++=by
honest ^jj+atrb+++=honest
toil ^nn++++=toil,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^in++++=as
a ^at++++=a
retreat ^nn++++=retreat
from ^in++++=from
the ^ati++++=the
world ^nn++++=world
and ^cc++++=and
as ^in++++=as
a ^at++++=a
test ^nn++++=test
of ^in++++=of
true ^jj+atrb+++=true
friendship ^nn+nom+++=friendship.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
argued ^vbd+vpub++xvbnx+=argued
that ^tht+vcmp+++=that
the ^ati++++=the
people ^nn++++=people
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
accepted ^jj+++xvbn+=accepted
his ^pp$+pp3+++=his
hospitality ^nn+nom+++=hospitality
at ^in++++=at
Sherry ^np++++=Sherry's
's ^$++++=EXTRAWORD
because ^cs+cos+++=because,
, ^zz++++=EXTRAWORD
in ^in++++=in
any ^dti++++=any
event ^nn++++=event,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
themselves ^ppls+pp3+++=themselves
would ^md+prd+++=would
be ^vb+be+aux++=be
dining ^vbg+++xvbgx+=dining
within ^in++++=within
a ^at++++=a
taxicab ^nn++++=taxicab
fare ^nn++++=fare
of ^in++++=of
the ^ati++++=the
same ^ap++++=same
place ^nn++++=place.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
to ^to++++=to
