A ^at++++=A
breeze ^nn++++=breeze
from ^in++++=from
the ^ati++++=the
May ^md+pos+++=May
world ^vb++++=world
without ^in++++=without
blew ^nn++++=blew
through ^in++++=through
the ^ati++++=the
class ^nn++++=class-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
it ^pp3+it+++=it
lifted ^vbd+++xvbn+=lifted
his ^pp$+pp3+++=his
papers ^nns++++=papers
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
a ^at++++=a
curious ^jj+atrb+++=curious
sense ^nn++++=sense
of ^in++++=of
freshness ^nns+nom+++=freshness
and ^cc++++=and
mustiness ^nns+nom+++=mustiness
meeting ^vwbg+++xvbg+=meeting.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
group ^nn++++=group
of ^in++++=of
students ^nns++++=students
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
half ^abn++++=half
smiling ^jj+++xvbg+=smiling
at ^rb++++=at
the ^ati++++=the
way ^nn++++=way
the ^ati++++=the
breath ^nn++++=breath
of ^in++++=of
spring ^nn++++=spring
was ^vbd+bedz+vrb++=was
teasing ^jj+pred+++=teasing
the ^ati++++=the
hair ^nn++++=hair
of ^in++++=of
the ^ati++++=the
girls ^nns++++=girls
sitting ^vwbg+++xvbg+=sitting
by ^in++++=by
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Anna ^np++++=Anna
Lawrence ^np+nom+++=Lawrence
was ^vbd+bedz+aux++=was
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
pin ^vbi++++=pin
hers ^pp$$++++=hers
back ^jjb++++=back
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
May ^md+pos+++=May
would ^md+prd+++=would
have ^vb+hv+vrb++=have
