The ^ati++++=The
year ^nn++++=year
was ^vbd+bedz+vrb++=was
the ^ati++++=the
year ^nn++++=year
' ^zz++++='92-the
92 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
the ^ati++++=EXTRAWORD
year ^nn++++=year
of ^in++++=of
leanness ^nns+nom+++=leanness--the
-- ^--+clp+++=EXTRAWORD
the ^ati++++=EXTRAWORD
scene ^nn++++=scene
a ^at++++=a
spot ^nn++++=spot
between ^in++++=between
Sukhum ^np+++??+=Sukhum
and ^cc++++=and
Otchenchiri ^np+++??+=Otchenchiri,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
river ^nn++++=river
Kodor ^np+++??+=Kodor,
, ^zz++++=EXTRAWORD
a ^at++++=a
spot ^nn++++=spot
so ^pn++++=so
near ^in+cmpx+++=near
to ^in"++++=to
the ^ati++++=the
sea ^nn++++=sea
that ^tht+rel+++=that
amid ^in++++=amid
the ^ati++++=the
joyous ^jj+atrb+++=joyous
babble ^nn++++=babble
of ^in++++=of
a ^at++++=a
sparkling ^jj+atrb+++=sparkling
rivulet ^nn+nom+++=rivulet
the ^ati++++=the
ocean ^nn++++=ocean's
's ^vbz+bez+vrb++0=EXTRAWORD
deep ^jj++++=deep-voiced
- ^zz++++=EXTRAWORD
voiced ^vprf+++xvbn+=EXTRAWORD
thunder ^nn++++=thunder
was ^vbd+bedz+vrb++=was
plainly ^rb++++=plainly
distinguishable ^jj+pred+++=distinguishable.
. ^zz++++=EXTRAWORD
Also ^rb+cnj+++=Also,
, ^zz++++=EXTRAWORD
the ^ati++++=the
season ^nn++++=season
being ^vwbg+beg++xvbg+=being
autumn ^nn++++=autumn,
, ^zz++++=EXTRAWORD
leaves ^nns++++=leaves
of ^in++++=of
wild ^jj+atrb+++=wild
laurel ^nn++++=laurel
were ^vbd+bed+vrb++=were
glistening ^jj+pred+++=glistening
and ^cc+phrs+++=and
gyrating ^jj+++xvbg+=gyrating
on ^in++++=on
the ^ati++++=the
white ^jj+atrb+++=white
foam ^nn++++=foam
of ^in++++=of
the ^ati++++=the
Kodor ^np+++??+=Kodor
like ^in++++=like
a ^at++++=a
quantity ^nn+nom+++=quantity
of ^in++++=of
mercurial ^jj+atrb+++=mercurial
salmon ^nn++++=salmon
fry ^nns++++=fry.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
as ^ql++++=as
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
on ^in++++=on
some ^dti++++=some
rocks ^nns++++=rocks
overlooking ^vwbg+++xvbg+=overlooking
the ^ati++++=the
river ^nn++++=river
there ^ex+pex+++=there
occurred ^vprf+++xvbn+=occurred
to ^in++++=to
me ^pp1o+pp1+++=me
the ^ati++++=the
thought ^vprf+++xvbn+=thought
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
as ^ql++++=as
likely ^jj++++=likely
as ^ql++++=as
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cause ^nn++++=cause
of ^in++++=of
the ^ati++++=the
gulls ^nns++++=gulls'
' ^zz++++=EXTRAWORD
and ^cc++++=and
cormorants ^nns+nom+++=cormorants'
' ^zz++++=EXTRAWORD
fretful ^jj+atrb+++=fretful
cries ^nns++++=cries
where ^wrb+who+++=where
the ^ati++++=the
surf ^nn++++=surf
lay ^vbd+++xvbn+=lay
moaning ^vbg+++xvbg+=moaning
behind ^in+pl+++=behind
a ^at++++=a
belt ^nn++++=belt
of ^in++++=of
trees ^nns++++=trees
to ^in++++=to
the ^ati++++=the
right ^nn++++=right
was ^vbd+bedz+vrb++=was
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
like ^in++++=like
myself ^ppl+pp1+++=myself,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
kept ^vbd+++xvbnx+=kept
mistaking ^vbg+++xvbg+=mistaking
the ^ati++++=the
leaves ^nns++++=leaves
for ^in++++=for
fish ^nn++++=fish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^in++++=as
often ^rb++++=often
finding ^vbg+++xvbg+=finding
themselves ^ppls+pp3+++=themselves
disappointed ^vbd+++xvbn+=disappointed.
. ^zz++++=EXTRAWORD
Over ^in++++=Over
my ^pp$+pp1+++=my
head ^jjb++++=head
hung ^vbd+++xvbn+=hung
chestnut ^nn++++=chestnut
trees ^nns++++=trees
decked ^vbd+++xvbn+=decked
with ^in++++=with
gold ^nn++++=gold;
; ^zz++++=EXTRAWORD
at ^in++++=at
my ^pp$+pp1+++=my
feet ^nns++++=feet
lay ^vbd+++xvbn+=lay
a ^at++++=a
mass ^nn++++=mass
of ^in++++=of
chestnut ^nn++++=chestnut
leaves ^nns++++=leaves
which ^whp+rel+subj++=which
resembled ^vbd+++xvbn+=resembled
the ^ati++++=the
amputated ^jj+atrb++xvbn+=amputated
palms ^nns++++=palms
of ^in++++=of
human ^jj+atrb+++=human
hands ^nns++++=hands;
; ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
opposite ^rb++++=opposite
bank ^npl++++=bank,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
there ^ex+pex+++=there
waved ^vbd+++xvbn+=waved,
, ^zz++++=EXTRAWORD
tanglewise ^rb+cnj+++=tanglewise,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stripped ^jj+atrb++xvbn+=stripped
branches ^nns++++=branches
of ^in++++=of
a ^at++++=a
hornbeam ^nn+++??+=hornbeam,
, ^zz++++=EXTRAWORD
an ^at++++=an
orange ^nn++++=orange-tinted
- ^zz++++=EXTRAWORD
tinted ^jj++++=EXTRAWORD
woodpecker ^jjr++++=woodpecker
was ^vbd+bedz+aux++=was
darting ^vbg+++xvbgx+=darting
to ^to++++=to
and ^cc++++=and
fro ^rb+cnj+++=fro,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
caught ^xvbn+++xvbn+=caught
in ^in++++=in
the ^ati++++=the
mesh ^nn++++=mesh
of ^in++++=of
foliage ^nn+nom+++=foliage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
in ^in++++=in
company ^nn++++=company
with ^in++++=with
a ^at++++=a
troupe ^nn+++??+=troupe
of ^in++++=of
nimble ^jj+atrb+++=nimble
titmice ^nn+++??+=titmice
and ^cc++++=and
blue ^jj+atrb+++=blue
tree ^nn++++=tree-creepers
- ^zz++++=EXTRAWORD
creepers ^nns+nom+++=EXTRAWORD
( ^zz++++=(visitors
visitors ^nns++++=EXTRAWORD
