There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
no ^at++++=no
question ^nn+nom+++=question
about ^in++++=about
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Tina ^np++++=Tina
Lenz ^np+++??+=Lenz
was ^vbd+bedz+vrb++=was
a ^at++++=a
flirt ^nn++++=flirt,
, ^zz++++=EXTRAWORD
as ^ql++++=as
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
a ^at++++=a
perfect ^jj++++=perfect
right ^nn++++=right
to ^to+ncmp+++=to
be ^vbi+vbi+aux++=be,
, ^zz++++=EXTRAWORD
living ^vbg+++xvbg+=living
as ^ql++++=as
she ^pp3a+pp3+++=she
did ^vbd+dod+vrb++=did
on ^in++++=on
the ^ati++++=the
romantic ^jj+atrb+++=romantic
shores ^nns++++=shores
of ^in++++=of
Como ^np+++??+=Como,
, ^zz++++=EXTRAWORD
celebrated ^j+++xvbn+=celebrated
in ^in++++=in
song ^nn++++=song,
, ^zz++++=EXTRAWORD
story ^nn++++=story,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drama ^nn++++=drama
as ^in++++=as
the ^ati++++=the
lover ^nn++++=lover's
's ^vbz+bez+vrb++0=EXTRAWORD
blue ^jj+atrb+++=blue
lake ^nn++++=lake.
. ^zz++++=EXTRAWORD
Tina ^np++++=Tina
had ^vb+hv+vrb++=had
many ^ap++++=many
admirers ^nns+nom+++=admirers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
like ^in++++=like
her ^pp$+pp3+++=her
perversity ^nn+nom+++=perversity
to ^in++++=to
favor ^nn++++=favor
the ^ati++++=the
one ^cd1++++=one
to ^to++++=to
whom ^whp+wpor+++=whom
her ^pp3o+pp3+++=her
father ^npt++++=father
most ^ql+emph+++=most
objected ^jj+++xvbn+=objected.
. ^zz++++=EXTRAWORD
Pietro ^np++++=Pietro,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
father ^nn++++=father
truly ^rb++++=truly
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
beggarly ^jj+atrb+++=beggarly
Italian ^jj+atrb+++=Italian
driver ^nn++++=driver,
, ^zz++++=EXTRAWORD
glad ^jj++++=glad
of ^in++++=of
the ^ati++++=the
few ^ap++++=few
francs ^nns++++=francs
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
from ^in++++=from
the ^ati++++=the
travellers ^nns+nom+++=travellers
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
over ^rb+phrv+++=over
the ^ati++++=the
humble ^jj+atrb+++=humble
Maloga ^np+++??+=Maloga
to ^in++++=to
the ^ati++++=the
Engadine ^np+++??+=Engadine,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
over ^in++++=over
the ^ati++++=the
elevated ^jj+++xvbn+=elevated
Stelvio ^np+++??+=Stelvio
to ^in++++=to
