There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
about ^in++++=about
a ^at++++=a
dozen ^cd++++=dozen
of ^in++++=of
us ^pp1o+pp1+++=us
jammed ^vbd+++xvbn+=jammed
into ^in++++=into
the ^ati++++=the
coach ^nn++++=coach,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
box ^nn++++=box
seat ^nn++++=seat
and ^cc++++=and
hanging ^vbg+++xvbg+=hanging
on ^in+cmpx+++=on
to ^in"++++=to
the ^ati++++=the
roof ^nn++++=roof
and ^cc++++=and
tailboard ^nn+++??+=tailboard
as ^ql++++=as
best ^jjt++++=best
we ^pp1a+pp1+++=we
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
shearers ^nns+nom+++=shearers,
, ^zz++++=EXTRAWORD
bagmen ^j+++xvbn+=bagmen,
, ^zz++++=EXTRAWORD
agents ^nns++++=agents,
, ^zz++++=EXTRAWORD
a ^at++++=a
squatter ^jjr++++=squatter,
, ^zz++++=EXTRAWORD
a ^at++++=a
cockatoo ^nn+++??+=cockatoo,
, ^zz++++=EXTRAWORD
the ^ati++++=the
usual ^jj+atrb+++=usual
joker ^nn++++=joker
- ^zz++++=-and
and ^cc++++=EXTRAWORD
one ^cd1++++=one
or ^cc++++=or
two ^cd++++=two
professional ^jj+atrb+++=professional
spielers ^nns+nom+++=spielers,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+aux++=were
tired ^vpsv++agls+xvbnx+=tired
and ^cc++++=and
stiff ^jj++++=stiff
and ^cc++++=and
nearly ^rb+down+++=nearly
frozen ^jj+++xvbn+=frozen
- ^zz++++=-too
too ^ql++++=EXTRAWORD
cold ^jj++++=cold
to ^to++++=to
talk ^vbi++++=talk
and ^cc++++=and
too ^rb++++=too
irritable ^jj++++=irritable
to ^in++++=to
risk ^nn++++=risk
the ^ati++++=the
inevitable ^jj+atrb+++=inevitable
argument ^nn+nom+++=argument
which ^whp+rel+obj++=which
an ^at++++=an
interchange ^nn++++=interchange
of ^in++++=of
ideas ^nns++++=ideas
would ^md+prd+++=would
have ^vb+hv+aux++=have
led ^vprf+++xvbnx+=led
up ^in+cmpx+++=up
to ^in"++++=to.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
looking ^vbg+++xvbgx+=looking
forward ^rb++++=forward
for ^in++++=for
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed,
, ^zz++++=EXTRAWORD
to ^in++++=to
the ^ati++++=the
pub ^nn++++=pub
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
to ^in++++=to
change ^nn++++=change
horses ^nns++++=horses.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
last ^jj+atrb+++=last
hour ^nn++++=hour
or ^cc++++=or
two ^cd++++=two
all ^abn++++=all
that ^dt+dem+++=that
our ^pp$+pp1+++=our
united ^jj+atrb+++=united
efforts ^nns++++=efforts
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
