There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
general ^jj+atrb+++=general
discussion ^nn++++=discussion
going ^vwbg+++xvbg+=going
on ^in++++=on
among ^in++++=among
the ^ati++++=the
guests ^nns++++=guests.
. ^zz++++=EXTRAWORD
All ^abn++++=All
at ^rb++++=at
once ^rb"+tm+++=once
I ^pp1a+pp1+++=I
saw ^vbd+vprv+tht0+xvbnx+=saw
our ^pp$+pp1+++=our
queer ^jj+atrb+++=queer
friend ^nn++++=friend
jump ^nn++++=jump
upon ^in++++=upon
his ^pp$+pp3+++=his
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
call ^vb++++=call
out ^rp+pl+++=out
at ^in++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
his ^pp$+pp3+++=his
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
anxious ^jj++++=anxious
for ^in++++=for
the ^ati++++=the
exclusive ^jj+atrb+++=exclusive
attention ^nn+nom+++=attention
of ^in++++=of
the ^ati++++=the
company ^nn++++=company.
. ^zz++++=EXTRAWORD
" ^zz++++="Listen,"
listen ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
the ^ati++++=the
master ^nn++++=master
of ^in++++=of
the ^ati++++=the
house ^npl++++=house
whispered ^vbd+vpub++xvbn+=whispered
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
sometimes ^rb++++=sometimes
tells ^vbz++++=tells
the ^ati++++=the
most ^ql+emph+++=most
curious ^jj+atrb+++=curious
stories.. ^nn+++??+=stories....
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Does ^vbz+doz+vrb++=Does
he ^pp3a+pp3+++=he
interest ^nn++++=interest
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
nodded ^vbd+++xvbnx+=nodded
and ^cc+phrs+++=and
squeezed ^vbd+++xvbn+=squeezed
myself ^ppl+pp1+++=myself
into ^in++++=into
the ^ati++++=the
group ^nn++++=group.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sight ^nn++++=sight
of ^in++++=of
a ^at++++=a
well ^rb++++=well-dressed
- ^zz++++=EXTRAWORD
dressed ^vbd+++xvbn+=EXTRAWORD
gentleman ^nn+nom+++=gentleman
jumping ^vwbg+++xvbg+=jumping
upon ^in++++=upon
his ^pp$+pp3+++=his
chair ^nn++++=chair
and ^cc++++=and
shouting ^vbg+vpub++xvbg+=shouting
at ^rb++++=at
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
his ^pp$+pp3+++=his
voice ^nn++++=voice
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
draw ^vb++++=draw
the ^ati++++=the
attention ^nn+nom+++=attention
of ^in++++=of
all ^abn++++=all.
. ^zz++++=EXTRAWORD
Many ^ap++++=Many
who ^whp+rel+subj++=who
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
the ^ati++++=the
queer ^jj++++=queer
fellow ^jjb++++=fellow
looked ^jj+++xvbn+=looked
at ^rb++++=at
one ^cd1++++=one
another ^dt++++=another
in ^in++++=in
perplexity ^nn+nom+++=perplexity,
, ^zz++++=EXTRAWORD
the ^ati++++=the
others ^aps++++=others
roared ^jj+++xvbn+=roared
with ^in++++=with
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv++xvbnx+=knew
Fedosey ^np+++??+=Fedosey
Nikolaitch ^np+++??+=Nikolaitch.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
know ^vb+vprv+++=know
Fedosey ^np+++??+=Fedosey
Nikolaitch ^np+++??+=Nikolaitch
better ^jjr++++=better
than ^in++++=than
any ^dti++++=any
one ^pn++++=one!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
the ^ati++++=the
queer ^jj++++=queer
fellow ^jjb++++=fellow
from ^in++++=from
his ^pp$+pp3+++=his
elevation ^nn+nom+++=elevation.
. ^zz++++=EXTRAWORD
" ^zz++++="Gentlemen,
gentlemen ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
allow ^vb++++=allow
me ^pp1o+pp1+++=me
to ^to++++=to
tell ^vbi++++=tell
you ^pp2+pp2+++=you
something ^pn++++=something.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
can ^md+pos+++=can
tell ^vb++++=tell
you ^pp2+pp2+++=you
a ^at++++=a
good ^jj+atrb+++=good
story ^nn++++=story
about ^in++++=about
Fedosey ^np+++??+=Fedosey
Nikolaitch ^np+++??+=Nikolaitch!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
a ^at++++=a
story ^nn++++=story
exquisite ^nn++++=exquisite!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Osip ^np+++??+=Osip
Mihalitch ^np+++??+=Mihalitch,
, ^zz++++=EXTRAWORD
tell ^vb++++=tell
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Listen."
listen ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Listen,
listen ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
listen ^vb++++=listen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
begin ^vb++++=begin;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but,
, ^zz++++=EXTRAWORD
gentlemen ^nns++++=gentlemen,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
is ^vbz+bez+vrb++=is
a ^at++++=a
peculiar ^jj+atrb+++=peculiar
story... ^nn+++??+=story...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
good ^jj++++=good,
, ^zz++++=EXTRAWORD
very ^ql+amp+++=very
good ^jj++++=good."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
comic ^jj+atrb+++=comic
story ^nn++++=story."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
good ^jj++++=good,
, ^zz++++=EXTRAWORD
excellent ^jj++++=excellent,
, ^zz++++=EXTRAWORD
splendid ^jj++++=splendid.
. ^zz++++=EXTRAWORD
Get ^vb++++=Get
on ^in+strn+++=on!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
an ^at++++=an
episode ^nn++++=episode
in ^in++++=in
the ^ati++++=the
private ^jj+atrb+++=private
life ^nn++++=life
of ^in++++=of
your ^pp$+pp2+++=your
humble... ^nn+++??+=humble...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc+cls+++=EXTRAWORD
why ^wrb+who+++=why
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
trouble ^nn++++=trouble
yourself ^ppl+pp2+++=yourself
to ^to++++=to
announce ^vbi+vpub+++=announce
that ^tht+vcmp+++=that
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
comic ^jj++++=comic?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
even ^rb++++=even
somewhat ^rb+down+++=somewhat
tragic ^jj++++=tragic!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Eh???!"
eh??? ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^rb++++=EXTRAWORD
short ^rb"++++=short,
, ^zz++++=EXTRAWORD
the ^ati++++=the
story ^nn++++=story
which ^whp+rel+obj++=which
it ^pp3+it+++=it
will ^md+prd+++=will
afford ^vb++++=afford
you ^pp2+pp2+++=you
all ^rb++++=all
pleasure ^nn++++=pleasure
to ^to++++=to
hear ^vbi+vprv+++=hear
me ^pp1o+pp1+++=me
now ^rn+tm+++=now
relate ^vb++++=relate,
, ^zz++++=EXTRAWORD
gentlemen ^nns++++=gentlemen
the ^ati++++=the
story ^nn++++=story,
, ^zz++++=EXTRAWORD
in ^rb++++=in
consequence ^nn+nom+++=consequence
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
into ^in+ppvb+++=into
company ^nn++++=company
so ^rb+emph+++=so
interesting ^jj++++=interesting
and ^cc++++=and
profitable... ^nn+++??+=profitable...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
puns ^nns++++=puns!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
story ^nn++++=story."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^rb++++=EXTRAWORD
short ^rb"++++=short
the ^ati++++=the
story ^nn++++=story
make ^vb++++=make
haste ^nn++++=haste
and ^cc++++=and
finish ^nn++++=finish
the ^ati++++=the
introduction ^nn+nom+++=introduction.
. ^zz++++=EXTRAWORD
The ^ati++++=The
story ^nn++++=story,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
has ^vbz+hvz+vrb++=has
its ^pp$+it+++=its
value ^nn++++=value,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
a ^at++++=a
fair ^jj++++=fair-haired
- ^zz++++=EXTRAWORD
haired ^jj+atrb+++=EXTRAWORD
young ^jj+atrb+++=young
man ^nn++++=man
with ^in++++=with
moustaches ^nns++++=moustaches
pronounced ^vbd+++xvbn+=pronounced
in ^in++++=in
a ^at++++=a
husky ^nn+++??+=husky
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
dropping ^vbg+++xvbg+=dropping
his ^pp$+pp3+++=his
hand ^nn++++=hand
into ^in++++=into
his ^pp$+pp3+++=his
coat ^nn++++=coat
pocket ^nn++++=pocket
and ^cc++++=and,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
by ^in++++=by
chance ^nn++++=chance,
, ^zz++++=EXTRAWORD
pulling ^vbg+nom++xvbg+=pulling
out ^rp+pl+++=out
a ^at++++=a
purse ^nn++++=purse
instead ^rb+cnj+++=instead
of ^in++++=of
his ^pp$+pp3+++=his
handkerchief ^nn++++=handkerchief.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
story ^nn++++=story,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^uh++++=dear
sirs ^nns+++??+=sirs,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
should ^md+nec+++=should
like ^vb++++=like
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
many ^ap++++=many
of ^in++++=of
you ^pp2+pp2+++=you
in ^in++++=in
my ^pp$+pp1+++=my
place ^nn++++=place.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
finally ^rb+cnj+++=finally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
story ^nn++++=story,
, ^zz++++=EXTRAWORD
in ^rb++++=in
consequence ^nn+nom+++=consequence
of ^in++++=of
which ^whp+rel+pied++=which
I ^pp1a+pp1+++=I
have ^vb+hv+vrb++=have
not ^xnot++not++=not
married ^jj+++xvbn+=married."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Married!
married ^vwbn+++xvbn+=EXTRAWORD
! ^zz++++=EXTRAWORD
A ^at++++=A
wife ^nn++++=wife!
! ^zz++++=EXTRAWORD
Polzunkov ^np+++??+=Polzunkov
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
get ^vbi++++=get
married! ^nn+++??+=married!!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
confess ^nns+nom+++=confess
I ^pp1a+pp1+++=I
should ^md+nec+++=should
like ^vb++++=like
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
Madame ^npt++++=Madame
Polzunkov ^np+++??+=Polzunkov."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Allow
allow ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me
to ^to++++=to
inquire ^vbi++++=inquire
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
would ^md+prd+++=would-be
- ^zz++++=EXTRAWORD
be ^vb+be+vrb++=EXTRAWORD
Madame ^npt++++=Madame
Polzunkov ^np+++??+=Polzunkov,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
piped ^jj+++xvbn+=piped
a ^at++++=a
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
his ^pp$+pp3+++=his
way ^nn++++=way
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
storyteller ^nn++++=storyteller.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
so ^rb++++=so
for ^in++++=for
the ^ati++++=the
first ^od++++=first
chapter ^nn++++=chapter,
, ^zz++++=EXTRAWORD
gentlemen ^nns++++=gentlemen.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
just ^rb+emph+++=just
six ^cd++++=six
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
in ^in++++=in
spring ^nn++++=spring,
, ^zz++++=EXTRAWORD
the ^ati++++=the
thirty ^cd++++=thirty-first
- ^zz++++=EXTRAWORD
first ^rb++++=EXTRAWORD
of ^in++++=of
March ^nr++++=March
note ^nn++++=note
the ^ati++++=the
date ^nn++++=date,
, ^zz++++=EXTRAWORD
gentlemen ^nns++++=gentlemen
on ^in++++=on
the ^ati++++=the
eve... ^nn+++??+=eve...."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in++++=EXTRAWORD
the ^ati++++=the
first ^rb++++=first
of ^in++++=of
April ^nr++++=April!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
a ^at++++=a
young ^jj+atrb+++=young
man ^nn++++=man
with ^in++++=with
ringlets ^nns+nom+++=ringlets.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
extraordinarily ^rb++++=extraordinarily
quick ^jj+pred+++=quick
at ^in++++=at
guessing ^nn++++=guessing.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
Twilight ^nn++++=Twilight
was ^vbd+bedz+aux++=was
gathering ^vbg+++xvbgx+=gathering
over ^in++++=over
the ^ati++++=the
district ^nn++++=district
town ^nn++++=town
of ^in++++=of
N ^zz++++=N.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
moon ^nn++++=moon
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
float ^vb++++=float
out ^rp+pl+++=out
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
everything ^pn++++=everything
in ^in++++=in
proper ^jj+atrb+++=proper
style ^nn++++=style,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
so ^rb++++=so
in ^in++++=in
the ^ati++++=the
very ^ql+amp+++=very
late ^jj+atrb+++=late
twilight ^nn++++=twilight
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
floated ^j+++xvbn+=floated
out ^rp+pl+++=out
of ^in++++=of
my ^pp$+pp1+++=my
poor ^jj+atrb+++=poor
lodging ^nn++++=lodging
on ^in++++=on
the ^ati++++=the
sly ^nn++++=sly
after ^cs+sub+++=after
taking ^nn++++=taking
leave ^vb++++=leave
of ^in++++=of
my ^pp$+pp1+++=my
restricted ^vbd+++xvbn+=restricted
granny ^nn+++??+=granny,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
dead ^jj++++=dead.
. ^zz++++=EXTRAWORD
Excuse ^nn++++=Excuse
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
gentlemen ^nns++++=gentlemen,
, ^zz++++=EXTRAWORD
for ^in++++=for
making ^xvbg+++xvbg+=making
use ^nn++++=use
of ^in++++=of
such ^abl++++=such
a ^at++++=a
fashionable ^jj+atrb+++=fashionable
expression ^nn++++=expression,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
