When ^wrb+who+++=When
the ^ati++++=the
present ^jj+atrb+++=present
writer ^nn++++=writer
was ^vbd+bedz+vrb++=was
a ^at++++=a
boy ^nn++++=boy
of ^in++++=of
twelve ^cd++++=twelve
or ^cc++++=or
thirteen ^cd++++=thirteen,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
first ^od++++=first
made ^vbd+++xvbn+=made
the ^ati++++=the
acquaintance ^nn+nom+++=acquaintance
of ^in++++=of
Miss ^npt++++=Miss
Anne ^np++++=Anne
Baily ^np+++??+=Baily,
, ^zz++++=EXTRAWORD
of ^in++++=of
Lough ^np+++??+=Lough
Guir ^np+++??+=Guir,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
county ^nn++++=county
of ^in++++=of
Limerick ^np+++??+=Limerick.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
and ^cc++++=and
her ^pp3o+pp3+++=her
sister ^npt++++=sister
were ^vbd+bed+vrb++=were
the ^ati++++=the
last ^rb++++=last
representatives ^nns++++=representatives
at ^rb++++=at
that ^dt+dem+++=that
place ^nn++++=place,
, ^zz++++=EXTRAWORD
of ^in++++=of
an ^at++++=an
extremely ^rb+amp+++=extremely
good ^jj+atrb+++=good
old ^jj+atrb+++=old
name ^nn++++=name
in ^in++++=in
the ^ati++++=the
county ^nn++++=county.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
both ^abx++++=both
what ^wdt+who+++=what
is ^vbz+bez+aux++=is
termed ^vpsv++agls+xvbnx+=termed
" ^zz++++="old
old ^jj+atrb+++=EXTRAWORD
maids ^nns++++=maids,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
at ^rb++++=at
that ^dt+dem+++=that
time ^nn++++=time
past ^jjb++++=past
sixty ^cd++++=sixty.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
never ^rb++++=never
were ^vbd+bed+vrb++=were
old ^jj+atrb+++=old
ladies ^nns++++=ladies
more ^rbr++++=more
hospitable ^jj++++=hospitable,
, ^zz++++=EXTRAWORD
lively ^jj++++=lively,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
kind ^nn++++=kind,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
to ^in++++=to
young ^jj+atrb+++=young
people ^nns++++=people.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
both ^abx++++=both
remarkably ^rb++++=remarkably
agreeable ^jj++++=agreeable
and ^cc+phrs+++=and
clever ^jj++++=clever.
. ^zz++++=EXTRAWORD
Like ^in++++=Like
all ^abn++++=all
old ^jj+atrb+++=old
county ^nn++++=county
ladies ^nns++++=ladies
of ^in++++=of
their ^pp$+pp3+++=their
time ^nn++++=time,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
great ^jj+atrb+++=great
genealogists ^nns+nom+++=genealogists,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
could ^md+pos+++=could
recount ^vb++++=recount
the ^ati++++=the
origin ^nn++++=origin,
, ^zz++++=EXTRAWORD
generations ^nns+nom+++=generations,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
intermarriages ^nns+nom+++=intermarriages,
, ^zz++++=EXTRAWORD
of ^in++++=of
every ^at++++=every
county ^nn++++=county
family ^nn++++=family
of ^in++++=of
note ^nn++++=note.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
ladies ^nns++++=ladies
were ^vbd+bed+aux++=were
visited ^vpsv++agls+xvbnx+=visited
at ^rb++++=at
