# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Mattress ^nns+nom+++=Mattress
of ^in++++=of
the ^ati++++=the
*mary ^nn++++=*Mary
Ann* ^np+++??+=Ann*
Sailormen ^np+++??+=Sailormen,
, ^zz++++=EXTRAWORD
take ^vb++++=take
them ^pp3o+pp3+++0='em
as ^in++++=as
a ^at++++=a
class ^nn++++=class,
, ^zz++++=EXTRAWORD
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
misers ^nn++++=misers.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
may ^md+pos+++=may
spend ^vb++++=spend
foolish ^jj++++=foolish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
may ^md+pos+++=may
spend ^vb++++=spend
drunk ^jj+++xvbn+=drunk,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
some ^dti++++=some
of ^in++++=of
them ^pp3o+pp3+++0='em
will ^md+prd+++=will
spend ^vb++++=spend
the ^ati++++=the
same ^ap++++=same
shilling ^nn+nom+++=shilling
twice ^rb++++=twice
if ^cs+cnd+++=if
the ^ati++++=the
landlord ^nn++++=landlord
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
looking ^jj+++xvbg+=looking;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
often ^rb++++=often
' ^zz++++='oard.
oard ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
as ^ql++++=as
goes ^vbz++++=goes
knocking ^vbg+++xvbg+=knocking
about ^rb+phrv+++=about
the ^ati++++=the
world ^nn++++=world
with ^in++++=with
all ^abn++++=all
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
property ^nn++++=property
in ^in++++=in
a ^at++++=a
sea ^nn++++=sea-chest
- ^zz++++=EXTRAWORD
chest ^nn++++=EXTRAWORD
soon ^rb+tm+++=soon
learns ^vbz+vprv+++=learns
that ^tht+vcmp+++=that
money ^nn++++=money
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
to ^to+vcmp+++=to
move ^vbi++++=move.
. ^zz++++=EXTRAWORD
Leastways ^np+++??+=Leastways,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
always ^rb++++=always
my ^pp$+pp1+++=my
belief ^nn++++=belief
till ^cs+sub+++=till
I ^pp1a+pp1+++=I
sailed ^vbd+++xvbnx+=sailed
in ^in++++=in
the ^ati++++=the
*mary ^nn++++=*Mary
Ann* ^np+++??+=Ann*
with ^in++++=with
old ^jj+atrb+++=old
Thomas ^np++++=Thomas
Geary ^np+++??+=Geary.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
night ^nn++++=night-watchman
- ^zz++++=EXTRAWORD
watchman ^nn+nom+++=EXTRAWORD
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
as ^ql++++=as
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
my ^pp$+pp1+++=my
sea ^nn++++=sea-boots
- ^zz++++=EXTRAWORD
boots ^nns++++=EXTRAWORD
' ^zz++++='ave
ave ^nn+++??+=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
dry ^jj++++=dry
these ^dt+dem+++=these
fifteen ^cd++++=fifteen
years ^nns++++=years;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
can ^md+pos+++=can
see ^vb+vprv+++=see
Thomas ^np++++=Thomas
this ^dt+dem+++=this
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
sitting ^vbg+++xvbg+=sitting
on ^in++++=on
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
bunk ^nn++++=bunk
and ^cc++++=and
stitching ^nn++++=stitching
a ^at++++=a
patch ^nn++++=patch
on ^in++++=on
the ^ati++++=the
elbow ^nn++++=elbow
of ^in++++=of
a ^at++++=a
coat ^nn++++=coat
that ^tht+rel+subj++=that
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
worth ^in++++=worth
the ^ati++++=the
thread ^nn++++=thread.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^rb++++=a
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
bent ^jj+atrb++xvbn+=bent
man ^nn++++=man,
, ^zz++++=EXTRAWORD
with ^in++++=with
grey ^jj+atrb+++=grey
whiskers ^nns+nom+++=whiskers
growing ^vwbg+++xvbg+=growing
under ^in++++=under
' ^zz++++='is
is ^vbz+bez+vrb++=EXTRAWORD
chin ^nn++++=chin
like ^in++++=like
weed ^nn++++=weed
under ^in++++=under
a ^at++++=a
pier ^nn++++=pier,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
eyes ^nns++++=eyes
that ^tht+rel+subj++=that
looked ^vprf+++xvbn+=looked
at ^rb++++=at
every ^at++++=every
mortal ^jj+atrb+++=mortal
thing ^nn++++=thing
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
wanted ^vbd+++xvbn+=wanted
to ^to+vcmp+++=to
borrow ^vbi++++=borrow
sixpence ^nns+nom+++=sixpence.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
was ^vbd+bedz+aux++=was
bound ^vpsv++agls+xvbnx+=bound
from ^in++++=from
Sydney ^np++++=Sydney
to ^in++++=to
London ^np++++=London,
, ^zz++++=EXTRAWORD
a ^at++++=a
barque ^nn+++??+=barque
of ^in++++=of
seven ^cd++++=seven
' ^zz++++='undred
undred ^jj+atrb++xvbn+=EXTRAWORD
tons ^nns++++=tons,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
wool ^nn++++=wool,
, ^zz++++=EXTRAWORD
tallow ^nn+++??+=tallow,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
or ^cc++++=or
two ^cd++++=two
passengers ^nns+nom+++=passengers
that ^tht+rel+subj++=that
spent ^vprf+++xvbn+=spent
the ^ati++++=the
voyage ^nn++++=voyage
wishing ^vwbg+++xvbg+=wishing
they ^pp3a+pp3+++=they
' ^zz++++='adn't
ad ^&fw++++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
was ^vbd+bedz+vrb++=was
an ^at++++=an
able ^jj+atrb+++=able
seaman ^nn++++=seaman
by ^in++++=by
rating ^nn++++=rating,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
' ^zz++++='e
e ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
sixty ^cd++++=sixty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
if ^cs+cnd+++=if
' ^zz++++='e
e ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
day ^nn++++=day.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++0=He'd
