# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Rival ^nn++++=Rival
of ^in++++=of
Hoyland ^np+++??+=Hoyland
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
James ^np++++=James
Ripley ^np+++??+=Ripley
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
doctor ^nn++++=doctor
of ^in++++=of
Hoyland ^np+++??+=Hoyland
for ^in++++=for
eleven ^cd++++=eleven
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
generally ^rb+down+splt++=generally
admitted ^vpsv++agls+xvbnx+=admitted,
, ^zz++++=EXTRAWORD
even ^rb++++=even
by ^in++++=by
those ^dt+pdem+++=those
whom ^whp+rel+obj++=whom
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
to ^to+vcmp+++=to
cure ^vbi++++=cure,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
no ^at++++=no
man ^nn++++=man
could ^md+pos+++=could
have ^vb+hv+aux++=have
looked ^vprf+++xvbnx+=looked
more ^rbr++++=more
fitted ^vbd+++xvbn+=fitted
for ^in++++=for
the ^ati++++=the
position ^nn+nom+++=position.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
reserved ^vpsv++agls+xvbnx+=reserved,
, ^zz++++=EXTRAWORD
learned ^j+++xvbn+=learned,
, ^zz++++=EXTRAWORD
unmarried ^jj++++=unmarried,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
forty ^cd++++=forty-three.
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
shoulders ^nns+nom+++=shoulders
had ^vbd+hvd+aux++=had
acquired ^vprf+++xvbnx+=acquired
that ^dt+dem+++=that
slight ^jj+atrb+++=slight
inclination ^nn+nom+++=inclination
which ^whp+rel+subj++=which
comes ^vbz++++=comes
from ^in+ppvb+++=from
prolonged ^jj+++xvbn+=prolonged
bending ^jj+++xvbg+=bending
over ^in++++=over
books ^nns++++=books
and ^cc++++=and
bedsides ^nns+++??+=bedsides,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
