# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Obscure ^jj+atrb+++=Obscure
Virtues ^nns++++=Virtues
of ^in++++=of
Thomas ^np++++=Thomas
Bird ^nn++++=Bird
At ^in++++=At
eight ^cd++++=eight
o'clock ^rb++++=o'clock
on ^in++++=on
a ^at++++=a
February ^nr+nom+++=February
morning ^nn++++=morning
the ^ati++++=the
Thames ^np++++=Thames
flowed ^vbd+++xvbn+=flowed
beneath ^in+pl+++=beneath
Blackfriars ^np+++??+=Blackfriars
Bridge ^nn++++=Bridge
with ^in++++=with
the ^ati++++=the
grave ^nn++++=grave,
, ^zz++++=EXTRAWORD
discoloured ^xvbn+++xvbn+=discoloured
aspect ^nn++++=aspect
of ^in++++=of
a ^at++++=a
river ^nn++++=river
conscious ^jj++++=conscious
of ^in++++=of
the ^ati++++=the
burdens ^nns++++=burdens
laid ^vbd+++xvbn+=laid
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
mist ^nn++++=mist,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
dense ^jj++++=dense
enough ^qlp++++=enough
to ^to++++=to
conceal ^vbi++++=conceal
nor ^cc++neg++=nor
delicate ^jj++++=delicate
enough ^qlp++++=enough
to ^to++++=to
beautify ^vbi++++=beautify,
, ^zz++++=EXTRAWORD
hung ^j+++xvbn+=hung
between ^in++++=between
the ^ati++++=the
warehouses ^nns++++=warehouses
and ^cc++++=and
the ^ati++++=the
opposite ^jj+atrb+++=opposite
shore ^nn++++=shore;
; ^zz++++=EXTRAWORD
through ^in++++=through
it ^pp3+it+++=it
the ^ati++++=the
dome ^nn++++=dome
of ^in++++=of
St ^npt++++=St.
. ^zz++++=EXTRAWORD
Paul ^np++++=Paul's
's ^$++++=EXTRAWORD
appeared ^vbd+seem++xvbn+=appeared
unsubstantial ^jj++++=unsubstantial,
, ^zz++++=EXTRAWORD
like ^in++++=like
an ^at++++=an
architectural ^jj+atrb+++=architectural
intention ^nn+nom+++=intention
which ^whp+rel+obj++=which
the ^ati++++=the
city ^nn++++=city
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
found ^vbd+vprv++xvbn+=found
leisure ^nn++++=leisure
to ^to++++=to
complete ^vbi++++=complete.
. ^zz++++=EXTRAWORD
Barges ^nns++++=Barges
moved ^vbd+++xvbn+=moved
heavily ^rb++++=heavily
with ^in++++=with
the ^ati++++=the
tide ^nn++++=tide.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
railway ^nn++++=railway
came ^vbd+++xvbn+=came
a ^at++++=a
prolonged ^jj+atrb++xvbn+=prolonged
vibration ^nn+nom+++=vibration,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
a ^at++++=a
flight ^nn++++=flight
of ^in++++=of
smoke ^nn++++=smoke;
; ^zz++++=EXTRAWORD
omnibuses ^nns+++??+=omnibuses
rolled ^vbd+++xvbn+=rolled
northward ^jjb++++=northward
with ^in++++=with
windows ^nns++++=windows
dimmed ^vwbn+++xvbn+=dimmed
by ^in++++=by
breath ^nn++++=breath;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
along ^in++++=along
the ^ati++++=the
pavements ^nns+nom+++=pavements
hurried ^vbd+++xvbn+=hurried
that ^dt+dem+++=that
innumerable ^jj+atrb+++=innumerable
company ^nn++++=company
whose ^whp+rel+obj++=whose
punctuality ^nn+nom+++=punctuality
